# SYNTHETIC. Per-block monthly cost in IDR. EPMS routes cost through m_cost_control_mapping but the EC export carries none of it. Structure sums to ~30M IDR/ha/yr.
division_code,block_code,month,harvest_idr,upkeep_idr,fertilizer_idr,transport_idr,overhead_idr,infrastructure_idr,km_to_mill
2,71,2025-06,16094166,12259322,19744845,1302397,13795000,5747916,9.47
2,71,2025-07,16094166,11853418,19022905,1302397,13795000,5747916,9.47
2,71,2025-08,16094166,12646752,20532408,1302397,13795000,5747916,9.47
2,71,2025-09,16094166,13120254,19125599,1302397,13795000,5747916,9.47
2,71,2025-10,16094166,13307459,19386832,1302397,13795000,5747916,9.47
2,71,2025-11,16094166,11934752,19981283,1302397,13795000,5747916,9.47
2,72,2025-01,16354613,12447359,21877114,1299740,13975000,5822916,9.28
2,72,2025-02,16040101,13479851,22297881,1299740,13975000,5822916,9.28
2,72,2025-03,16043215,13514757,21672940,1299740,13975000,5822916,9.28
2,72,2025-04,26394078,12250875,20575015,1299740,13975000,5822916,9.28
2,72,2025-05,6688825,13671633,19652364,1299740,13975000,5822916,9.28
2,72,2025-06,16304166,13373589,21360255,1299740,13975000,5822916,9.28
2,72,2025-07,16304166,12258230,21386222,1299740,13975000,5822916,9.28
2,72,2025-08,16304166,12327764,19643065,1299740,13975000,5822916,9.28
2,72,2025-09,16304166,13021834,22030005,1299740,13975000,5822916,9.28
2,72,2025-10,16304166,12718030,20219458,1299740,13975000,5822916,9.28
2,72,2025-11,16304166,12426661,22226335,1299740,13975000,5822916,9.28
2,73,2025-01,22197467,13136381,21863077,1379995,14860000,6191666,9.26
2,73,2025-02,16426567,14245394,24075919,1379995,14860000,6191666,9.26
2,73,2025-03,14786748,13204268,20958171,1379995,14860000,6191666,9.26
2,73,2025-04,15168321,13947901,22864134,1379995,14860000,6191666,9.26
2,73,2025-05,18104227,13290851,23447261,1379995,14860000,6191666,9.26
2,73,2025-06,17336666,14350550,23133407,1379995,14860000,6191666,9.26
2,73,2025-07,17336666,13596081,24096682,1379995,14860000,6191666,9.26
2,73,2025-08,17336666,13821957,21819546,1379995,14860000,6191666,9.26
2,73,2025-09,17336666,14398030,24402665,1379995,14860000,6191666,9.26
2,73,2025-10,17336666,14191667,24322725,1379995,14860000,6191666,9.26
2,73,2025-11,17336666,13682172,21585678,1379995,14860000,6191666,9.26
2,74,2025-01,17976402,13690585,19791361,1316361,14255000,5939583,9.19
2,74,2025-02,13657360,13309927,21202817,1316361,14255000,5939583,9.19
2,74,2025-03,17138922,12663471,19350627,1316361,14255000,5939583,9.19
2,74,2025-04,12475365,13514515,22461605,1316361,14255000,5939583,9.19
2,74,2025-05,21906114,13159943,21884061,1316361,14255000,5939583,9.19
2,74,2025-06,16630833,12170161,20661450,1316361,14255000,5939583,9.19
2,74,2025-07,16630833,13276933,21496206,1316361,14255000,5939583,9.19
2,74,2025-08,16630833,12906097,20176317,1316361,14255000,5939583,9.19
2,74,2025-09,16630833,13513970,21628995,1316361,14255000,5939583,9.19
2,74,2025-10,16630833,12737196,19652564,1316361,14255000,5939583,9.19
2,74,2025-11,16630833,12544506,20571255,1316361,14255000,5939583,9.19
2,382,2025-01,17745612,13075895,21196133,1360127,14400000,6000000,9.48
2,382,2025-02,16888864,13850543,21639932,1360127,14400000,6000000,9.48
2,382,2025-03,17618011,13881019,21806674,1360127,14400000,6000000,9.48
2,382,2025-04,15163976,13757949,22297815,1360127,14400000,6000000,9.48
2,382,2025-05,16583534,14196337,22806515,1360127,14400000,6000000,9.48
2,382,2025-06,16800000,12836776,22681786,1360127,14400000,6000000,9.48
2,382,2025-07,16800000,13159585,20850208,1360127,14400000,6000000,9.48
2,382,2025-08,16800000,13452506,21744126,1360127,14400000,6000000,9.48
2,382,2025-09,16800000,13060233,22041285,1360127,14400000,6000000,9.48
2,382,2025-10,16800000,13313863,23532100,1360127,14400000,6000000,9.48
2,382,2025-11,16800000,13470048,21187912,1360127,14400000,6000000,9.48
3,75,2025-01,21417135,16317953,27708975,1542146,17695000,7372916,8.47
3,75,2025-02,28733021,15573627,25917789,1542146,17695000,7372916,8.47
3,75,2025-03,15645066,16952669,28332686,1542146,17695000,7372916,8.47
3,75,2025-04,24632093,16883073,27477362,1542146,17695000,7372916,8.47
3,75,2025-05,12793515,15602394,27783337,1542146,17695000,7372916,8.47
3,75,2025-06,20644166,17010808,28089604,1542146,17695000,7372916,8.47
3,75,2025-07,20644166,15566343,29034354,1542146,17695000,7372916,8.47
3,75,2025-08,20644166,16557261,28254901,1542146,17695000,7372916,8.47
3,75,2025-09,20644166,17391115,26745743,1542146,17695000,7372916,8.47
3,75,2025-10,20644166,16775047,26212907,1542146,17695000,7372916,8.47
3,75,2025-11,20644166,16025810,25597819,1542146,17695000,7372916,8.47
3,76,2025-01,16358019,13314501,21326110,1190036,14085000,5868750,8.1
3,76,2025-02,17751866,12359866,19580426,1190036,14085000,5868750,8.1
3,76,2025-03,8903597,12530325,21019457,1190036,14085000,5868750,8.1
3,76,2025-04,28345104,12216307,19830143,1190036,14085000,5868750,8.1
3,76,2025-05,10803911,12338108,20939493,1190036,14085000,5868750,8.1
3,76,2025-06,16432500,12927521,19973161,1190036,14085000,5868750,8.1
3,76,2025-07,16432500,12110085,18877709,1190036,14085000,5868750,8.1
3,76,2025-08,16432500,12843363,20267612,1190036,14085000,5868750,8.1
3,76,2025-09,16432500,13352430,20183624,1190036,14085000,5868750,8.1
3,76,2025-10,16432500,11903771,20643607,1190036,14085000,5868750,8.1
3,76,2025-11,16432500,12787328,20133561,1190036,14085000,5868750,8.1
3,77,2025-01,14861395,12332482,20563743,1175399,14200000,5916666,7.86
3,77,2025-02,13329123,12639481,21023598,1175399,14200000,5916666,7.86
3,77,2025-03,16387489,12776524,20754774,1175399,14200000,5916666,7.86
3,77,2025-04,28305851,12590451,20661652,1175399,14200000,5916666,7.86
3,77,2025-05,9949473,12240398,19434940,1175399,14200000,5916666,7.86
3,77,2025-06,16566666,13087798,21194433,1175399,14200000,5916666,7.86
3,77,2025-07,16566666,12731925,18898498,1175399,14200000,5916666,7.86
3,77,2025-08,16566666,13106752,20742759,1175399,14200000,5916666,7.86
3,77,2025-09,16566666,11929909,19903400,1175399,14200000,5916666,7.86
3,77,2025-10,16566666,12642022,20865019,1175399,14200000,5916666,7.86
3,77,2025-11,16566666,12772209,19764513,1175399,14200000,5916666,7.86
3,78,2025-01,17628147,13345076,22309801,1159153,14425000,6010416,7.53
3,78,2025-02,10315955,12726217,20976470,1159153,14425000,6010416,7.53
3,78,2025-03,15205920,13638948,22210450,1159153,14425000,6010416,7.53
3,78,2025-04,32199434,12556014,22429475,1159153,14425000,6010416,7.53
3,78,2025-05,8796374,13305051,21899232,1159153,14425000,6010416,7.53
3,78,2025-06,16829166,13161458,20882934,1159153,14425000,6010416,7.53
3,78,2025-07,16829166,13512668,23153675,1159153,14425000,6010416,7.53
3,78,2025-08,16829166,13180120,23664371,1159153,14425000,6010416,7.53
3,78,2025-09,16829166,12791252,20422043,1159153,14425000,6010416,7.53
3,78,2025-10,16829166,12540163,23053330,1159153,14425000,6010416,7.53
3,78,2025-11,16829166,12744063,23291827,1159153,14425000,6010416,7.53
3,79,2025-01,9648901,8450168,13572487,726265,9230000,3845833,7.29
3,79,2025-02,9719041,8546819,13421119,726265,9230000,3845833,7.29
3,79,2025-03,9052713,8556192,14064419,726265,9230000,3845833,7.29
3,79,2025-04,21525911,8767042,13165430,726265,9230000,3845833,7.29
3,79,2025-05,3895098,8372215,14352016,726265,9230000,3845833,7.29
3,79,2025-06,10768333,8173926,14039120,726265,9230000,3845833,7.29
3,79,2025-07,10768333,8893776,14569337,726265,9230000,3845833,7.29
3,79,2025-08,10768333,8632849,12960211,726265,9230000,3845833,7.29
3,79,2025-09,10768333,8622096,14559906,726265,9230000,3845833,7.29
3,79,2025-10,10768333,8494784,13416387,726265,9230000,3845833,7.29
3,79,2025-11,10768333,8842739,13689821,726265,9230000,3845833,7.29
3,80,2025-01,6683422,5689484,9008230,458066,5945000,2477083,7.07
3,80,2025-02,7363173,5586875,9159868,458066,5945000,2477083,7.07
3,80,2025-03,6742841,5182002,8208283,458066,5945000,2477083,7.07
3,80,2025-04,10208143,5286921,9168479,458066,5945000,2477083,7.07
3,80,2025-05,3681586,5546199,9439201,458066,5945000,2477083,7.07
3,80,2025-06,6935833,5321802,9128095,458066,5945000,2477083,7.07
3,80,2025-07,6935833,5679227,8507873,458066,5945000,2477083,7.07
3,80,2025-08,6935833,5712170,8171215,458066,5945000,2477083,7.07
3,80,2025-09,6935833,5228259,8933528,458066,5945000,2477083,7.07
3,80,2025-10,6935833,5446660,8520845,458066,5945000,2477083,7.07
3,80,2025-11,6935833,5502251,8359150,458066,5945000,2477083,7.07
3,81,2025-01,3375741,3367989,6417134,281154,3725000,1552083,6.85
3,81,2025-02,4414674,3670275,5729049,281154,3725000,1552083,6.85
3,81,2025-03,4300991,3764710,5881338,281154,3725000,1552083,6.85
3,81,2025-04,6249385,3454380,5647957,281154,3725000,1552083,6.85
3,81,2025-05,3388373,3398742,6169139,281154,3725000,1552083,6.85
3,81,2025-06,4345833,3738921,6343232,281154,3725000,1552083,6.85
3,81,2025-07,4345833,3365076,5895455,281154,3725000,1552083,6.85
3,81,2025-08,4345833,3429860,5999693,281154,3725000,1552083,6.85
3,81,2025-09,4345833,3662277,5719485,281154,3725000,1552083,6.85
3,81,2025-10,4345833,3429807,6505255,281154,3725000,1552083,6.85
3,81,2025-11,4345833,3489082,6411405,281154,3725000,1552083,6.85
3,82,2025-01,1220709,1159148,1992706,91007,1230000,512500,6.64
3,82,2025-02,1353974,1165808,1945689,91007,1230000,512500,6.64
3,82,2025-03,1596517,1128326,1831309,91007,1230000,512500,6.64
3,82,2025-04,2667969,1087430,2026730,91007,1230000,512500,6.64
3,82,2025-05,335828,1102547,1865428,91007,1230000,512500,6.64
3,82,2025-06,1435000,1099191,1988432,91007,1230000,512500,6.64
3,82,2025-07,1435000,1098359,1850596,91007,1230000,512500,6.64
3,82,2025-08,1435000,1135041,1869257,91007,1230000,512500,6.64
3,82,2025-09,1435000,1194514,2044717,91007,1230000,512500,6.64
3,82,2025-10,1435000,1184913,1767521,91007,1230000,512500,6.64
3,82,2025-11,1435000,1116379,1859556,91007,1230000,512500,6.64
3,83,2025-01,22539268,16055005,29189782,1607705,17910000,7462500,8.83
3,83,2025-02,22031012,15593697,27843253,1607705,17910000,7462500,8.83
3,83,2025-03,13167534,16588445,26475179,1607705,17910000,7462500,8.83
3,83,2025-04,30800278,16314158,29346124,1607705,17910000,7462500,8.83
3,83,2025-05,15936906,17372092,26509734,1607705,17910000,7462500,8.83
3,83,2025-06,20895000,16523373,28323576,1607705,17910000,7462500,8.83
3,83,2025-07,20895000,16618310,28649983,1607705,17910000,7462500,8.83
3,83,2025-08,20895000,16115585,28989937,1607705,17910000,7462500,8.83
3,83,2025-09,20895000,16071261,25524069,1607705,17910000,7462500,8.83
3,83,2025-10,20895000,16634844,27773509,1607705,17910000,7462500,8.83
3,83,2025-11,20895000,16625693,26098969,1607705,17910000,7462500,8.83
3,84,2025-01,21580731,14751281,24751758,1411422,16225000,6760416,8.44
3,84,2025-02,21478329,14038279,24872321,1411422,16225000,6760416,8.44
3,84,2025-03,13772014,14814062,21958748,1411422,16225000,6760416,8.44
3,84,2025-04,24964363,14680134,21957687,1411422,16225000,6760416,8.44
3,84,2025-05,12850394,15371488,25210812,1411422,16225000,6760416,8.44
3,84,2025-06,18929166,15095187,23209710,1411422,16225000,6760416,8.44
3,84,2025-07,18929166,13839295,23635086,1411422,16225000,6760416,8.44
3,84,2025-08,18929166,15017653,25225097,1411422,16225000,6760416,8.44
3,84,2025-09,18929166,15132781,24653943,1411422,16225000,6760416,8.44
3,84,2025-10,18929166,14841950,22465235,1411422,16225000,6760416,8.44
3,84,2025-11,18929166,14484110,23242181,1411422,16225000,6760416,8.44
3,85,2025-01,11373957,10905113,16318636,984158,11495000,4789583,8.25
3,85,2025-02,14821510,10732968,16349153,984158,11495000,4789583,8.25
3,85,2025-03,8809314,9995041,18249487,984158,11495000,4789583,8.25
3,85,2025-04,22735549,10554661,17282062,984158,11495000,4789583,8.25
3,85,2025-05,9313834,10136073,18794377,984158,11495000,4789583,8.25
3,85,2025-06,13410833,10844619,18179167,984158,11495000,4789583,8.25
3,85,2025-07,13410833,10232119,17648231,984158,11495000,4789583,8.25
3,85,2025-08,13410833,11177417,16383053,984158,11495000,4789583,8.25
3,85,2025-09,13410833,10022910,18538975,984158,11495000,4789583,8.25
3,85,2025-10,13410833,10066700,18712022,984158,11495000,4789583,8.25
3,85,2025-11,13410833,10509365,17194059,984158,11495000,4789583,8.25
3,86,2025-01,15342661,18043750,26347026,1530250,18340000,7641666,7.95
3,86,2025-02,23389058,16913321,26080656,1530250,18340000,7641666,7.95
3,86,2025-03,27728921,17155085,27374113,1530250,18340000,7641666,7.95
3,86,2025-04,29021536,16645439,28146462,1530250,18340000,7641666,7.95
3,86,2025-05,11501156,16691459,26387680,1530250,18340000,7641666,7.95
3,86,2025-06,21396666,16755484,26310028,1530250,18340000,7641666,7.95
3,86,2025-07,21396666,16793861,29242407,1530250,18340000,7641666,7.95
3,86,2025-08,21396666,16331260,26889659,1530250,18340000,7641666,7.95
3,86,2025-09,21396666,18056750,26736317,1530250,18340000,7641666,7.95
3,86,2025-10,21396666,17437748,27274486,1530250,18340000,7641666,7.95
3,86,2025-11,21396666,17244185,27862188,1530250,18340000,7641666,7.95
3,87,2025-01,17008613,13766676,21338644,1224826,15085000,6285416,7.64
3,87,2025-02,11582261,13283569,21176473,1224826,15085000,6285416,7.64
3,87,2025-03,22929251,14046282,20452326,1224826,15085000,6285416,7.64
3,87,2025-04,27364873,13781120,22827715,1224826,15085000,6285416,7.64
3,87,2025-05,9110832,12804435,20950460,1224826,15085000,6285416,7.64
3,87,2025-06,17599166,13696945,20178854,1224826,15085000,6285416,7.64
3,87,2025-07,17599166,12863835,20329848,1224826,15085000,6285416,7.64
3,87,2025-08,17599166,13998378,22933406,1224826,15085000,6285416,7.64
3,87,2025-09,17599166,14057035,20362640,1224826,15085000,6285416,7.64
3,87,2025-10,17599166,13860161,20281023,1224826,15085000,6285416,7.64
3,87,2025-11,17599166,13856998,20569035,1224826,15085000,6285416,7.64
3,88,2025-01,14681909,11943342,18685671,1034597,12900000,5375000,7.5
3,88,2025-02,21709986,12274186,20966938,1034597,12900000,5375000,7.5
3,88,2025-03,13072126,12216671,20520593,1034597,12900000,5375000,7.5
3,88,2025-04,15962864,11739781,20028756,1034597,12900000,5375000,7.5
3,88,2025-05,9823112,11878243,18900417,1034597,12900000,5375000,7.5
3,88,2025-06,15050000,11288474,20968717,1034597,12900000,5375000,7.5
3,88,2025-07,15050000,11888815,19469855,1034597,12900000,5375000,7.5
3,88,2025-08,15050000,12380545,19567378,1034597,12900000,5375000,7.5
3,88,2025-09,15050000,12007302,19004319,1034597,12900000,5375000,7.5
3,88,2025-10,15050000,12605856,19831180,1034597,12900000,5375000,7.5
3,88,2025-11,15050000,11684914,19580321,1034597,12900000,5375000,7.5
3,89,2025-01,13644078,13606277,24217014,1152409,14670000,6112500,7.28
3,89,2025-02,15699490,13329111,24392116,1152409,14670000,6112500,7.28
3,89,2025-03,16321224,13115022,23005579,1152409,14670000,6112500,7.28
3,89,2025-04,16823721,14422911,23218276,1152409,14670000,6112500,7.28
3,89,2025-05,23086484,13219967,22748803,1152409,14670000,6112500,7.28
3,89,2025-06,17115000,13603403,23092045,1152409,14670000,6112500,7.28
3,89,2025-07,17115000,13501546,21615721,1152409,14670000,6112500,7.28
3,89,2025-08,17115000,13261575,22733535,1152409,14670000,6112500,7.28
3,89,2025-09,17115000,13395090,23271892,1152409,14670000,6112500,7.28
3,89,2025-10,17115000,13453888,24899904,1152409,14670000,6112500,7.28
3,89,2025-11,17115000,13161667,21389648,1152409,14670000,6112500,7.28
3,90,2025-01,13149030,11624077,18503210,1017768,13240000,5516666,7.04
3,90,2025-02,12314913,11969518,21341488,1017768,13240000,5516666,7.04
3,90,2025-03,12656926,12423314,20727941,1017768,13240000,5516666,7.04
3,90,2025-04,14696699,12052072,19336984,1017768,13240000,5516666,7.04
3,90,2025-05,24415762,12512520,19014085,1017768,13240000,5516666,7.04
3,90,2025-06,15446666,11914477,20971001,1017768,13240000,5516666,7.04
3,90,2025-07,15446666,11590310,21090315,1017768,13240000,5516666,7.04
3,90,2025-08,15446666,12078910,21481184,1017768,13240000,5516666,7.04
3,90,2025-09,15446666,12499084,18658327,1017768,13240000,5516666,7.04
3,90,2025-10,15446666,12298925,19063045,1017768,13240000,5516666,7.04
3,90,2025-11,15446666,12003405,21220422,1017768,13240000,5516666,7.04
3,91,2025-01,8235759,7614098,11657197,635665,8515000,3547916,6.74
3,91,2025-02,8070345,7646683,11439326,635665,8515000,3547916,6.74
3,91,2025-03,9521796,7228027,12246817,635665,8515000,3547916,6.74
3,91,2025-04,8925373,7553892,12050712,635665,8515000,3547916,6.74
3,91,2025-05,14917558,7792734,12560098,635665,8515000,3547916,6.74
3,91,2025-06,9934166,7495285,13276580,635665,8515000,3547916,6.74
3,91,2025-07,9934166,7855706,12923656,635665,8515000,3547916,6.74
3,91,2025-08,9934166,7650025,12205733,635665,8515000,3547916,6.74
3,91,2025-09,9934166,7305257,12256122,635665,8515000,3547916,6.74
3,91,2025-10,9934166,7330571,13311291,635665,8515000,3547916,6.74
3,91,2025-11,9934166,7791051,11563964,635665,8515000,3547916,6.74
3,92,2025-01,25087751,14755247,26399631,1524634,16204999,6752083,9.43
3,92,2025-02,17121331,15814062,25964681,1524634,16204999,6752083,9.43
3,92,2025-03,18615770,15791176,25105421,1524634,16204999,6752083,9.43
3,92,2025-04,22075338,15828387,26249354,1524634,16204999,6752083,9.43
3,92,2025-05,11628973,16098446,26238338,1524634,16204999,6752083,9.43
3,92,2025-06,18905833,15800489,28291011,1524634,16204999,6752083,9.43
3,92,2025-07,18905833,14965228,24673989,1524634,16204999,6752083,9.43
3,92,2025-08,18905833,16189108,26961501,1524634,16204999,6752083,9.43
3,92,2025-09,18905833,15069493,26388303,1524634,16204999,6752083,9.43
3,92,2025-10,18905833,14669876,27216389,1524634,16204999,6752083,9.43
3,92,2025-11,18905833,16111596,25719110,1524634,16204999,6752083,9.43
3,93,2025-01,18775561,17427448,27356494,1720920,18600000,7750000,9.21
3,93,2025-02,20190612,18173275,27790475,1720920,18600000,7750000,9.21
3,93,2025-03,27084843,17376826,31106244,1720920,18600000,7750000,9.21
3,93,2025-04,27768147,17714599,31223268,1720920,18600000,7750000,9.21
3,93,2025-05,14680836,16401710,31225201,1720920,18600000,7750000,9.21
3,93,2025-06,21700000,16784708,28131795,1720920,18600000,7750000,9.21
3,93,2025-07,21700000,16929600,28318245,1720920,18600000,7750000,9.21
3,93,2025-08,21700000,17767809,30995148,1720920,18600000,7750000,9.21
3,93,2025-09,21700000,18052582,30171879,1720920,18600000,7750000,9.21
3,93,2025-10,21700000,16351160,29405934,1720920,18600000,7750000,9.21
3,93,2025-11,21700000,16816115,28944446,1720920,18600000,7750000,9.21
3,94,2025-01,14008247,8914956,14040379,880354,9840000,4100000,8.79
3,94,2025-02,6576630,9471821,14716857,880354,9840000,4100000,8.79
3,94,2025-03,14095194,8955295,15622747,880354,9840000,4100000,8.79
3,94,2025-04,17015189,9169106,13997093,880354,9840000,4100000,8.79
3,94,2025-05,5704737,9242675,16009346,880354,9840000,4100000,8.79
3,94,2025-06,11480000,9118853,14396554,880354,9840000,4100000,8.79
3,94,2025-07,11480000,9593179,15251607,880354,9840000,4100000,8.79
3,94,2025-08,11480000,8874754,14043620,880354,9840000,4100000,8.79
3,94,2025-09,11480000,8753988,14187033,880354,9840000,4100000,8.79
3,94,2025-10,11480000,8583685,16120577,880354,9840000,4100000,8.79
3,94,2025-11,11480000,9337001,13903019,880354,9840000,4100000,8.79
3,95,2025-01,17058453,12831009,22913980,1312764,14975000,6239583,8.54
3,95,2025-02,17958455,12705906,23285084,1312764,14975000,6239583,8.54
3,95,2025-03,17711110,13580177,21199083,1312764,14975000,6239583,8.54
3,95,2025-04,19839520,13657242,23097809,1312764,14975000,6239583,8.54
3,95,2025-05,14786626,12757282,20484204,1312764,14975000,6239583,8.54
3,95,2025-06,17470833,13667209,22176361,1312764,14975000,6239583,8.54
3,95,2025-07,17470833,13963516,20283338,1312764,14975000,6239583,8.54
3,95,2025-08,17470833,13638807,23003667,1312764,14975000,6239583,8.54
3,95,2025-09,17470833,13173219,22336875,1312764,14975000,6239583,8.54
3,95,2025-10,17470833,12938696,20255788,1312764,14975000,6239583,8.54
3,95,2025-11,17470833,13786651,20521161,1312764,14975000,6239583,8.54
3,96,2025-01,19113294,15721108,26514671,1431908,16704999,6960416,8.27
3,96,2025-02,15176458,15002080,22998314,1431908,16704999,6960416,8.27
3,96,2025-03,22876581,14700456,24161084,1431908,16704999,6960416,8.27
3,96,2025-04,13434111,14941939,25613299,1431908,16704999,6960416,8.27
3,96,2025-05,26845387,15365792,25057798,1431908,16704999,6960416,8.27
3,96,2025-06,19489166,15641331,23612351,1431908,16704999,6960416,8.27
3,96,2025-07,19489166,14794503,24731461,1431908,16704999,6960416,8.27
3,96,2025-08,19489166,16116456,23399358,1431908,16704999,6960416,8.27
3,96,2025-09,19489166,15097843,23145014,1431908,16704999,6960416,8.27
3,96,2025-10,19489166,16054708,24363451,1431908,16704999,6960416,8.27
3,96,2025-11,19489166,15960406,23284475,1431908,16704999,6960416,8.27
3,97,2025-01,14980895,9750519,17288230,926261,11015000,4589583,8.04
3,97,2025-02,12279972,9996784,15576863,926261,11015000,4589583,8.04
3,97,2025-03,10870795,10702040,15905980,926261,11015000,4589583,8.04
3,97,2025-04,7918233,10098901,15648004,926261,11015000,4589583,8.04
3,97,2025-05,18204268,9663936,16599345,926261,11015000,4589583,8.04
3,97,2025-06,12850833,9776486,15782313,926261,11015000,4589583,8.04
3,97,2025-07,12850833,9823998,15595124,926261,11015000,4589583,8.04
3,97,2025-08,12850833,9853721,16148697,926261,11015000,4589583,8.04
3,97,2025-09,12850833,10305047,17631788,926261,11015000,4589583,8.04
3,97,2025-10,12850833,9934133,16277001,926261,11015000,4589583,8.04
3,97,2025-11,12850833,9683090,17735579,926261,11015000,4589583,8.04
3,98,2025-01,16636449,13838200,21370125,1226915,14835000,6181250,7.85
3,98,2025-02,15762686,13752192,21600242,1226915,14835000,6181250,7.85
3,98,2025-03,17385389,14538538,23027163,1226915,14835000,6181250,7.85
3,98,2025-04,18002016,14585792,21087779,1226915,14835000,6181250,7.85
3,98,2025-05,18750956,13207497,22082726,1226915,14835000,6181250,7.85
3,98,2025-06,17307500,13055230,22683259,1226915,14835000,6181250,7.85
3,98,2025-07,17307500,13788028,21787141,1226915,14835000,6181250,7.85
3,98,2025-08,17307500,14198596,22604780,1226915,14835000,6181250,7.85
3,98,2025-09,17307500,13426262,23339862,1226915,14835000,6181250,7.85
3,98,2025-10,17307500,13244290,24552515,1226915,14835000,6181250,7.85
3,98,2025-11,17307500,13403769,21773761,1226915,14835000,6181250,7.85
3,99,2025-01,8068372,6336995,10215466,571810,7075000,2947916,7.59
3,99,2025-02,8209840,6229301,10237092,571810,7075000,2947916,7.59
3,99,2025-03,5656348,6168318,9866672,571810,7075000,2947916,7.59
3,99,2025-04,11362211,6247086,11049399,571810,7075000,2947916,7.59
3,99,2025-05,7974060,6405474,9619369,571810,7075000,2947916,7.59
3,99,2025-06,8254166,6664375,9874441,571810,7075000,2947916,7.59
3,99,2025-07,8254166,6539544,10552699,571810,7075000,2947916,7.59
3,99,2025-08,8254166,6171348,9871907,571810,7075000,2947916,7.59
3,99,2025-09,8254166,6456094,10732133,571810,7075000,2947916,7.59
3,99,2025-10,8254166,6570348,11003446,571810,7075000,2947916,7.59
3,99,2025-11,8254166,6225763,10770551,571810,7075000,2947916,7.59
3,100,2025-01,14489889,12012097,20403201,1303774,13320000,5550000,9.95
3,100,2025-02,19292718,12394062,20898955,1303774,13320000,5550000,9.95
3,100,2025-03,15074712,12591326,18880191,1303774,13320000,5550000,9.95
3,100,2025-04,20016784,12143651,18924277,1303774,13320000,5550000,9.95
3,100,2025-05,8825893,11462664,18637314,1303774,13320000,5550000,9.95
3,100,2025-06,15540000,12175626,20130140,1303774,13320000,5550000,9.95
3,100,2025-07,15540000,12007711,20767081,1303774,13320000,5550000,9.95
3,100,2025-08,15540000,11762154,18956753,1303774,13320000,5550000,9.95
3,100,2025-09,15540000,12246362,19685578,1303774,13320000,5550000,9.95
3,100,2025-10,15540000,12822827,19179754,1303774,13320000,5550000,9.95
3,100,2025-11,15540000,12707467,20246995,1303774,13320000,5550000,9.95
3,101,2025-01,23374361,20012247,34124132,2016246,21075000,8781250,9.65
3,101,2025-02,23450948,19438929,31835073,2016246,21075000,8781250,9.65
3,101,2025-03,25738347,18608856,35084781,2016246,21075000,8781250,9.65
3,101,2025-04,33876996,19922291,32114241,2016246,21075000,8781250,9.65
3,101,2025-05,16496846,19470157,32112365,2016246,21075000,8781250,9.65
3,101,2025-06,24587500,20182163,35014233,2016246,21075000,8781250,9.65
3,101,2025-07,24587500,18829919,35534103,2016246,21075000,8781250,9.65
3,101,2025-08,24587500,20733114,31054626,2016246,21075000,8781250,9.65
3,101,2025-09,24587500,20501639,33983774,2016246,21075000,8781250,9.65
3,101,2025-10,24587500,19998683,30843975,2016246,21075000,8781250,9.65
3,101,2025-11,24587500,19569117,33031743,2016246,21075000,8781250,9.65
3,102,2025-01,15777747,11936677,20522374,1192612,12735000,5306250,9.37
3,102,2025-02,18288395,12511299,19298480,1192612,12735000,5306250,9.37
3,102,2025-03,15321265,11469986,20583634,1192612,12735000,5306250,9.37
3,102,2025-04,16945659,12270407,20591391,1192612,12735000,5306250,9.37
3,102,2025-05,7954432,11705310,21019371,1192612,12735000,5306250,9.37
3,102,2025-06,14857500,11852798,20202314,1192612,12735000,5306250,9.37
3,102,2025-07,14857500,11212394,18783888,1192612,12735000,5306250,9.37
3,102,2025-08,14857500,12216411,21004157,1192612,12735000,5306250,9.37
3,102,2025-09,14857500,11495274,19490649,1192612,12735000,5306250,9.37
3,102,2025-10,14857500,11445712,18952135,1192612,12735000,5306250,9.37
3,102,2025-11,14857500,12527114,20077847,1192612,12735000,5306250,9.37
3,103,2025-01,15372738,12244244,20185841,1172474,12755000,5314583,9.13
3,103,2025-02,16798754,11968811,22194979,1172474,12755000,5314583,9.13
3,103,2025-03,13093936,11503972,20228506,1172474,12755000,5314583,9.13
3,103,2025-04,11755457,12273851,19522850,1172474,12755000,5314583,9.13
3,103,2025-05,17383280,12826880,19630512,1172474,12755000,5314583,9.13
3,103,2025-06,14880833,12512733,19471415,1172474,12755000,5314583,9.13
3,103,2025-07,14880833,12435602,20392016,1172474,12755000,5314583,9.13
3,103,2025-08,14880833,11705912,20216133,1172474,12755000,5314583,9.13
3,103,2025-09,14880833,12427266,21384537,1172474,12755000,5314583,9.13
3,103,2025-10,14880833,12569646,19174689,1172474,12755000,5314583,9.13
3,103,2025-11,14880833,12069463,21410771,1172474,12755000,5314583,9.13
3,104,2025-01,20519516,15476593,26548457,1495877,16465000,6860416,8.98
3,104,2025-02,21484156,16347031,26093220,1495877,16465000,6860416,8.98
3,104,2025-03,15927716,15930167,24420628,1495877,16465000,6860416,8.98
3,104,2025-04,17488984,14906716,26598840,1495877,16465000,6860416,8.98
3,104,2025-05,20625459,14753877,26491228,1495877,16465000,6860416,8.98
3,104,2025-06,19209166,15054801,25096361,1495877,16465000,6860416,8.98
3,104,2025-07,19209166,14878706,27756731,1495877,16465000,6860416,8.98
3,104,2025-08,19209166,15695743,27811642,1495877,16465000,6860416,8.98
