# SYNTHETIC. Fertiliser goods issues against the agronomy programme. SAP MM holds these; the EC export carries only a rupiah cost line, which cannot answer an agronomic question. NOTE the deliberate confounding: weak blocks are PRESCRIBED more, so a naive reading of 'more fertiliser, lower yield' is backwards.
division_code,block_code,window,material,target_kg,issued_kg,target_date,issue_date,application_lag_days,palms,kg_per_palm
1,36,2025-03,Urea,3390.3,3574.3,2025-03-15,2025-03-15,0,4013,0.891
1,36,2025-03,Kieserite,2542.7,2111.6,2025-03-15,2025-03-29,14,4013,0.526
1,36,2025-03,Borate,317.8,300.5,2025-03-15,2025-03-15,0,4013,0.075
1,37,2024-10,NPK 12-12-17-2,13795.9,9811.1,2024-10-15,2024-10-15,0,4094,2.396
1,37,2024-10,Urea,3395.9,2960.3,2024-10-15,2024-11-29,45,4094,0.723
1,37,2024-10,Kieserite,2546.9,2801.2,2024-10-15,2024-10-15,0,4094,0.684
1,37,2024-10,Borate,318.4,279.2,2024-10-15,2024-11-25,41,4094,0.068
1,37,2025-03,NPK 12-12-17-2,13795.9,13777.7,2025-03-15,2025-04-17,33,4094,3.365
1,37,2025-03,Urea,3395.9,1946.0,2025-03-15,2025-04-04,20,4094,0.475
1,37,2025-03,Kieserite,2546.9,1996.7,2025-03-15,2025-03-15,0,4094,0.488
1,37,2025-03,Borate,318.4,182.1,2025-03-15,2025-03-16,1,4094,0.044
1,38,2024-10,NPK 12-12-17-2,13062.6,13716.5,2024-10-15,2024-10-27,12,3951,3.472
1,38,2024-10,Urea,3215.4,2164.1,2024-10-15,2024-11-11,27,3951,0.548
1,38,2024-10,Kieserite,2411.6,2227.5,2024-10-15,2024-10-15,0,3951,0.564
1,38,2024-10,Borate,301.4,293.4,2024-10-15,2024-11-02,18,3951,0.074
1,38,2025-03,NPK 12-12-17-2,13062.6,8951.0,2025-03-15,2025-04-14,30,3951,2.266
1,38,2025-03,Urea,3215.4,3226.2,2025-03-15,2025-03-15,0,3951,0.817
1,38,2025-03,Kieserite,2411.6,2191.1,2025-03-15,2025-05-18,64,3951,0.555
1,38,2025-03,Borate,301.4,294.4,2025-03-15,2025-04-09,25,3951,0.075
1,39,2024-10,NPK 12-12-17-2,13722.7,11743.4,2024-10-15,2024-11-26,42,4108,2.859
1,39,2024-10,Urea,3377.9,2774.0,2024-10-15,2024-12-30,76,4108,0.675
1,39,2024-10,Kieserite,2533.4,2733.8,2024-10-15,2024-10-24,9,4108,0.665
1,39,2024-10,Borate,316.7,265.2,2024-10-15,2024-10-15,0,4108,0.065
1,39,2025-03,NPK 12-12-17-2,13722.7,12544.0,2025-03-15,2025-03-19,4,4108,3.054
1,39,2025-03,Urea,3377.9,2720.9,2025-03-15,2025-04-09,25,4108,0.662
1,39,2025-03,Kieserite,2533.4,1667.8,2025-03-15,2025-04-08,24,4108,0.406
1,39,2025-03,Borate,316.7,222.2,2025-03-15,2025-03-21,6,4108,0.054
2,40,2024-10,NPK 12-12-17-2,8008.3,7106.0,2024-10-15,2024-10-15,0,2419,2.938
2,40,2024-10,Urea,1971.3,2076.6,2024-10-15,2024-10-25,10,2419,0.858
2,40,2024-10,Kieserite,1478.5,1524.3,2024-10-15,2024-10-16,1,2419,0.63
2,40,2024-10,Borate,184.8,186.6,2024-10-15,2024-12-01,47,2419,0.077
2,40,2025-03,NPK 12-12-17-2,8008.3,5950.6,2025-03-15,2025-03-15,0,2419,2.46
2,40,2025-03,Urea,1971.3,1565.9,2025-03-15,2025-04-01,17,2419,0.647
2,40,2025-03,Kieserite,1478.5,1122.0,2025-03-15,2025-04-10,26,2419,0.464
2,40,2025-03,Borate,184.8,177.9,2025-03-15,2025-04-08,24,2419,0.074
2,41,2024-10,NPK 12-12-17-2,12028.4,10117.3,2024-10-15,2024-10-15,0,3546,2.853
2,41,2024-10,Urea,2960.8,2738.2,2024-10-15,2024-11-02,18,3546,0.772
2,41,2024-10,Kieserite,2220.6,2041.9,2024-10-15,2024-10-15,0,3546,0.576
2,41,2024-10,Borate,277.6,295.0,2024-10-15,2024-11-12,28,3546,0.083
2,41,2025-03,NPK 12-12-17-2,12028.4,9420.9,2025-03-15,2025-04-09,25,3546,2.657
2,41,2025-03,Urea,2960.8,2309.0,2025-03-15,2025-03-22,7,3546,0.651
2,41,2025-03,Kieserite,2220.6,1924.7,2025-03-15,2025-03-15,0,3546,0.543
2,41,2025-03,Borate,277.6,172.3,2025-03-15,2025-03-30,15,3546,0.049
2,42,2024-10,NPK 12-12-17-2,12460.5,8507.7,2024-10-15,2024-11-06,22,3937,2.161
2,42,2024-10,Urea,3067.2,2190.5,2024-10-15,2024-11-29,45,3937,0.556
2,42,2024-10,Kieserite,2300.4,1818.3,2024-10-15,2025-01-08,85,3937,0.462
2,42,2024-10,Borate,287.6,226.6,2024-10-15,2024-10-15,0,3937,0.058
2,42,2025-03,NPK 12-12-17-2,12460.5,13955.8,2025-03-15,2025-04-08,24,3937,3.545
2,42,2025-03,Urea,3067.2,2163.2,2025-03-15,2025-03-28,13,3937,0.549
2,42,2025-03,Kieserite,2300.4,1703.5,2025-03-15,2025-03-27,12,3937,0.433
2,42,2025-03,Borate,287.6,195.5,2025-03-15,2025-04-28,44,3937,0.05
2,43,2024-10,NPK 12-12-17-2,13053.2,8954.4,2024-10-15,2024-10-31,16,4081,2.194
2,43,2024-10,Urea,3213.1,3014.4,2024-10-15,2024-10-15,0,4081,0.739
2,43,2024-10,Kieserite,2409.8,2041.8,2024-10-15,2024-10-17,2,4081,0.5
2,43,2024-10,Borate,301.2,292.7,2024-10-15,2024-10-28,13,4081,0.072
2,43,2025-03,NPK 12-12-17-2,13053.2,7427.0,2025-03-15,2025-03-24,9,4081,1.82
2,43,2025-03,Urea,3213.1,2589.3,2025-03-15,2025-04-11,27,4081,0.634
2,43,2025-03,Kieserite,2409.8,1986.9,2025-03-15,2025-03-15,0,4081,0.487
2,43,2025-03,Borate,301.2,279.5,2025-03-15,2025-05-13,59,4081,0.068
2,44,2024-10,NPK 12-12-17-2,11972.6,11771.3,2024-10-15,2024-10-15,0,3707,3.175
2,44,2024-10,Urea,2947.1,3300.7,2024-10-15,2024-12-10,56,3707,0.89
2,44,2024-10,Kieserite,2210.3,1596.0,2024-10-15,2024-10-15,0,3707,0.431
2,44,2024-10,Borate,276.3,206.5,2024-10-15,2024-10-30,15,3707,0.056
2,44,2025-03,NPK 12-12-17-2,11972.6,11649.1,2025-03-15,2025-06-01,78,3707,3.142
2,44,2025-03,Urea,2947.1,3104.4,2025-03-15,2025-03-24,9,3707,0.837
2,44,2025-03,Kieserite,2210.3,1722.9,2025-03-15,2025-04-09,25,3707,0.465
2,44,2025-03,Borate,276.3,260.6,2025-03-15,2025-03-25,10,3707,0.07
2,45,2024-10,NPK 12-12-17-2,12795.6,11965.3,2024-10-15,2024-10-15,0,3815,3.136
2,45,2024-10,Urea,3149.7,3039.0,2024-10-15,2024-10-15,0,3815,0.797
2,45,2024-10,Kieserite,2362.3,2207.5,2024-10-15,2024-10-15,0,3815,0.579
2,45,2024-10,Borate,295.3,330.7,2024-10-15,2024-12-01,47,3815,0.087
2,45,2025-03,NPK 12-12-17-2,12795.6,9606.0,2025-03-15,2025-03-22,7,3815,2.518
2,45,2025-03,Urea,3149.7,2951.0,2025-03-15,2025-03-15,0,3815,0.774
2,45,2025-03,Kieserite,2362.3,2093.0,2025-03-15,2025-04-14,30,3815,0.549
2,45,2025-03,Borate,295.3,255.6,2025-03-15,2025-03-28,13,3815,0.067
2,46,2024-10,NPK 12-12-17-2,12970.7,12447.6,2024-10-15,2024-12-06,52,4059,3.067
2,46,2024-10,Urea,3192.8,2225.2,2024-10-15,2024-10-15,0,4059,0.548
2,46,2024-10,Kieserite,2394.6,2108.6,2024-10-15,2024-10-15,0,4059,0.519
2,46,2024-10,Borate,299.3,333.7,2024-10-15,2024-12-07,53,4059,0.082
2,46,2025-03,NPK 12-12-17-2,12970.7,14527.2,2025-03-15,2025-04-19,35,4059,3.579
2,46,2025-03,Urea,3192.8,3313.4,2025-03-15,2025-04-12,28,4059,0.816
2,46,2025-03,Kieserite,2394.6,2535.9,2025-03-15,2025-04-19,35,4059,0.625
2,46,2025-03,Borate,299.3,241.1,2025-03-15,2025-03-15,0,4059,0.059
2,47,2024-10,NPK 12-12-17-2,12543.1,10083.7,2024-10-15,2024-11-11,27,4050,2.49
2,47,2024-10,Urea,3087.5,2227.0,2024-10-15,2024-11-14,30,4050,0.55
2,47,2024-10,Kieserite,2315.7,2309.5,2024-10-15,2024-12-10,56,4050,0.57
2,47,2024-10,Borate,289.5,211.1,2024-10-15,2024-11-11,27,4050,0.052
2,47,2025-03,NPK 12-12-17-2,12543.1,9648.6,2025-03-15,2025-03-25,10,4050,2.382
2,47,2025-03,Urea,3087.5,2763.2,2025-03-15,2025-03-15,0,4050,0.682
2,47,2025-03,Kieserite,2315.7,2182.0,2025-03-15,2025-03-24,9,4050,0.539
2,47,2025-03,Borate,289.5,191.0,2025-03-15,2025-04-09,25,4050,0.047
2,49,2024-10,NPK 12-12-17-2,11099.9,12431.9,2024-10-15,2024-12-23,69,3490,3.562
2,49,2024-10,Urea,2732.3,2678.4,2024-10-15,2024-11-19,35,3490,0.767
2,49,2024-10,Kieserite,2049.2,2000.5,2024-10-15,2024-11-17,33,3490,0.573
2,49,2024-10,Borate,256.2,186.0,2024-10-15,2024-10-20,5,3490,0.053
2,49,2025-03,NPK 12-12-17-2,11099.9,12194.1,2025-03-15,2025-03-15,0,3490,3.494
2,49,2025-03,Urea,2732.3,2868.7,2025-03-15,2025-03-19,4,3490,0.822
2,49,2025-03,Kieserite,2049.2,1932.8,2025-03-15,2025-04-01,17,3490,0.554
2,49,2025-03,Borate,256.2,280.0,2025-03-15,2025-04-06,22,3490,0.08
2,50,2024-10,NPK 12-12-17-2,11776.1,7361.6,2024-10-15,2024-11-26,42,3655,2.014
2,50,2024-10,Urea,2898.7,1908.1,2024-10-15,2024-10-15,0,3655,0.522
2,50,2024-10,Kieserite,2174.1,2063.9,2024-10-15,2024-11-25,41,3655,0.565
2,50,2024-10,Borate,271.8,219.0,2024-10-15,2024-11-17,33,3655,0.06
2,50,2025-03,NPK 12-12-17-2,11776.1,9206.6,2025-03-15,2025-04-08,24,3655,2.519
2,50,2025-03,Urea,2898.7,2911.7,2025-03-15,2025-03-17,2,3655,0.797
2,50,2025-03,Kieserite,2174.1,2150.5,2025-03-15,2025-05-01,47,3655,0.588
2,50,2025-03,Borate,271.8,159.5,2025-03-15,2025-03-15,0,3655,0.044
2,51,2024-10,NPK 12-12-17-2,13318.9,11365.1,2024-10-15,2024-12-01,47,3946,2.88
2,51,2024-10,Urea,3278.5,2623.0,2024-10-15,2024-11-06,22,3946,0.665
2,51,2024-10,Kieserite,2458.9,2190.2,2024-10-15,2024-10-15,0,3946,0.555
2,51,2024-10,Borate,307.4,294.9,2024-10-15,2024-10-15,0,3946,0.075
2,51,2025-03,NPK 12-12-17-2,13318.9,9725.1,2025-03-15,2025-03-15,0,3946,2.465
2,51,2025-03,Urea,3278.5,3032.4,2025-03-15,2025-03-15,0,3946,0.768
2,51,2025-03,Kieserite,2458.9,2753.9,2025-03-15,2025-03-15,0,3946,0.698
2,51,2025-03,Borate,307.4,199.6,2025-03-15,2025-03-27,12,3946,0.051
2,52,2024-10,NPK 12-12-17-2,11931.5,8387.8,2024-10-15,2024-11-29,45,3507,2.392
2,52,2024-10,Urea,2937.0,2436.3,2024-10-15,2024-10-27,12,3507,0.695
2,52,2024-10,Kieserite,2202.7,1657.1,2024-10-15,2024-10-15,0,3507,0.473
2,52,2024-10,Borate,275.3,230.1,2024-10-15,2024-10-27,12,3507,0.066
2,52,2025-03,NPK 12-12-17-2,11931.5,9009.7,2025-03-15,2025-04-15,31,3507,2.569
2,52,2025-03,Urea,2937.0,2855.6,2025-03-15,2025-05-03,49,3507,0.814
2,52,2025-03,Kieserite,2202.7,1555.7,2025-03-15,2025-04-27,43,3507,0.444
2,52,2025-03,Borate,275.3,243.0,2025-03-15,2025-05-25,71,3507,0.069
2,53,2024-10,NPK 12-12-17-2,12861.0,14126.2,2024-10-15,2024-10-20,5,4005,3.527
2,53,2024-10,Urea,3165.8,1986.6,2024-10-15,2024-11-14,30,4005,0.496
2,53,2024-10,Kieserite,2374.3,1421.9,2024-10-15,2024-10-15,0,4005,0.355
2,53,2024-10,Borate,296.8,145.2,2024-10-15,2024-10-15,0,4005,0.036
2,53,2025-03,NPK 12-12-17-2,12861.0,9996.9,2025-03-15,2025-04-03,19,4005,2.496
2,53,2025-03,Urea,3165.8,2204.9,2025-03-15,2025-03-24,9,4005,0.551
2,53,2025-03,Kieserite,2374.3,1444.1,2025-03-15,2025-03-15,0,4005,0.361
2,53,2025-03,Borate,296.8,229.4,2025-03-15,2025-05-07,53,4005,0.057
2,54,2024-10,NPK 12-12-17-2,14015.2,15697.0,2024-10-15,2024-11-04,20,4046,3.88
2,54,2024-10,Urea,3449.9,3553.8,2024-10-15,2024-12-01,47,4046,0.878
2,54,2024-10,Kieserite,2587.4,1830.8,2024-10-15,2024-10-24,9,4046,0.453
2,54,2024-10,Borate,323.4,335.5,2024-10-15,2024-10-15,0,4046,0.083
2,54,2025-03,NPK 12-12-17-2,14015.2,7273.7,2025-03-15,2025-04-19,35,4046,1.798
2,54,2025-03,Urea,3449.9,2915.5,2025-03-15,2025-04-02,18,4046,0.721
2,54,2025-03,Kieserite,2587.4,1613.9,2025-03-15,2025-03-27,12,4046,0.399
2,54,2025-03,Borate,323.4,362.2,2025-03-15,2025-05-17,63,4046,0.09
2,55,2024-10,NPK 12-12-17-2,13385.4,11773.0,2024-10-15,2024-11-03,19,4121,2.857
2,55,2024-10,Urea,3294.9,3690.3,2024-10-15,2024-11-20,36,4121,0.895
2,55,2024-10,Kieserite,2471.2,1960.4,2024-10-15,2025-01-04,81,4121,0.476
2,55,2024-10,Borate,308.9,137.7,2024-10-15,2024-11-09,25,4121,0.033
2,55,2025-03,NPK 12-12-17-2,13385.4,10774.5,2025-03-15,2025-03-15,0,4121,2.615
2,55,2025-03,Urea,3294.9,2124.5,2025-03-15,2025-03-15,0,4121,0.516
2,55,2025-03,Kieserite,2471.2,1933.2,2025-03-15,2025-04-17,33,4121,0.469
2,55,2025-03,Borate,308.9,200.9,2025-03-15,2025-04-15,31,4121,0.049
2,56,2024-10,NPK 12-12-17-2,13836.0,9672.8,2024-10-15,2024-10-15,0,4163,2.324
2,56,2024-10,Urea,3405.8,2407.0,2024-10-15,2024-10-15,0,4163,0.578
2,56,2024-10,Kieserite,2554.3,2860.9,2024-10-15,2024-11-01,17,4163,0.687
2,56,2024-10,Borate,319.3,357.6,2024-10-15,2024-11-17,33,4163,0.086
2,56,2025-03,NPK 12-12-17-2,13836.0,14333.6,2025-03-15,2025-04-09,25,4163,3.443
2,56,2025-03,Urea,3405.8,2200.5,2025-03-15,2025-03-21,6,4163,0.529
2,56,2025-03,Kieserite,2554.3,1591.9,2025-03-15,2025-03-23,8,4163,0.382
2,56,2025-03,Borate,319.3,231.6,2025-03-15,2025-04-07,23,4163,0.056
2,57,2024-10,NPK 12-12-17-2,14239.6,15948.4,2024-10-15,2024-10-20,5,4103,3.887
2,57,2024-10,Urea,3505.1,2407.7,2024-10-15,2024-11-22,38,4103,0.587
2,57,2024-10,Kieserite,2628.9,1958.2,2024-10-15,2024-11-17,33,4103,0.477
2,57,2024-10,Borate,328.6,293.1,2024-10-15,2024-10-29,14,4103,0.071
2,57,2025-03,NPK 12-12-17-2,14239.6,15344.2,2025-03-15,2025-04-01,17,4103,3.74
2,57,2025-03,Urea,3505.1,1962.3,2025-03-15,2025-03-26,11,4103,0.478
2,57,2025-03,Kieserite,2628.9,1746.1,2025-03-15,2025-05-05,51,4103,0.426
2,57,2025-03,Borate,328.6,336.4,2025-03-15,2025-03-22,7,4103,0.082
2,58,2024-10,NPK 12-12-17-2,13400.0,15008.0,2024-10-15,2024-11-17,33,3959,3.791
2,58,2024-10,Urea,3298.5,3584.7,2024-10-15,2024-10-15,0,3959,0.905
2,58,2024-10,Kieserite,2473.8,2264.0,2024-10-15,2024-10-15,0,3959,0.572
2,58,2024-10,Borate,309.2,246.4,2024-10-15,2024-10-15,0,3959,0.062
2,58,2025-03,NPK 12-12-17-2,13400.0,12475.1,2025-03-15,2025-03-15,0,3959,3.151
2,58,2025-03,Urea,3298.5,2194.1,2025-03-15,2025-03-28,13,3959,0.554
2,58,2025-03,Kieserite,2473.8,2053.0,2025-03-15,2025-03-27,12,3959,0.519
2,58,2025-03,Borate,309.2,298.4,2025-03-15,2025-05-30,76,3959,0.075
2,59,2024-10,NPK 12-12-17-2,14431.4,13962.0,2024-10-15,2024-11-19,35,4392,3.179
2,59,2024-10,Urea,3552.3,2003.0,2024-10-15,2024-10-15,0,4392,0.456
2,59,2024-10,Kieserite,2664.3,1751.3,2024-10-15,2024-11-19,35,4392,0.399
2,59,2024-10,Borate,333.0,248.5,2024-10-15,2025-01-08,85,4392,0.057
2,59,2025-03,NPK 12-12-17-2,14431.4,16163.1,2025-03-15,2025-03-31,16,4392,3.68
2,59,2025-03,Urea,3552.3,2930.6,2025-03-15,2025-04-01,17,4392,0.667
2,59,2025-03,Kieserite,2664.3,2199.5,2025-03-15,2025-03-15,0,4392,0.501
2,59,2025-03,Borate,333.0,253.7,2025-03-15,2025-03-15,0,4392,0.058
2,60,2024-10,NPK 12-12-17-2,13524.0,11647.7,2024-10-15,2024-10-15,0,4239,2.748
2,60,2024-10,Urea,3329.0,2757.5,2024-10-15,2024-11-05,21,4239,0.651
2,60,2024-10,Kieserite,2496.7,2796.4,2024-10-15,2024-11-07,23,4239,0.66
2,60,2024-10,Borate,312.1,295.9,2024-10-15,2024-10-17,2,4239,0.07
2,60,2025-03,NPK 12-12-17-2,13524.0,9948.2,2025-03-15,2025-03-15,0,4239,2.347
2,60,2025-03,Urea,3329.0,2119.9,2025-03-15,2025-03-18,3,4239,0.5
2,60,2025-03,Kieserite,2496.7,2197.5,2025-03-15,2025-03-16,1,4239,0.518
2,60,2025-03,Borate,312.1,285.0,2025-03-15,2025-03-25,10,4239,0.067
2,62,2024-10,NPK 12-12-17-2,8842.2,7225.0,2024-10-15,2024-12-16,62,2642,2.735
2,62,2024-10,Urea,2176.5,2006.0,2024-10-15,2024-10-22,7,2642,0.759
2,62,2024-10,Kieserite,1632.4,1706.8,2024-10-15,2025-01-04,81,2642,0.646
2,62,2024-10,Borate,204.0,219.6,2024-10-15,2024-10-15,0,2642,0.083
2,62,2025-03,NPK 12-12-17-2,8842.2,6086.5,2025-03-15,2025-04-05,21,2642,2.304
2,62,2025-03,Urea,2176.5,1860.6,2025-03-15,2025-04-16,32,2642,0.704
2,62,2025-03,Kieserite,1632.4,1159.9,2025-03-15,2025-03-22,7,2642,0.439
2,62,2025-03,Borate,204.0,163.6,2025-03-15,2025-04-14,30,2642,0.062
2,63,2024-10,NPK 12-12-17-2,13960.2,13450.3,2024-10-15,2024-10-15,0,4281,3.142
2,63,2024-10,Urea,3436.4,2523.4,2024-10-15,2024-10-16,1,4281,0.589
2,63,2024-10,Kieserite,2577.3,2617.1,2024-10-15,2024-11-15,31,4281,0.611
2,63,2024-10,Borate,322.2,250.4,2024-10-15,2024-11-06,22,4281,0.058
2,63,2025-03,NPK 12-12-17-2,13960.2,12119.6,2025-03-15,2025-03-26,11,4281,2.831
2,63,2025-03,Urea,3436.4,3232.8,2025-03-15,2025-05-10,56,4281,0.755
2,63,2025-03,Kieserite,2577.3,2401.1,2025-03-15,2025-04-09,25,4281,0.561
2,63,2025-03,Borate,322.2,206.8,2025-03-15,2025-03-15,0,4281,0.048
2,64,2024-10,NPK 12-12-17-2,10845.7,9971.2,2024-10-15,2024-12-19,65,3244,3.074
2,64,2024-10,Urea,2669.7,2548.0,2024-10-15,2024-10-17,2,3244,0.785
2,64,2024-10,Kieserite,2002.3,1671.9,2024-10-15,2024-11-07,23,3244,0.515
2,64,2024-10,Borate,250.3,190.9,2024-10-15,2024-10-31,16,3244,0.059
2,64,2025-03,NPK 12-12-17-2,10845.7,8369.0,2025-03-15,2025-03-23,8,3244,2.58
2,64,2025-03,Urea,2669.7,1814.3,2025-03-15,2025-04-08,24,3244,0.559
2,64,2025-03,Kieserite,2002.3,2242.6,2025-03-15,2025-04-16,32,3244,0.691
2,64,2025-03,Borate,250.3,239.2,2025-03-15,2025-03-29,14,3244,0.074
2,65,2024-10,NPK 12-12-17-2,6695.6,4614.2,2024-10-15,2024-10-24,9,2086,2.212
2,65,2024-10,Urea,1648.1,1137.6,2024-10-15,2024-10-15,0,2086,0.545
2,65,2024-10,Kieserite,1236.1,1015.3,2024-10-15,2024-10-15,0,2086,0.487
2,65,2024-10,Borate,154.5,173.1,2024-10-15,2024-10-16,1,2086,0.083
2,65,2025-03,NPK 12-12-17-2,6695.6,7462.2,2025-03-15,2025-04-29,45,2086,3.577
2,65,2025-03,Urea,1648.1,1225.4,2025-03-15,2025-04-09,25,2086,0.587
2,65,2025-03,Kieserite,1236.1,1081.8,2025-03-15,2025-03-25,10,2086,0.519
2,65,2025-03,Borate,154.5,98.9,2025-03-15,2025-05-18,64,2086,0.047
2,66,2024-10,NPK 12-12-17-2,12619.8,9596.8,2024-10-15,2024-11-28,44,3884,2.471
2,66,2024-10,Urea,3106.4,2525.4,2024-10-15,2024-11-13,29,3884,0.65
2,66,2024-10,Kieserite,2329.8,2418.5,2024-10-15,2024-10-15,0,3884,0.623
2,66,2024-10,Borate,291.2,287.0,2024-10-15,2024-10-22,7,3884,0.074
2,66,2025-03,NPK 12-12-17-2,12619.8,10443.9,2025-03-15,2025-04-09,25,3884,2.689
2,66,2025-03,Urea,3106.4,2692.2,2025-03-15,2025-03-15,0,3884,0.693
2,66,2025-03,Kieserite,2329.8,2306.7,2025-03-15,2025-03-16,1,3884,0.594
2,66,2025-03,Borate,291.2,197.7,2025-03-15,2025-04-15,31,3884,0.051
2,67,2024-10,NPK 12-12-17-2,12194.2,10719.4,2024-10-15,2024-11-05,21,3696,2.9
2,67,2024-10,Urea,3001.6,2942.8,2024-10-15,2024-10-15,0,3696,0.796
2,67,2024-10,Kieserite,2251.2,2521.4,2024-10-15,2024-10-30,15,3696,0.682
2,67,2024-10,Borate,281.4,264.7,2024-10-15,2024-11-12,28,3696,0.072
2,67,2025-03,NPK 12-12-17-2,12194.2,10768.8,2025-03-15,2025-03-15,0,3696,2.914
2,67,2025-03,Urea,3001.6,3361.8,2025-03-15,2025-05-18,64,3696,0.91
2,67,2025-03,Kieserite,2251.2,2345.6,2025-03-15,2025-03-18,3,3696,0.635
2,67,2025-03,Borate,281.4,291.5,2025-03-15,2025-04-13,29,3696,0.079
2,68,2024-10,NPK 12-12-17-2,8788.8,7451.6,2024-10-15,2024-10-24,9,2653,2.809
2,68,2024-10,Urea,2163.4,2293.3,2024-10-15,2024-11-10,26,2653,0.864
2,68,2024-10,Kieserite,1622.6,1528.8,2024-10-15,2024-10-15,0,2653,0.576
2,68,2024-10,Borate,202.8,185.1,2024-10-15,2024-12-14,60,2653,0.07
2,68,2025-03,NPK 12-12-17-2,8788.8,8417.7,2025-03-15,2025-03-23,8,2653,3.173
2,68,2025-03,Urea,2163.4,1196.4,2025-03-15,2025-04-01,17,2653,0.451
2,68,2025-03,Kieserite,1622.6,1396.6,2025-03-15,2025-03-15,0,2653,0.526
2,68,2025-03,Borate,202.8,197.9,2025-03-15,2025-03-15,0,2653,0.075
2,69,2024-10,NPK 12-12-17-2,12837.2,13520.5,2024-10-15,2024-10-15,0,3889,3.477
2,69,2024-10,Urea,3159.9,2550.7,2024-10-15,2024-10-24,9,3889,0.656
2,69,2024-10,Kieserite,2369.9,2136.6,2024-10-15,2024-10-15,0,3889,0.549
2,69,2024-10,Borate,296.2,211.3,2024-10-15,2024-10-15,0,3889,0.054
2,69,2025-03,NPK 12-12-17-2,12837.2,10784.9,2025-03-15,2025-03-15,0,3889,2.773
2,69,2025-03,Urea,3159.9,3162.8,2025-03-15,2025-04-21,37,3889,0.813
2,69,2025-03,Kieserite,2369.9,2355.7,2025-03-15,2025-03-15,0,3889,0.606
2,69,2025-03,Borate,296.2,141.8,2025-03-15,2025-03-15,0,3889,0.036
2,70,2024-10,NPK 12-12-17-2,12741.5,9227.1,2024-10-15,2024-11-24,40,3917,2.356
2,70,2024-10,Urea,3136.4,1571.9,2024-10-15,2024-11-26,42,3917,0.401
2,70,2024-10,Kieserite,2352.3,1738.0,2024-10-15,2024-12-13,59,3917,0.444
2,70,2024-10,Borate,294.0,282.8,2024-10-15,2024-12-07,53,3917,0.072
2,70,2025-03,NPK 12-12-17-2,12741.5,14143.8,2025-03-15,2025-03-15,0,3917,3.611
2,70,2025-03,Urea,3136.4,3512.7,2025-03-15,2025-04-05,21,3917,0.897
2,70,2025-03,Kieserite,2352.3,2196.1,2025-03-15,2025-05-07,53,3917,0.561
2,70,2025-03,Borate,294.0,299.4,2025-03-15,2025-05-11,57,3917,0.076
2,71,2024-10,NPK 12-12-17-2,12381.5,11785.0,2024-10-15,2024-12-13,59,3840,3.069
2,71,2024-10,Urea,3047.8,2421.9,2024-10-15,2024-10-21,6,3840,0.631
2,71,2024-10,Kieserite,2285.8,2449.8,2024-10-15,2024-12-01,47,3840,0.638
2,71,2024-10,Borate,285.7,190.9,2024-10-15,2024-11-16,32,3840,0.05
2,71,2025-03,NPK 12-12-17-2,12381.5,11330.6,2025-03-15,2025-03-15,0,3840,2.951
2,71,2025-03,Urea,3047.8,3293.6,2025-03-15,2025-04-25,41,3840,0.858
2,71,2025-03,Kieserite,2285.8,1807.8,2025-03-15,2025-03-29,14,3840,0.471
2,71,2025-03,Borate,285.7,271.2,2025-03-15,2025-03-29,14,3840,0.071
2,72,2024-10,NPK 12-12-17-2,12751.4,12234.1,2024-10-15,2024-10-25,10,3858,3.171
2,72,2024-10,Urea,3138.8,3430.7,2024-10-15,2024-10-16,1,3858,0.889
2,72,2024-10,Kieserite,2354.1,2440.4,2024-10-15,2024-10-15,0,3858,0.633
2,72,2024-10,Borate,294.3,220.3,2024-10-15,2024-10-15,0,3858,0.057
2,72,2025-03,NPK 12-12-17-2,12751.4,10544.6,2025-03-15,2025-03-15,0,3858,2.733
2,72,2025-03,Urea,3138.8,1466.5,2025-03-15,2025-03-15,0,3858,0.38
2,72,2025-03,Kieserite,2354.1,2327.7,2025-03-15,2025-03-15,0,3858,0.603
2,72,2025-03,Borate,294.3,221.2,2025-03-15,2025-04-07,23,3858,0.057
2,73,2024-10,NPK 12-12-17-2,13292.3,12032.5,2024-10-15,2024-11-30,46,4006,3.004
2,73,2024-10,Urea,3272.0,1751.3,2024-10-15,2025-01-27,104,4006,0.437
2,73,2024-10,Kieserite,2454.0,2580.6,2024-10-15,2024-11-09,25,4006,0.644
2,73,2024-10,Borate,306.7,320.0,2024-10-15,2024-11-02,18,4006,0.08
2,73,2025-03,NPK 12-12-17-2,13292.3,12808.5,2025-03-15,2025-04-28,44,4006,3.197
2,73,2025-03,Urea,3272.0,3197.0,2025-03-15,2025-03-17,2,4006,0.798
2,73,2025-03,Kieserite,2454.0,1870.9,2025-03-15,2025-03-15,0,4006,0.467
2,73,2025-03,Borate,306.7,243.5,2025-03-15,2025-04-10,26,4006,0.061
2,74,2024-10,NPK 12-12-17-2,12595.3,8878.0,2024-10-15,2024-11-01,17,3947,2.249
2,74,2024-10,Urea,3100.4,1730.1,2024-10-15,2024-12-18,64,3947,0.438
2,74,2024-10,Kieserite,2325.3,2072.6,2024-10-15,2024-10-15,0,3947,0.525
2,74,2024-10,Borate,290.7,324.4,2024-10-15,2024-10-15,0,3947,0.082
2,74,2025-03,NPK 12-12-17-2,12595.3,12448.1,2025-03-15,2025-03-15,0,3947,3.154
