# SYNTHETIC. NDRE per block per month. Sentinel-2 L2A is free over Merauke and this layer could be computed for real; it is generated here so the layer works offline. Correlated with real yield.
division_code,block_code,month,ndre,ndre_baseline,cloud_pct
2,63,2025-02,0.3359,0.344,54
2,63,2025-03,0.3399,0.344,40
2,63,2025-04,0.3508,0.344,57
2,63,2025-05,0.3579,0.344,54
2,63,2025-06,0.3493,0.344,12
2,63,2025-07,0.3572,0.344,15
2,63,2025-08,0.3601,0.344,30
2,63,2025-09,0.3435,0.344,37
2,63,2025-10,0.3515,0.344,30
2,63,2025-11,0.3363,0.344,41
2,64,2025-01,0.3258,0.3364,67
2,64,2025-02,0.3233,0.3364,32
2,64,2025-03,0.335,0.3364,27
2,64,2025-04,0.3302,0.3364,4
2,64,2025-05,0.3388,0.3364,44
2,64,2025-06,0.3388,0.3364,59
2,64,2025-07,0.3543,0.3364,31
2,64,2025-08,0.3489,0.3364,4
2,64,2025-09,0.3426,0.3364,64
2,64,2025-10,0.3297,0.3364,12
2,64,2025-11,0.3272,0.3364,34
2,65,2025-01,0.3313,0.3487,51
2,65,2025-02,0.3313,0.3487,67
2,65,2025-03,0.3422,0.3487,0
2,65,2025-04,0.3486,0.3487,14
2,65,2025-05,0.3554,0.3487,26
2,65,2025-06,0.3631,0.3487,33
2,65,2025-07,0.356,0.3487,30
2,65,2025-08,0.353,0.3487,2
2,65,2025-09,0.3509,0.3487,18
2,65,2025-10,0.3546,0.3487,13
2,65,2025-11,0.3382,0.3487,49
2,66,2025-01,0.334,0.3451,50
2,66,2025-02,0.33,0.3451,58
2,66,2025-03,0.3312,0.3451,5
2,66,2025-04,0.3465,0.3451,38
2,66,2025-05,0.3538,0.3451,3
2,66,2025-06,0.361,0.3451,20
2,66,2025-07,0.3647,0.3451,49
2,66,2025-08,0.3548,0.3451,49
2,66,2025-09,0.3462,0.3451,62
2,66,2025-10,0.3521,0.3451,30
2,66,2025-11,0.3415,0.3451,54
2,67,2025-01,0.3288,0.3405,14
2,67,2025-02,0.3372,0.3405,20
2,67,2025-03,0.3418,0.3405,38
2,67,2025-04,0.344,0.3405,45
2,67,2025-05,0.3421,0.3405,54
2,67,2025-06,0.354,0.3405,68
2,67,2025-07,0.3497,0.3405,63
2,67,2025-08,0.356,0.3405,36
2,67,2025-09,0.341,0.3405,56
2,67,2025-10,0.3392,0.3405,38
2,67,2025-11,0.3267,0.3405,19
2,68,2025-01,0.3242,0.3392,7
2,68,2025-02,0.3329,0.3392,30
2,68,2025-03,0.3373,0.3392,10
2,68,2025-04,0.3422,0.3392,39
2,68,2025-05,0.3478,0.3392,18
2,68,2025-06,0.3555,0.3392,63
2,68,2025-07,0.3548,0.3392,48
2,68,2025-08,0.3438,0.3392,10
2,68,2025-09,0.3476,0.3392,56
2,68,2025-10,0.3467,0.3392,72
2,68,2025-11,0.3326,0.3392,20
2,69,2025-01,0.3219,0.3403,18
2,69,2025-02,0.3359,0.3403,46
2,69,2025-03,0.337,0.3403,22
2,69,2025-04,0.3333,0.3403,39
2,69,2025-05,0.3513,0.3403,4
2,69,2025-06,0.3466,0.3403,32
2,69,2025-07,0.3486,0.3403,55
2,69,2025-08,0.3475,0.3403,40
2,69,2025-09,0.3474,0.3403,64
2,69,2025-10,0.3438,0.3403,30
2,69,2025-11,0.3302,0.3403,57
2,70,2025-01,0.3337,0.3447,50
2,70,2025-02,0.3397,0.3447,56
2,70,2025-03,0.3407,0.3447,46
2,70,2025-04,0.3427,0.3447,14
2,70,2025-05,0.346,0.3447,28
2,70,2025-06,0.3542,0.3447,70
2,70,2025-07,0.3605,0.3447,20
2,70,2025-08,0.3534,0.3447,59
2,70,2025-09,0.3524,0.3447,1
2,70,2025-10,0.3437,0.3447,24
2,70,2025-11,0.3397,0.3447,18
2,71,2025-01,0.3316,0.3474,70
2,71,2025-02,0.3335,0.3474,49
2,71,2025-03,0.3455,0.3474,23
2,71,2025-04,0.344,0.3474,60
2,71,2025-05,0.349,0.3474,40
2,71,2025-06,0.3635,0.3474,8
2,71,2025-07,0.3666,0.3474,46
2,71,2025-08,0.3596,0.3474,26
2,71,2025-09,0.3469,0.3474,22
2,71,2025-10,0.3399,0.3474,63
2,71,2025-11,0.3415,0.3474,50
2,72,2025-01,0.3329,0.3399,64
2,72,2025-02,0.3324,0.3399,21
2,72,2025-03,0.3324,0.3399,47
2,72,2025-04,0.3419,0.3399,34
2,72,2025-05,0.3511,0.3399,72
2,72,2025-06,0.354,0.3399,56
2,72,2025-07,0.3547,0.3399,19
2,72,2025-08,0.3565,0.3399,16
2,72,2025-09,0.3395,0.3399,3
2,72,2025-10,0.3325,0.3399,16
2,72,2025-11,0.3374,0.3399,11
2,73,2025-01,0.3245,0.3387,55
2,73,2025-02,0.3287,0.3387,67
2,73,2025-03,0.3406,0.3387,25
2,73,2025-04,0.331,0.3387,55
2,73,2025-05,0.345,0.3387,12
2,73,2025-06,0.353,0.3387,11
2,73,2025-07,0.3543,0.3387,5
2,73,2025-08,0.3534,0.3387,37
2,73,2025-09,0.3426,0.3387,47
2,73,2025-10,0.3425,0.3387,29
2,73,2025-11,0.3383,0.3387,7
2,74,2025-01,0.3405,0.3504,25
2,74,2025-02,0.3409,0.3504,4
2,74,2025-03,0.3371,0.3504,11
2,74,2025-04,0.3569,0.3504,34
2,74,2025-05,0.349,0.3504,31
2,74,2025-06,0.3529,0.3504,10
2,74,2025-07,0.3687,0.3504,56
2,74,2025-08,0.3663,0.3504,30
2,74,2025-09,0.3566,0.3504,20
2,74,2025-10,0.3455,0.3504,59
2,74,2025-11,0.3419,0.3504,15
2,382,2025-01,0.3236,0.3366,16
2,382,2025-02,0.3213,0.3366,66
2,382,2025-03,0.3273,0.3366,21
2,382,2025-04,0.3298,0.3366,68
2,382,2025-05,0.3493,0.3366,39
2,382,2025-06,0.3497,0.3366,24
2,382,2025-07,0.3522,0.3366,55
2,382,2025-08,0.3427,0.3366,9
2,382,2025-09,0.3411,0.3366,34
2,382,2025-10,0.3403,0.3366,72
2,382,2025-11,0.335,0.3366,10
3,75,2025-01,0.3243,0.3352,12
3,75,2025-02,0.3239,0.3352,42
3,75,2025-03,0.3351,0.3352,48
3,75,2025-04,0.3402,0.3352,63
3,75,2025-05,0.3469,0.3352,32
3,75,2025-06,0.3507,0.3352,6
3,75,2025-07,0.34,0.3352,40
3,75,2025-08,0.3436,0.3352,3
3,75,2025-09,0.3449,0.3352,48
3,75,2025-10,0.3402,0.3352,32
3,75,2025-11,0.3299,0.3352,62
3,76,2025-01,0.3408,0.3577,15
3,76,2025-02,0.3428,0.3577,56
3,76,2025-03,0.3438,0.3577,9
3,76,2025-04,0.359,0.3577,64
3,76,2025-05,0.3717,0.3577,68
3,76,2025-06,0.3732,0.3577,7
3,76,2025-07,0.3693,0.3577,16
3,76,2025-08,0.3655,0.3577,48
3,76,2025-09,0.3609,0.3577,41
3,76,2025-10,0.3583,0.3577,15
3,76,2025-11,0.3449,0.3577,32
3,77,2025-01,0.3457,0.3616,61
3,77,2025-02,0.3567,0.3616,36
3,77,2025-03,0.3556,0.3616,42
3,77,2025-04,0.3677,0.3616,68
3,77,2025-05,0.3721,0.3616,19
3,77,2025-06,0.3714,0.3616,2
3,77,2025-07,0.3744,0.3616,17
3,77,2025-08,0.37,0.3616,20
3,77,2025-09,0.3697,0.3616,33
3,77,2025-10,0.3659,0.3616,50
3,77,2025-11,0.3634,0.3616,32
3,78,2025-01,0.335,0.3402,52
3,78,2025-02,0.3336,0.3402,18
3,78,2025-03,0.3365,0.3402,35
3,78,2025-04,0.339,0.3402,46
3,78,2025-05,0.3416,0.3402,48
3,78,2025-06,0.3499,0.3402,27
3,78,2025-07,0.3498,0.3402,22
3,78,2025-08,0.3488,0.3402,33
3,78,2025-09,0.3523,0.3402,64
3,78,2025-10,0.3333,0.3402,59
3,78,2025-11,0.3392,0.3402,9
3,79,2025-01,0.3294,0.348,39
3,79,2025-02,0.3395,0.348,6
3,79,2025-03,0.3466,0.348,19
3,79,2025-04,0.3501,0.348,55
3,79,2025-05,0.3487,0.348,28
3,79,2025-06,0.3515,0.348,33
3,79,2025-07,0.3613,0.348,44
3,79,2025-08,0.3639,0.348,26
3,79,2025-09,0.348,0.348,72
3,79,2025-10,0.3482,0.348,9
3,79,2025-11,0.3432,0.348,31
3,80,2025-01,0.3382,0.3463,53
3,80,2025-02,0.329,0.3463,35
3,80,2025-03,0.3452,0.3463,22
3,80,2025-04,0.3389,0.3463,16
3,80,2025-05,0.3534,0.3463,71
3,80,2025-06,0.3599,0.3463,68
3,80,2025-07,0.359,0.3463,18
3,80,2025-08,0.3578,0.3463,45
3,80,2025-09,0.3496,0.3463,60
3,80,2025-10,0.3489,0.3463,46
3,80,2025-11,0.3346,0.3463,26
3,81,2025-01,0.3017,0.3215,59
3,81,2025-02,0.3186,0.3215,60
3,81,2025-03,0.3118,0.3215,21
3,81,2025-04,0.3163,0.3215,27
3,81,2025-05,0.3283,0.3215,22
3,81,2025-06,0.3273,0.3215,22
3,81,2025-07,0.3285,0.3215,62
3,81,2025-08,0.3395,0.3215,22
3,81,2025-09,0.3238,0.3215,12
3,81,2025-10,0.3219,0.3215,1
3,81,2025-11,0.3121,0.3215,40
3,82,2025-01,0.3297,0.3355,42
3,82,2025-02,0.3319,0.3355,13
3,82,2025-03,0.3332,0.3355,39
3,82,2025-04,0.3408,0.3355,10
3,82,2025-05,0.3458,0.3355,46
3,82,2025-06,0.3423,0.3355,53
3,82,2025-07,0.3502,0.3355,67
3,82,2025-08,0.3518,0.3355,23
3,82,2025-09,0.3431,0.3355,26
3,82,2025-10,0.3433,0.3355,64
3,82,2025-11,0.3287,0.3355,7
3,83,2025-01,0.3338,0.3399,42
3,83,2025-02,0.3248,0.3399,66
3,83,2025-03,0.3347,0.3399,37
3,83,2025-04,0.3455,0.3399,5
3,83,2025-05,0.3413,0.3399,67
3,83,2025-06,0.3507,0.3399,25
3,83,2025-07,0.3556,0.3399,13
3,83,2025-08,0.3452,0.3399,49
3,83,2025-09,0.3421,0.3399,64
3,83,2025-10,0.345,0.3399,43
3,83,2025-11,0.3354,0.3399,51
3,84,2025-01,0.3491,0.3535,43
3,84,2025-02,0.3466,0.3535,1
3,84,2025-03,0.3522,0.3535,10
3,84,2025-04,0.3602,0.3535,72
3,84,2025-05,0.3599,0.3535,5
3,84,2025-06,0.3588,0.3535,33
3,84,2025-07,0.3698,0.3535,25
3,84,2025-08,0.3668,0.3535,3
3,84,2025-09,0.3627,0.3535,50
3,84,2025-10,0.3588,0.3535,67
3,84,2025-11,0.3429,0.3535,69
3,85,2025-01,0.326,0.3403,39
3,85,2025-02,0.3285,0.3403,9
3,85,2025-03,0.3309,0.3403,71
3,85,2025-04,0.3356,0.3403,69
3,85,2025-05,0.3496,0.3403,53
3,85,2025-06,0.3444,0.3403,71
3,85,2025-07,0.3579,0.3403,2
3,85,2025-08,0.3542,0.3403,15
3,85,2025-09,0.3403,0.3403,44
3,85,2025-10,0.3375,0.3403,8
3,85,2025-11,0.331,0.3403,61
3,86,2025-01,0.3238,0.336,0
3,86,2025-02,0.3317,0.336,34
3,86,2025-03,0.3288,0.336,30
3,86,2025-04,0.3299,0.336,69
3,86,2025-05,0.348,0.336,67
3,86,2025-06,0.3538,0.336,9
3,86,2025-07,0.351,0.336,26
3,86,2025-08,0.3494,0.336,57
3,86,2025-09,0.3485,0.336,17
3,86,2025-10,0.3293,0.336,28
3,86,2025-11,0.335,0.336,33
3,87,2025-01,0.343,0.3548,23
3,87,2025-02,0.3478,0.3548,61
3,87,2025-03,0.3481,0.3548,56
3,87,2025-04,0.3569,0.3548,51
3,87,2025-05,0.3551,0.3548,54
3,87,2025-06,0.3721,0.3548,3
3,87,2025-07,0.3636,0.3548,13
3,87,2025-08,0.3697,0.3548,4
3,87,2025-09,0.3529,0.3548,66
3,87,2025-10,0.3488,0.3548,17
3,87,2025-11,0.3479,0.3548,7
3,88,2025-01,0.3328,0.3415,8
3,88,2025-02,0.3302,0.3415,38
3,88,2025-03,0.3354,0.3415,5
3,88,2025-04,0.3371,0.3415,38
3,88,2025-05,0.3488,0.3415,41
3,88,2025-06,0.3483,0.3415,3
3,88,2025-07,0.3607,0.3415,10
3,88,2025-08,0.3463,0.3415,32
3,88,2025-09,0.3395,0.3415,66
3,88,2025-10,0.3348,0.3415,50
3,88,2025-11,0.3426,0.3415,51
3,89,2025-01,0.3176,0.3285,68
3,89,2025-02,0.3252,0.3285,16
3,89,2025-03,0.324,0.3285,40
3,89,2025-04,0.3232,0.3285,49
3,89,2025-05,0.3372,0.3285,63
3,89,2025-06,0.3407,0.3285,47
3,89,2025-07,0.348,0.3285,55
3,89,2025-08,0.3383,0.3285,21
3,89,2025-09,0.3334,0.3285,70
3,89,2025-10,0.3295,0.3285,17
3,89,2025-11,0.3278,0.3285,37
3,90,2025-01,0.3323,0.3414,31
3,90,2025-02,0.3331,0.3414,29
3,90,2025-03,0.3354,0.3414,35
3,90,2025-04,0.3358,0.3414,26
3,90,2025-05,0.3473,0.3414,58
3,90,2025-06,0.3596,0.3414,25
3,90,2025-07,0.3534,0.3414,38
3,90,2025-08,0.3561,0.3414,10
3,90,2025-09,0.3514,0.3414,19
3,90,2025-10,0.3471,0.3414,41
3,90,2025-11,0.3421,0.3414,49
3,91,2025-01,0.3382,0.3552,30
3,91,2025-02,0.3528,0.3552,23
3,91,2025-03,0.348,0.3552,10
3,91,2025-04,0.3583,0.3552,13
3,91,2025-05,0.3659,0.3552,36
3,91,2025-06,0.3601,0.3552,67
3,91,2025-07,0.3645,0.3552,19
3,91,2025-08,0.36,0.3552,27
3,91,2025-09,0.3535,0.3552,3
3,91,2025-10,0.3481,0.3552,17
3,91,2025-11,0.3429,0.3552,50
3,92,2025-01,0.3021,0.3215,70
3,92,2025-02,0.3128,0.3215,28
3,92,2025-03,0.3176,0.3215,5
3,92,2025-04,0.3263,0.3215,54
3,92,2025-05,0.3326,0.3215,47
3,92,2025-06,0.3309,0.3215,59
3,92,2025-07,0.3331,0.3215,0
3,92,2025-08,0.3348,0.3215,36
3,92,2025-09,0.3329,0.3215,31
3,92,2025-10,0.3203,0.3215,58
3,92,2025-11,0.3172,0.3215,44
3,93,2025-01,0.3251,0.3338,15
3,93,2025-02,0.3291,0.3338,41
3,93,2025-03,0.3323,0.3338,13
3,93,2025-04,0.3339,0.3338,48
3,93,2025-05,0.3326,0.3338,11
3,93,2025-06,0.3388,0.3338,4
3,93,2025-07,0.3527,0.3338,37
3,93,2025-08,0.3492,0.3338,68
3,93,2025-09,0.3475,0.3338,44
3,93,2025-10,0.3374,0.3338,37
3,93,2025-11,0.3349,0.3338,7
3,94,2025-01,0.323,0.3397,51
3,94,2025-02,0.331,0.3397,54
3,94,2025-03,0.3391,0.3397,29
3,94,2025-04,0.3392,0.3397,31
3,94,2025-05,0.3458,0.3397,42
3,94,2025-06,0.355,0.3397,21
3,94,2025-07,0.3539,0.3397,43
3,94,2025-08,0.3462,0.3397,29
3,94,2025-09,0.3441,0.3397,45
3,94,2025-10,0.3354,0.3397,44
3,94,2025-11,0.3287,0.3397,47
3,95,2025-01,0.3415,0.356,53
3,95,2025-02,0.3464,0.356,5
3,95,2025-03,0.3528,0.356,69
3,95,2025-04,0.3572,0.356,41
3,95,2025-05,0.357,0.356,36
3,95,2025-06,0.3733,0.356,63
3,95,2025-07,0.3613,0.356,58
3,95,2025-08,0.371,0.356,8
3,95,2025-09,0.3694,0.356,65
3,95,2025-10,0.3543,0.356,51
3,95,2025-11,0.3449,0.356,9
3,96,2025-01,0.3396,0.346,32
3,96,2025-02,0.3422,0.346,52
3,96,2025-03,0.3379,0.346,47
3,96,2025-04,0.3538,0.346,33
3,96,2025-05,0.3505,0.346,46
3,96,2025-06,0.3534,0.346,59
3,96,2025-07,0.3625,0.346,5
3,96,2025-08,0.3526,0.346,38
3,96,2025-09,0.3505,0.346,14
3,96,2025-10,0.3454,0.346,40
3,96,2025-11,0.3409,0.346,17
3,97,2025-01,0.322,0.3413,59
3,97,2025-02,0.3244,0.3413,48
3,97,2025-03,0.331,0.3413,68
3,97,2025-04,0.3388,0.3413,0
3,97,2025-05,0.3416,0.3413,32
3,97,2025-06,0.3489,0.3413,3
3,97,2025-07,0.3567,0.3413,58
3,97,2025-08,0.3517,0.3413,39
3,97,2025-09,0.3484,0.3413,40
3,97,2025-10,0.3396,0.3413,64
3,97,2025-11,0.335,0.3413,34
3,98,2025-01,0.3238,0.3374,62
3,98,2025-02,0.3335,0.3374,17
3,98,2025-03,0.3355,0.3374,11
3,98,2025-04,0.3302,0.3374,34
3,98,2025-05,0.3418,0.3374,40
3,98,2025-06,0.3549,0.3374,53
3,98,2025-07,0.3507,0.3374,52
3,98,2025-08,0.3443,0.3374,21
3,98,2025-09,0.3412,0.3374,1
3,98,2025-10,0.3454,0.3374,3
3,98,2025-11,0.3372,0.3374,55
3,99,2025-01,0.3463,0.3512,46
3,99,2025-02,0.337,0.3512,52
3,99,2025-03,0.3395,0.3512,33
3,99,2025-04,0.345,0.3512,45
3,99,2025-05,0.3644,0.3512,23
3,99,2025-06,0.366,0.3512,17
3,99,2025-07,0.3705,0.3512,53
3,99,2025-08,0.3594,0.3512,42
3,99,2025-09,0.3494,0.3512,25
3,99,2025-10,0.3571,0.3512,48
3,99,2025-11,0.3393,0.3512,21
3,100,2025-01,0.3338,0.3489,61
3,100,2025-02,0.3417,0.3489,31
3,100,2025-03,0.3356,0.3489,11
3,100,2025-04,0.3518,0.3489,47
3,100,2025-05,0.3616,0.3489,29
3,100,2025-06,0.3548,0.3489,17
3,100,2025-07,0.3644,0.3489,27
3,100,2025-08,0.3542,0.3489,58
3,100,2025-09,0.362,0.3489,65
3,100,2025-10,0.3457,0.3489,2
3,100,2025-11,0.3407,0.3489,38
3,101,2025-01,0.3165,0.3312,47
3,101,2025-02,0.313,0.3312,35
3,101,2025-03,0.3236,0.3312,22
3,101,2025-04,0.3301,0.3312,23
3,101,2025-05,0.3433,0.3312,51
3,101,2025-06,0.3452,0.3312,11
3,101,2025-07,0.3407,0.3312,50
3,101,2025-08,0.3403,0.3312,26
3,101,2025-09,0.3303,0.3312,66
3,101,2025-10,0.3326,0.3312,56
3,101,2025-11,0.3308,0.3312,22
3,102,2025-01,0.3293,0.3362,1
3,102,2025-02,0.3235,0.3362,16
3,102,2025-03,0.3289,0.3362,14
3,102,2025-04,0.3412,0.3362,3
3,102,2025-05,0.3403,0.3362,50
3,102,2025-06,0.351,0.3362,23
3,102,2025-07,0.3553,0.3362,50
3,102,2025-08,0.3407,0.3362,54
3,102,2025-09,0.3345,0.3362,64
3,102,2025-10,0.3295,0.3362,57
3,102,2025-11,0.3319,0.3362,14
3,103,2025-01,0.3083,0.3223,56
3,103,2025-02,0.3112,0.3223,8
3,103,2025-03,0.3151,0.3223,10
3,103,2025-04,0.3261,0.3223,39
3,103,2025-05,0.3256,0.3223,45
3,103,2025-06,0.3373,0.3223,31
3,103,2025-07,0.3373,0.3223,13
3,103,2025-08,0.3273,0.3223,13
3,103,2025-09,0.335,0.3223,9
3,103,2025-10,0.325,0.3223,44
3,103,2025-11,0.3108,0.3223,46
3,104,2025-01,0.3092,0.3234,54
3,104,2025-02,0.3119,0.3234,57
3,104,2025-03,0.3134,0.3234,45
3,104,2025-04,0.3273,0.3234,14
3,104,2025-05,0.3351,0.3234,53
3,104,2025-06,0.3268,0.3234,15
3,104,2025-07,0.3276,0.3234,3
3,104,2025-08,0.3275,0.3234,57
3,104,2025-09,0.328,0.3234,12
3,104,2025-10,0.3274,0.3234,37
3,104,2025-11,0.3154,0.3234,12
3,105,2025-01,0.3278,0.3379,8
3,105,2025-02,0.331,0.3379,51
3,105,2025-03,0.3248,0.3379,66
3,105,2025-04,0.3361,0.3379,52
3,105,2025-05,0.3429,0.3379,5
3,105,2025-06,0.3503,0.3379,41
3,105,2025-07,0.3528,0.3379,50
3,105,2025-08,0.3435,0.3379,21
3,105,2025-09,0.3458,0.3379,15
3,105,2025-10,0.3438,0.3379,57
3,105,2025-11,0.3298,0.3379,52
3,106,2025-01,0.3332,0.3438,62
3,106,2025-02,0.3343,0.3438,31
3,106,2025-03,0.3383,0.3438,26
3,106,2025-04,0.3416,0.3438,10
3,106,2025-05,0.3472,0.3438,39
3,106,2025-06,0.3576,0.3438,52
3,106,2025-07,0.3506,0.3438,68
3,106,2025-08,0.3602,0.3438,9
3,106,2025-09,0.3487,0.3438,59
3,106,2025-10,0.3371,0.3438,15
3,106,2025-11,0.3315,0.3438,34
3,107,2025-01,0.3248,0.3362,10
3,107,2025-02,0.3312,0.3362,28
3,107,2025-03,0.3368,0.3362,66
3,107,2025-04,0.3346,0.3362,68
3,107,2025-05,0.3393,0.3362,24
3,107,2025-06,0.347,0.3362,50
3,107,2025-07,0.3497,0.3362,64
3,107,2025-08,0.3511,0.3362,3
3,107,2025-09,0.3465,0.3362,29
3,107,2025-10,0.3402,0.3362,29
3,107,2025-11,0.3379,0.3362,14
3,108,2025-01,0.3249,0.3317,16
3,108,2025-02,0.3194,0.3317,49
3,108,2025-03,0.3241,0.3317,23
3,108,2025-04,0.337,0.3317,30
3,108,2025-05,0.341,0.3317,62
3,108,2025-06,0.3403,0.3317,60
3,108,2025-07,0.3393,0.3317,20
3,108,2025-08,0.3463,0.3317,44
3,108,2025-09,0.3378,0.3317,38
3,108,2025-10,0.3311,0.3317,45
3,108,2025-11,0.3257,0.3317,66
3,109,2025-01,0.3169,0.3349,59
3,109,2025-02,0.3242,0.3349,45
3,109,2025-03,0.3316,0.3349,47
3,109,2025-04,0.3412,0.3349,23
3,109,2025-05,0.333,0.3349,56
3,109,2025-06,0.3385,0.3349,57
3,109,2025-07,0.345,0.3349,42
3,109,2025-08,0.3479,0.3349,2
3,109,2025-09,0.3456,0.3349,21
3,109,2025-10,0.3395,0.3349,67
3,109,2025-11,0.3314,0.3349,22
3,110,2025-01,0.3352,0.3424,4
3,110,2025-02,0.3394,0.3424,56
3,110,2025-03,0.3363,0.3424,67
3,110,2025-04,0.337,0.3424,50
3,110,2025-05,0.3553,0.3424,19
3,110,2025-06,0.3494,0.3424,5
3,110,2025-07,0.3495,0.3424,44
3,110,2025-08,0.3546,0.3424,4
3,110,2025-09,0.3535,0.3424,38
3,110,2025-10,0.3498,0.3424,4
3,110,2025-11,0.3373,0.3424,71
3,111,2025-01,0.3159,0.3248,27
3,111,2025-02,0.3218,0.3248,27
3,111,2025-03,0.3193,0.3248,46
3,111,2025-04,0.3238,0.3248,25
3,111,2025-05,0.3255,0.3248,60
3,111,2025-06,0.328,0.3248,30
3,111,2025-07,0.342,0.3248,61
3,111,2025-08,0.3274,0.3248,45
3,111,2025-09,0.3368,0.3248,70
3,111,2025-10,0.3285,0.3248,1
3,111,2025-11,0.3128,0.3248,10
3,112,2025-01,0.3292,0.3451,59
3,112,2025-02,0.3409,0.3451,9
3,112,2025-03,0.3453,0.3451,43
3,112,2025-04,0.3405,0.3451,45
3,112,2025-05,0.3525,0.3451,31
3,112,2025-06,0.3623,0.3451,15
3,112,2025-07,0.3549,0.3451,65
3,112,2025-08,0.3594,0.3451,64
3,112,2025-09,0.3488,0.3451,17
3,112,2025-10,0.3507,0.3451,17
3,112,2025-11,0.3326,0.3451,28
3,113,2025-01,0.3171,0.334,3
3,113,2025-02,0.3233,0.334,13
3,113,2025-03,0.3315,0.334,65
3,113,2025-04,0.3309,0.334,27
3,113,2025-05,0.3453,0.334,46
3,113,2025-06,0.3382,0.334,37
3,113,2025-07,0.3443,0.334,69
3,113,2025-08,0.3481,0.334,6
3,113,2025-09,0.3478,0.334,60
3,113,2025-10,0.3266,0.334,64
3,113,2025-11,0.3244,0.334,32
3,114,2025-01,0.3197,0.3297,1
3,114,2025-02,0.3229,0.3297,45
3,114,2025-03,0.3239,0.3297,1
3,114,2025-04,0.3356,0.3297,26
3,114,2025-05,0.3279,0.3297,33
3,114,2025-06,0.3478,0.3297,36
3,114,2025-07,0.3388,0.3297,37
3,114,2025-08,0.3455,0.3297,12
3,114,2025-09,0.3435,0.3297,33
3,114,2025-10,0.3302,0.3297,62
3,114,2025-11,0.3216,0.3297,63
3,115,2025-01,0.3086,0.3243,13
3,115,2025-02,0.316,0.3243,68
3,115,2025-03,0.3261,0.3243,32
3,115,2025-04,0.3241,0.3243,1
3,115,2025-05,0.3332,0.3243,63
3,115,2025-06,0.3291,0.3243,71
3,115,2025-07,0.334,0.3243,46
3,115,2025-08,0.3296,0.3243,46
3,115,2025-09,0.3252,0.3243,22
3,115,2025-10,0.3186,0.3243,32
3,115,2025-11,0.3252,0.3243,52
3,116,2025-01,0.2948,0.3068,35
3,116,2025-02,0.299,0.3068,44
3,116,2025-03,0.3068,0.3068,45
3,116,2025-04,0.3021,0.3068,44
3,116,2025-05,0.315,0.3068,6
3,116,2025-06,0.3118,0.3068,61
3,116,2025-07,0.3171,0.3068,69
3,116,2025-08,0.312,0.3068,43
3,116,2025-09,0.316,0.3068,56
3,116,2025-10,0.3098,0.3068,6
3,116,2025-11,0.3068,0.3068,53
3,117,2025-01,0.3207,0.3287,53
3,117,2025-02,0.3109,0.3287,10
3,117,2025-03,0.3208,0.3287,67
3,117,2025-04,0.3301,0.3287,34
3,117,2025-05,0.3385,0.3287,47
3,117,2025-06,0.3446,0.3287,6
3,117,2025-07,0.3375,0.3287,45
3,117,2025-08,0.3388,0.3287,62
3,117,2025-09,0.3338,0.3287,57
3,117,2025-10,0.3272,0.3287,64
3,117,2025-11,0.3172,0.3287,33
3,118,2025-01,0.2925,0.3044,66
3,118,2025-02,0.2916,0.3044,26
3,118,2025-03,0.2963,0.3044,72
3,118,2025-04,0.3055,0.3044,11
3,118,2025-05,0.3039,0.3044,23
3,118,2025-06,0.3159,0.3044,18
3,118,2025-07,0.3204,0.3044,62
3,118,2025-08,0.3179,0.3044,57
3,118,2025-09,0.3107,0.3044,51
3,118,2025-10,0.3027,0.3044,37
3,118,2025-11,0.2952,0.3044,49
3,119,2025-01,0.3156,0.3236,4
3,119,2025-02,0.3166,0.3236,54
3,119,2025-03,0.3115,0.3236,26
3,119,2025-04,0.3194,0.3236,32
3,119,2025-05,0.3339,0.3236,38
3,119,2025-06,0.3346,0.3236,20
3,119,2025-07,0.3404,0.3236,46
3,119,2025-08,0.326,0.3236,27
3,119,2025-09,0.3274,0.3236,4
3,119,2025-10,0.323,0.3236,13
3,119,2025-11,0.3222,0.3236,28
3,120,2025-01,0.3177,0.3309,9
3,120,2025-02,0.3195,0.3309,11
3,120,2025-03,0.3192,0.3309,18
3,120,2025-04,0.3322,0.3309,56
3,120,2025-05,0.3347,0.3309,22
3,120,2025-06,0.338,0.3309,11
3,120,2025-07,0.3405,0.3309,38
3,120,2025-08,0.3395,0.3309,71
3,120,2025-09,0.339,0.3309,25
3,120,2025-10,0.3294,0.3309,54
3,120,2025-11,0.3268,0.3309,12
3,121,2025-01,0.3186,0.3278,30
3,121,2025-02,0.3244,0.3278,27
3,121,2025-03,0.3197,0.3278,40
3,121,2025-04,0.3313,0.3278,48
3,121,2025-05,0.3355,0.3278,3
3,121,2025-06,0.338,0.3278,70
3,121,2025-07,0.3323,0.3278,9
3,121,2025-08,0.3311,0.3278,30
3,121,2025-09,0.3365,0.3278,44
3,121,2025-10,0.3199,0.3278,71
3,121,2025-11,0.3276,0.3278,6
3,369,2025-01,0.3491,0.3535,48
3,369,2025-02,0.346,0.3535,21
3,369,2025-03,0.342,0.3535,66
3,369,2025-04,0.3553,0.3535,4
3,369,2025-05,0.3666,0.3535,24
3,369,2025-06,0.3592,0.3535,27
3,369,2025-07,0.3602,0.3535,43
3,369,2025-08,0.3626,0.3535,33
3,369,2025-09,0.3598,0.3535,8
