# SYNTHETIC. Trip-level ledger joining the EPMS field count to the mill weighbridge ticket. Bunch counts per block-month and the number of harvest days are the client's REAL figures; the split into trips, the weights, vehicles, drivers and times are generated. is_planted_anomaly marks the injected cohort and exists only to score the detector - a real extract has no such column.
trip_id,date,month,division_code,block_code,route_code,vehicle_id,vehicle_class,driver_id,km_to_mill,bunches_epms,loose_fruit_kg,gross_kg,tare_kg,net_kg,depart_time,turnaround_h,queue_h,mill_dockage_pct,ffa_pct,diesel_l,is_planted_anomaly
T004470,2025-02-02,2025-02,2,69,R-02,DU-03,dump-truck,D-09,9.57,510,39.1,8146,4057,4088,09:18,3.4,2.52,0.83,2.19,7.38,0
T004471,2025-02-02,2025-02,2,69,R-02,DU-03,dump-truck,D-18,9.57,510,83.2,8288,4201,4086,12:07,0.84,0.0,0.89,1.85,8.81,0
T004472,2025-02-06,2025-02,2,69,R-02,DU-04,dump-truck,D-17,9.57,510,35.4,9031,4879,4152,07:08,1.18,0.21,1.67,2.07,8.16,0
T004473,2025-02-06,2025-02,2,69,R-02,DU-04,dump-truck,D-19,9.57,510,44.2,8408,4255,4153,08:09,1.56,0.56,0.28,1.86,7.82,0
T004474,2025-02-12,2025-02,2,69,R-02,TR-08,tractor-trailer,D-13,9.57,510,68.3,6704,2534,4170,13:27,2.61,1.56,0.6,1.97,6.4,0
T004475,2025-02-12,2025-02,2,69,R-02,TR-08,tractor-trailer,D-11,9.57,510,43.4,7185,3144,4040,09:57,1.94,1.13,1.34,2.17,6.97,0
T004476,2025-02-18,2025-02,2,69,R-02,TR-07,tractor-trailer,D-15,9.57,510,67.0,6928,2763,4165,09:15,1.53,0.61,1.43,2.07,6.04,0
T004477,2025-02-18,2025-02,2,69,R-02,TR-07,tractor-trailer,D-10,9.57,510,39.1,6651,2531,4120,08:40,2.66,1.47,0.82,2.0,6.59,0
T004478,2025-02-23,2025-02,2,69,R-02,TR-07,tractor-trailer,D-11,9.57,512,17.5,6786,2579,4207,09:44,1.96,0.71,1.88,2.07,5.45,0
T004479,2025-02-23,2025-02,2,69,R-02,TR-07,tractor-trailer,D-05,9.57,511,58.4,6952,2818,4134,12:34,2.61,1.39,1.24,2.1,5.56,0
T004480,2025-03-02,2025-03,2,69,R-02,DU-04,dump-truck,D-08,9.57,757,68.6,9992,3949,6043,11:49,1.91,0.86,1.07,2.07,8.53,0
T004481,2025-03-11,2025-03,2,69,R-02,MI-01,mini-truck,D-12,9.57,253,33.7,3429,1388,2041,11:27,1.76,0.72,1.58,1.87,4.06,0
T004482,2025-03-11,2025-03,2,69,R-02,MI-01,mini-truck,D-18,9.57,252,11.5,3606,1559,2048,08:34,2.33,0.98,1.42,2.19,4.36,0
T004483,2025-03-11,2025-03,2,69,R-02,MI-01,mini-truck,D-20,9.57,252,37.9,3785,1740,2045,11:52,1.5,0.18,0.6,1.88,4.24,0
T004484,2025-03-16,2025-03,2,69,R-02,DU-04,dump-truck,D-15,9.57,757,39.4,10138,3963,6175,12:21,2.71,1.64,1.4,2.12,8.71,0
T004485,2025-03-24,2025-03,2,69,R-02,TR-06,tractor-trailer,D-13,9.57,380,25.1,6224,3155,3069,13:37,2.87,1.64,2.24,2.07,6.6,0
T004486,2025-03-24,2025-03,2,69,R-02,TR-06,tractor-trailer,D-14,9.57,380,29.0,5704,2597,3107,11:06,1.77,0.6,0.83,1.91,6.28,0
T004487,2025-04-01,2025-04,2,69,R-02,TR-02,tractor-trailer,D-16,9.57,452,69.8,6631,2902,3729,10:52,2.2,0.93,0.6,2.03,6.76,0
T004488,2025-04-01,2025-04,2,69,R-02,TR-02,tractor-trailer,D-12,9.57,451,75.9,6321,2630,3692,07:18,2.08,1.03,0.0,1.96,5.92,0
T004489,2025-04-01,2025-04,2,69,R-02,TR-02,tractor-trailer,D-18,9.57,451,76.6,6678,2957,3721,09:00,1.98,1.1,0.91,1.97,5.51,0
T004490,2025-04-06,2025-04,2,69,R-02,TR-02,tractor-trailer,D-20,9.57,452,27.2,6637,2970,3667,11:11,1.81,0.39,0.57,2.08,5.61,0
T004491,2025-04-06,2025-04,2,69,R-02,TR-02,tractor-trailer,D-17,9.57,451,38.2,6534,2929,3605,10:35,1.77,0.86,1.59,1.94,6.13,0
T004492,2025-04-06,2025-04,2,69,R-02,TR-02,tractor-trailer,D-10,9.57,451,21.3,6313,2652,3661,07:38,2.26,0.99,0.2,1.99,6.77,0
T004493,2025-04-10,2025-04,2,69,R-02,MI-02,mini-truck,D-02,9.57,274,18.3,3941,1750,2190,09:23,1.83,0.92,0.82,1.96,4.13,0
T004494,2025-04-10,2025-04,2,69,R-02,MI-02,mini-truck,D-15,9.57,270,29.0,3722,1538,2184,14:24,2.02,0.87,0.86,2.11,4.57,0
T004495,2025-04-10,2025-04,2,69,R-02,MI-02,mini-truck,D-16,9.57,270,19.7,3668,1499,2169,11:34,1.18,0.0,0.56,2.09,3.97,0
T004496,2025-04-10,2025-04,2,69,R-02,MI-02,mini-truck,D-06,9.57,270,22.1,3863,1669,2193,11:15,2.62,1.45,1.72,2.18,4.34,0
T004497,2025-04-10,2025-04,2,69,R-02,MI-02,mini-truck,D-17,9.57,270,41.4,3901,1694,2207,12:04,1.8,0.52,0.0,2.04,4.14,0
T004498,2025-04-15,2025-04,2,69,R-02,DU-01,dump-truck,D-20,9.57,677,110.7,10438,4871,5567,10:13,2.19,1.31,0.88,2.02,8.15,0
T004499,2025-04-15,2025-04,2,69,R-02,DU-01,dump-truck,D-20,9.57,677,52.2,9834,4364,5470,11:35,1.69,0.44,0.86,1.92,8.58,0
T004500,2025-04-20,2025-04,2,69,R-02,TR-01,tractor-trailer,D-19,9.57,452,43.4,6645,3009,3635,12:51,2.76,1.38,1.41,2.09,5.64,0
T004501,2025-04-20,2025-04,2,69,R-02,TR-01,tractor-trailer,D-04,9.57,451,54.7,6628,3016,3613,09:29,1.49,0.45,1.27,1.84,5.7,0
T004502,2025-04-20,2025-04,2,69,R-02,TR-01,tractor-trailer,D-11,9.57,451,52.4,6730,3055,3675,07:40,2.14,1.0,1.08,2.11,5.64,0
T004503,2025-04-27,2025-04,2,69,R-02,TR-07,tractor-trailer,D-01,9.57,454,35.1,6740,2995,3746,09:26,2.95,1.95,0.67,2.21,6.5,0
T004504,2025-04-27,2025-04,2,69,R-02,TR-07,tractor-trailer,D-08,9.57,452,56.5,6682,3021,3661,14:20,2.93,2.1,1.83,2.24,6.37,0
T004505,2025-04-27,2025-04,2,69,R-02,TR-07,tractor-trailer,D-09,9.57,452,65.9,6182,2540,3642,08:22,1.57,0.61,0.86,1.99,6.11,0
T004506,2025-05-02,2025-05,2,69,R-02,DU-02,dump-truck,D-16,9.57,646,66.5,10176,4953,5223,14:35,3.13,1.92,1.68,2.22,9.14,0
T004507,2025-05-02,2025-05,2,69,R-02,DU-02,dump-truck,D-17,9.57,645,73.5,10114,4972,5142,13:59,3.41,2.14,1.96,2.15,8.2,0
T004508,2025-05-02,2025-05,2,69,R-02,DU-02,dump-truck,D-03,9.57,645,102.6,10170,4985,5185,08:59,2.22,1.2,0.0,1.98,9.05,0
T004509,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-16,9.57,280,36.9,3841,1619,2222,11:23,1.02,0.25,1.3,1.95,3.93,0
T004510,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-16,9.57,276,16.6,3990,1747,2243,13:22,2.59,1.75,1.61,2.04,4.9,0
T004511,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-04,9.57,276,37.6,3734,1503,2231,10:35,1.84,1.08,1.32,1.88,4.75,0
T004512,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-09,9.57,276,13.8,3835,1629,2206,07:53,1.49,0.2,1.23,2.0,3.96,0
T004513,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-07,9.57,276,29.9,3691,1470,2220,08:42,2.12,1.02,0.71,2.2,4.95,0
T004514,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-17,9.57,276,34.7,3924,1679,2245,11:28,2.77,1.66,1.03,2.23,3.93,0
T004515,2025-05-10,2025-05,2,69,R-02,MI-01,mini-truck,D-10,9.57,276,11.8,3693,1458,2235,14:16,2.37,1.17,0.99,2.02,4.35,0
T004516,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-13,9.57,280,11.6,3766,1459,2307,11:19,2.56,1.24,0.87,2.0,4.06,0
T004517,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-17,9.57,276,42.2,3779,1564,2214,11:30,2.11,0.74,1.37,1.93,4.13,0
T004518,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-02,9.57,276,36.6,3651,1409,2242,10:14,2.84,1.69,0.97,2.09,3.9,0
T004519,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-20,9.57,276,25.7,4024,1798,2227,09:50,1.59,0.21,1.06,2.11,4.56,0
T004520,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-02,9.57,276,11.8,3671,1437,2234,11:42,2.07,0.74,1.72,1.97,3.82,0
T004521,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-20,9.57,276,42.1,3936,1709,2227,11:52,2.42,1.35,1.93,2.15,4.15,0
T004522,2025-05-16,2025-05,2,69,R-02,MI-02,mini-truck,D-13,9.57,276,31.3,3618,1393,2226,14:44,1.32,0.0,0.02,2.09,4.58,0
T004523,2025-01-02,2025-01,2,70,R-02,MI-02,mini-truck,D-12,9.51,234,16.8,3654,1704,1950,07:54,1.31,0.51,0.97,1.95,4.5,0
T004524,2025-01-02,2025-01,2,70,R-02,MI-02,mini-truck,D-11,9.51,234,13.5,3412,1476,1936,07:26,1.75,0.34,0.96,1.88,3.96,0
T004525,2025-01-02,2025-01,2,70,R-02,MI-02,mini-truck,D-16,9.51,234,35.7,3587,1650,1937,12:21,2.95,1.74,2.09,2.11,4.52,0
T004526,2025-01-02,2025-01,2,70,R-02,MI-02,mini-truck,D-19,9.51,234,22.5,3392,1474,1918,11:45,1.56,0.78,0.79,2.11,4.4,0
T004527,2025-01-10,2025-01,2,70,R-02,TR-05,tractor-trailer,D-02,9.51,468,49.4,6741,2910,3831,09:48,2.94,1.73,1.29,2.27,7.09,0
T004528,2025-01-10,2025-01,2,70,R-02,TR-05,tractor-trailer,D-04,9.51,468,73.0,6875,2964,3911,08:44,2.11,1.29,1.22,2.17,6.88,0
T004529,2025-01-13,2025-01,2,70,R-02,DU-03,dump-truck,D-11,9.51,468,73.1,8650,4753,3897,09:04,0.99,0.0,1.04,1.91,7.95,0
T004530,2025-01-13,2025-01,2,70,R-02,DU-03,dump-truck,D-07,9.51,468,62.8,8482,4629,3853,10:56,1.58,0.79,0.96,1.91,8.71,0
T004531,2025-01-20,2025-01,2,70,R-02,TR-06,tractor-trailer,D-16,9.51,468,28.3,6319,2479,3840,09:05,1.35,0.31,1.4,1.9,6.43,0
T004532,2025-01-20,2025-01,2,70,R-02,TR-06,tractor-trailer,D-18,9.51,468,55.3,6778,2938,3840,11:03,2.59,1.64,1.85,2.04,6.36,0
T004533,2025-01-23,2025-01,2,70,R-02,TR-05,tractor-trailer,D-13,9.51,468,77.6,6450,2509,3941,07:55,2.11,1.19,0.09,1.99,7.31,0
T004534,2025-01-23,2025-01,2,70,R-02,TR-05,tractor-trailer,D-14,9.51,468,36.0,6497,2580,3917,09:22,2.31,1.06,0.0,2.19,5.96,0
T004535,2025-01-28,2025-01,2,70,R-02,MI-01,mini-truck,D-18,9.51,234,28.0,3666,1707,1959,08:34,1.75,0.87,1.53,1.98,3.88,0
T004536,2025-01-28,2025-01,2,70,R-02,MI-01,mini-truck,D-05,9.51,234,36.0,3518,1566,1952,12:34,3.28,1.95,1.03,2.12,4.88,0
T004537,2025-01-28,2025-01,2,70,R-02,MI-01,mini-truck,D-12,9.51,234,13.5,3306,1389,1917,14:21,3.19,1.83,1.95,2.32,4.0,0
T004538,2025-01-28,2025-01,2,70,R-02,MI-01,mini-truck,D-04,9.51,234,8.4,3648,1709,1939,12:51,2.48,1.47,0.55,1.96,4.45,0
T004539,2025-02-03,2025-02,2,70,R-02,DU-05,dump-truck,D-20,9.51,718,52.3,10551,4627,5924,07:27,2.73,1.41,0.84,1.99,8.23,0
T004540,2025-02-08,2025-02,2,70,R-02,TR-03,tractor-trailer,D-09,9.51,359,49.6,6138,3147,2991,12:39,3.36,2.15,1.63,2.27,7.04,0
T004541,2025-02-08,2025-02,2,70,R-02,TR-03,tractor-trailer,D-06,9.51,359,45.8,6213,3238,2974,12:55,2.28,1.05,0.94,2.05,6.17,0
T004542,2025-02-11,2025-02,2,70,R-02,DU-02,dump-truck,D-06,9.51,718,95.2,10817,4921,5896,13:10,0.9,0.0,1.69,2.05,8.13,0
T004543,2025-02-14,2025-02,2,70,R-02,TR-03,tractor-trailer,D-15,9.51,359,38.7,6050,3051,2999,08:42,1.86,1.02,1.58,1.95,7.17,0
T004544,2025-02-14,2025-02,2,70,R-02,TR-03,tractor-trailer,D-18,9.51,359,62.4,5569,2616,2953,07:25,2.42,1.33,0.41,2.22,6.51,0
T004545,2025-02-18,2025-02,2,70,R-02,DU-01,dump-truck,D-13,9.51,718,92.0,9908,3962,5947,13:48,3.52,2.2,1.57,2.18,7.15,0
T004546,2025-02-23,2025-02,2,70,R-02,MI-04,mini-truck,D-07,9.51,240,27.9,3423,1398,2026,10:33,1.21,0.43,0.48,1.88,4.8,0
T004547,2025-02-23,2025-02,2,70,R-02,MI-04,mini-truck,D-01,9.51,239,28.8,3764,1759,2006,14:19,1.64,0.7,1.09,2.13,4.64,0
T004548,2025-02-23,2025-02,2,70,R-02,MI-04,mini-truck,D-06,9.51,239,15.5,3748,1753,1995,10:28,2.18,0.9,0.49,2.19,4.46,0
T004549,2025-02-28,2025-02,2,70,R-02,DU-01,dump-truck,D-14,9.51,721,57.6,11029,5036,5993,12:58,3.06,1.79,1.53,2.21,7.75,0
T004550,2025-03-04,2025-03,2,70,R-02,MI-02,mini-truck,D-11,9.51,236,19.9,3673,1683,1990,14:14,1.43,0.54,0.27,2.08,4.58,0
T004551,2025-03-04,2025-03,2,70,R-02,MI-02,mini-truck,D-10,9.51,236,26.9,3670,1704,1966,12:41,3.07,1.77,1.02,2.15,4.1,0
T004552,2025-03-08,2025-03,2,70,R-02,TR-02,tractor-trailer,D-10,9.51,472,22.1,7094,3132,3962,12:25,1.34,0.0,1.67,2.04,6.64,0
T004553,2025-03-12,2025-03,2,70,R-02,TR-05,tractor-trailer,D-13,9.51,472,39.9,6506,2629,3877,08:17,1.79,1.0,0.62,2.14,5.79,0
T004554,2025-03-15,2025-03,2,70,R-02,TR-05,tractor-trailer,D-14,9.51,472,61.7,6477,2512,3965,10:01,1.59,0.91,1.19,1.97,6.52,0
T004555,2025-03-20,2025-03,2,70,R-02,TR-03,tractor-trailer,D-14,9.51,472,55.7,6995,3121,3874,09:54,1.71,0.74,0.82,2.07,7.4,0
T004556,2025-03-25,2025-03,2,70,R-02,TR-01,tractor-trailer,D-16,9.51,472,75.8,6874,2935,3940,13:13,0.9,0.0,1.32,1.99,6.68,0
T004557,2025-03-29,2025-03,2,70,R-02,TR-02,tractor-trailer,D-07,9.51,476,75.2,6952,3004,3949,08:26,2.2,1.27,0.09,2.04,6.36,0
T004558,2025-04-01,2025-04,2,70,R-02,TR-06,tractor-trailer,D-17,9.51,418,29.1,6600,3147,3453,10:08,2.19,0.92,1.3,1.97,5.69,0
T004559,2025-04-01,2025-04,2,70,R-02,TR-06,tractor-trailer,D-09,9.51,417,53.6,6288,2893,3395,11:55,1.89,1.05,0.95,2.0,6.87,0
T004560,2025-04-05,2025-04,2,70,R-02,TR-02,tractor-trailer,D-15,9.51,418,24.6,6182,2692,3490,07:11,2.61,1.34,1.25,2.22,6.19,0
T004561,2025-04-05,2025-04,2,70,R-02,TR-02,tractor-trailer,D-13,9.51,417,54.2,5991,2557,3434,07:14,0.92,0.24,1.04,2.02,5.76,0
T004562,2025-04-06,2025-04,2,70,R-02,MI-01,mini-truck,D-03,9.51,279,25.7,3823,1520,2302,13:06,2.56,1.37,0.61,2.19,4.87,0
T004563,2025-04-06,2025-04,2,70,R-02,MI-01,mini-truck,D-17,9.51,278,15.6,3848,1503,2345,10:03,1.71,0.77,0.0,2.01,3.98,0
T004564,2025-04-06,2025-04,2,70,R-02,MI-01,mini-truck,D-01,9.51,278,35.1,3942,1633,2309,07:51,2.49,1.35,1.18,1.96,4.65,0
T004565,2025-04-11,2025-04,2,70,R-02,DU-03,dump-truck,D-15,9.51,418,62.9,7833,4372,3461,09:21,2.24,1.2,1.98,2.21,8.5,0
T004566,2025-04-11,2025-04,2,70,R-02,DU-03,dump-truck,D-19,9.51,417,56.0,8020,4618,3403,12:22,2.92,1.7,1.13,2.28,8.16,0
T004567,2025-04-13,2025-04,2,70,R-02,DU-01,dump-truck,D-03,9.51,418,42.0,8187,4739,3448,14:25,2.47,1.57,0.78,2.04,7.19,0
T004568,2025-04-13,2025-04,2,70,R-02,DU-01,dump-truck,D-08,9.51,417,20.2,7846,4370,3477,14:30,3.33,2.45,1.41,2.35,7.28,0
T004569,2025-04-15,2025-04,2,70,R-02,DU-01,dump-truck,D-06,9.51,418,57.2,8470,5025,3445,10:53,1.86,0.74,1.3,2.06,8.49,0
T004570,2025-04-15,2025-04,2,70,R-02,DU-01,dump-truck,D-02,9.51,417,55.0,7774,4335,3438,07:55,1.71,0.4,1.34,2.09,8.49,0
T004571,2025-04-19,2025-04,2,70,R-02,DU-01,dump-truck,D-11,9.51,418,44.5,7872,4345,3528,14:24,1.63,0.43,0.28,1.98,7.3,0
T004572,2025-04-19,2025-04,2,70,R-02,DU-01,dump-truck,D-09,9.51,417,64.5,7754,4265,3489,10:24,2.74,1.73,0.85,2.25,6.89,0
T004573,2025-04-21,2025-04,2,70,R-02,MI-02,mini-truck,D-14,9.51,279,41.3,4078,1795,2283,13:21,2.26,1.32,0.63,2.05,4.23,0
T004574,2025-04-21,2025-04,2,70,R-02,MI-02,mini-truck,D-20,9.51,278,34.0,3960,1646,2314,08:31,2.64,1.52,1.71,2.2,3.77,0
T004575,2025-04-21,2025-04,2,70,R-02,MI-02,mini-truck,D-03,9.51,278,15.5,3813,1540,2273,09:08,2.31,1.02,0.93,2.07,3.98,0
T004576,2025-04-24,2025-04,2,70,R-02,TR-07,tractor-trailer,D-08,9.51,418,59.8,6101,2627,3474,14:49,2.02,1.2,1.38,2.17,5.53,0
T004577,2025-04-24,2025-04,2,70,R-02,TR-07,tractor-trailer,D-06,9.51,417,27.4,6044,2529,3516,14:43,2.51,1.3,1.55,2.01,5.64,0
T004578,2025-04-27,2025-04,2,70,R-02,TR-07,tractor-trailer,D-19,9.51,418,46.8,6081,2608,3472,11:50,2.05,1.11,1.66,2.12,6.31,0
T004579,2025-04-27,2025-04,2,70,R-02,TR-07,tractor-trailer,D-12,9.51,417,62.3,6281,2809,3471,12:13,2.58,1.57,0.18,2.07,5.25,0
T004580,2025-04-30,2025-04,2,70,R-02,MI-01,mini-truck,D-03,9.51,281,15.2,4119,1762,2357,08:20,0.95,0.21,0.18,1.85,4.18,0
T004581,2025-04-30,2025-04,2,70,R-02,MI-01,mini-truck,D-02,9.51,279,43.8,3884,1530,2355,09:51,2.0,0.92,1.15,1.98,3.99,0
T004582,2025-04-30,2025-04,2,70,R-02,MI-01,mini-truck,D-03,9.51,279,23.2,3865,1553,2312,10:37,1.83,0.54,1.81,1.93,4.45,0
T004583,2025-05-05,2025-05,2,70,R-02,TR-06,tractor-trailer,D-02,9.51,409,55.6,6461,3073,3388,14:04,3.55,2.72,0.88,2.33,6.77,0
T004584,2025-05-05,2025-05,2,70,R-02,TR-06,tractor-trailer,D-01,9.51,408,38.1,6354,2963,3391,07:48,1.65,0.69,1.45,2.04,6.7,0
T004585,2025-05-05,2025-05,2,70,R-02,TR-06,tractor-trailer,D-01,9.51,408,35.1,6683,3239,3444,12:48,1.18,0.24,1.84,1.85,6.72,0
T004586,2025-05-05,2025-05,2,70,R-02,TR-06,tractor-trailer,D-17,9.51,408,63.3,6009,2642,3367,09:36,2.73,1.99,0.91,2.24,5.65,0
T004587,2025-05-12,2025-05,2,70,R-02,DU-04,dump-truck,D-05,9.51,817,134.0,11011,4215,6796,09:39,1.08,0.0,0.98,1.9,9.23,0
T004588,2025-05-12,2025-05,2,70,R-02,DU-04,dump-truck,D-13,9.51,816,38.7,10705,3922,6783,08:17,2.13,0.83,0.77,2.01,7.83,0
T004589,2025-05-20,2025-05,2,70,R-02,TR-05,tractor-trailer,D-02,9.51,410,24.8,6375,3016,3359,14:11,2.21,1.38,0.96,1.98,6.75,0
T004590,2025-05-20,2025-05,2,70,R-02,TR-05,tractor-trailer,D-20,9.51,408,14.8,6148,2788,3360,11:36,1.83,0.55,0.31,2.16,6.26,0
T004591,2025-05-20,2025-05,2,70,R-02,TR-05,tractor-trailer,D-06,9.51,408,22.5,5903,2505,3398,11:43,1.73,0.7,0.43,1.88,6.06,0
T004592,2025-05-20,2025-05,2,70,R-02,TR-05,tractor-trailer,D-14,9.51,408,29.5,6165,2845,3321,09:41,3.31,2.07,1.28,2.16,6.46,0
T004593,2025-01-04,2025-01,2,71,R-02,DU-02,dump-truck,D-16,9.47,789,133.5,10910,4379,6531,11:23,1.81,1.04,2.13,1.87,7.4,0
T004594,2025-01-08,2025-01,2,71,R-02,TR-01,tractor-trailer,D-08,9.47,395,56.0,5952,2642,3311,14:35,2.1,1.03,0.24,1.97,6.19,0
T004595,2025-01-08,2025-01,2,71,R-02,TR-01,tractor-trailer,D-07,9.47,394,68.3,5763,2488,3276,13:41,1.83,0.86,1.15,2.13,5.32,0
T004596,2025-01-14,2025-01,2,71,R-02,DU-04,dump-truck,D-12,9.47,789,63.2,11513,4834,6679,08:13,1.76,0.89,0.17,2.05,8.27,0
T004597,2025-01-17,2025-01,2,71,R-02,MI-02,mini-truck,D-14,9.47,263,29.9,3753,1535,2218,13:39,3.78,2.65,0.28,2.11,4.05,0
T004598,2025-01-17,2025-01,2,71,R-02,MI-02,mini-truck,D-14,9.47,263,42.9,3880,1699,2181,07:06,1.42,0.42,1.32,2.01,4.19,0
T004599,2025-01-17,2025-01,2,71,R-02,MI-02,mini-truck,D-20,9.47,263,16.9,3673,1459,2215,08:30,2.49,1.18,0.57,2.22,4.08,0
T004600,2025-01-20,2025-01,2,71,R-02,DU-01,dump-truck,D-03,9.47,789,86.4,11078,4443,6634,07:08,2.58,1.38,1.14,2.23,7.23,0
T004601,2025-01-27,2025-01,2,71,R-02,TR-03,tractor-trailer,D-03,9.47,395,19.5,6003,2697,3306,07:00,2.08,0.84,1.79,1.91,6.18,0
T004602,2025-01-27,2025-01,2,71,R-02,TR-03,tractor-trailer,D-08,9.47,394,21.5,6014,2698,3315,12:51,2.15,1.13,0.48,1.97,6.25,0
T004603,2025-01-29,2025-01,2,71,R-02,DU-05,dump-truck,D-16,9.47,795,113.6,11134,4352,6781,07:27,2.41,1.27,1.45,2.22,8.13,0
T004604,2025-02-03,2025-02,2,71,R-02,TR-02,tractor-trailer,D-12,9.47,335,25.5,5943,3139,2804,10:12,2.75,1.29,0.84,2.17,6.59,0
T004605,2025-02-03,2025-02,2,71,R-02,TR-02,tractor-trailer,D-07,9.47,334,31.8,6066,3217,2849,12:38,2.19,1.44,0.97,2.13,6.9,0
T004606,2025-02-06,2025-02,2,71,R-02,TR-03,tractor-trailer,D-20,9.47,335,33.5,5420,2595,2825,09:37,2.11,0.79,1.49,2.04,6.66,0
T004607,2025-02-06,2025-02,2,71,R-02,TR-03,tractor-trailer,D-10,9.47,334,29.0,5917,3128,2789,07:32,2.24,1.12,0.87,2.05,7.7,0
T004608,2025-02-12,2025-02,2,71,R-02,TR-06,tractor-trailer,D-04,9.47,335,33.7,5372,2543,2829,10:50,1.43,0.36,0.59,1.94,6.03,0
T004609,2025-02-12,2025-02,2,71,R-02,TR-06,tractor-trailer,D-19,9.47,334,33.1,5925,3149,2776,09:00,1.12,0.0,0.39,1.91,5.56,0
T004610,2025-02-14,2025-02,2,71,R-02,DU-05,dump-truck,D-16,9.47,669,90.3,10308,4608,5699,07:16,1.69,0.97,1.24,2.07,9.61,0
T004611,2025-02-20,2025-02,2,71,R-02,TR-08,tractor-trailer,D-04,9.47,335,20.7,5359,2558,2802,14:08,2.55,1.48,0.74,2.21,6.41,0
T004612,2025-02-20,2025-02,2,71,R-02,TR-08,tractor-trailer,D-12,9.47,334,24.6,5768,2954,2814,10:37,1.96,1.04,0.8,1.91,6.75,0
T004613,2025-02-24,2025-02,2,71,R-02,TR-02,tractor-trailer,D-20,9.47,335,21.0,5607,2798,2809,12:22,2.11,1.04,0.9,2.11,6.47,0
T004614,2025-02-24,2025-02,2,71,R-02,TR-02,tractor-trailer,D-18,9.47,334,25.5,5657,2886,2771,09:17,3.37,2.21,0.31,2.17,6.15,0
T004615,2025-02-27,2025-02,2,71,R-02,TR-01,tractor-trailer,D-08,9.47,336,29.3,5895,3124,2772,14:19,2.04,1.01,0.15,1.95,6.04,0
T004616,2025-02-27,2025-02,2,71,R-02,TR-01,tractor-trailer,D-16,9.47,336,34.3,5688,2916,2772,09:40,1.53,0.73,1.94,2.07,5.63,0
T004617,2025-03-03,2025-03,2,71,R-02,TR-02,tractor-trailer,D-18,9.47,472,53.1,6785,2854,3931,14:08,1.9,0.66,0.71,1.93,6.85,0
T004618,2025-03-07,2025-03,2,71,R-02,TR-02,tractor-trailer,D-11,9.47,472,52.4,6689,2786,3902,07:54,2.6,1.51,1.38,2.02,6.75,0
T004619,2025-03-10,2025-03,2,71,R-02,TR-01,tractor-trailer,D-08,9.47,472,43.4,7032,3092,3940,11:18,1.85,0.64,0.69,2.15,5.72,0
T004620,2025-03-12,2025-03,2,71,R-02,TR-08,tractor-trailer,D-01,9.47,472,82.8,6532,2609,3923,14:13,2.76,2.01,1.94,2.05,7.4,0
T004621,2025-03-16,2025-03,2,71,R-02,TR-08,tractor-trailer,D-15,9.47,472,17.3,7060,3103,3957,13:56,1.04,0.13,0.81,1.94,7.54,0
T004622,2025-03-21,2025-03,2,71,R-02,TR-02,tractor-trailer,D-02,9.47,472,74.2,6941,3006,3935,10:17,1.71,0.62,2.26,1.99,5.92,0
T004623,2025-03-23,2025-03,2,71,R-02,DU-04,dump-truck,D-03,9.47,472,65.0,8696,4814,3882,10:19,2.37,1.33,1.4,2.15,9.08,0
T004624,2025-03-28,2025-03,2,71,R-02,TR-06,tractor-trailer,D-11,9.47,472,49.8,6558,2579,3979,08:13,2.69,1.77,0.0,2.25,6.4,0
T004625,2025-03-30,2025-03,2,71,R-02,DU-03,dump-truck,D-06,9.47,475,77.9,8191,4220,3971,13:27,1.13,0.29,0.53,2.03,8.61,0
T004626,2025-04-03,2025-04,2,71,R-02,MI-01,mini-truck,D-19,9.47,264,29.6,3828,1653,2176,14:09,1.62,0.68,0.5,2.13,4.24,0
T004627,2025-04-03,2025-04,2,71,R-02,MI-01,mini-truck,D-10,9.47,264,44.1,4039,1797,2243,07:36,2.11,1.28,0.97,1.92,4.6,0
T004628,2025-04-03,2025-04,2,71,R-02,MI-01,mini-truck,D-15,9.47,264,32.8,3657,1459,2198,09:18,1.73,0.32,0.43,2.05,4.72,0
T004629,2025-04-04,2025-04,2,71,R-02,DU-05,dump-truck,D-07,9.47,792,65.8,11000,4349,6651,09:42,2.2,1.07,0.53,1.99,9.58,0
T004630,2025-04-07,2025-04,2,71,R-02,TR-03,tractor-trailer,D-05,9.47,396,46.7,6139,2775,3365,14:17,2.79,1.52,1.71,2.19,6.34,0
