# SYNTHETIC. Fertiliser reservations: RESB, one per block, material and round. kzear X is a final issue. The 2025-03 round's issues dated after 2025-05-23 in ec_fertiliser.csv are open here, which is what they were on that day; 2025-10 is the programme on the books.
rsnum,matnr,werks,bdter,bdmng,enmng,meins,kzear,kostl,block_code,window
0000000720,FE-004,EC,2023-10-15,196.6,139.4,KG,X,EC-D5,184,2023-10
0000000721,FE-001,EC,2023-10-15,12579.4,10203.4,KG,X,EC-D5,185,2023-10
0000000722,FE-002,EC,2023-10-15,3096.5,3308.3,KG,X,EC-D5,185,2023-10
0000000723,FE-003,EC,2023-10-15,2322.4,1782.5,KG,X,EC-D5,185,2023-10
0000000724,FE-004,EC,2023-10-15,290.3,252.2,KG,X,EC-D5,185,2023-10
0000000725,FE-001,EC,2023-10-15,12680.2,10972.1,KG,X,EC-D5,186,2023-10
0000000726,FE-002,EC,2023-10-15,3121.3,1994.1,KG,X,EC-D5,186,2023-10
0000000727,FE-003,EC,2023-10-15,2341.0,2241.8,KG,X,EC-D5,186,2023-10
0000000728,FE-004,EC,2023-10-15,292.6,260.3,KG,X,EC-D5,186,2023-10
0000000729,FE-001,EC,2023-10-15,14839.2,12188.1,KG,X,EC-D5,187,2023-10
0000000730,FE-002,EC,2023-10-15,3652.7,3111.6,KG,X,EC-D5,187,2023-10
0000000731,FE-003,EC,2023-10-15,2739.5,2802.1,KG,X,EC-D5,187,2023-10
0000000732,FE-004,EC,2023-10-15,342.4,295.1,KG,X,EC-D5,187,2023-10
0000000733,FE-001,EC,2023-10-15,14222.1,8666.5,KG,X,EC-D5,188,2023-10
0000000734,FE-002,EC,2023-10-15,3500.8,3375.3,KG,X,EC-D5,188,2023-10
0000000735,FE-003,EC,2023-10-15,2625.6,2228.9,KG,X,EC-D5,188,2023-10
0000000736,FE-004,EC,2023-10-15,328.2,354.5,KG,X,EC-D5,188,2023-10
0000000737,FE-001,EC,2023-10-15,17280.6,15150.6,KG,X,EC-D5,189,2023-10
0000000738,FE-002,EC,2023-10-15,4253.7,4764.1,KG,X,EC-D5,189,2023-10
0000000739,FE-003,EC,2023-10-15,3190.3,3573.1,KG,X,EC-D5,189,2023-10
0000000740,FE-004,EC,2023-10-15,398.8,413.4,KG,X,EC-D5,189,2023-10
0000000741,FE-001,EC,2023-10-15,12200.3,13664.3,KG,X,EC-D5,190,2023-10
0000000742,FE-002,EC,2023-10-15,3003.2,2591.8,KG,X,EC-D5,190,2023-10
0000000743,FE-003,EC,2023-10-15,2252.4,1961.8,KG,X,EC-D5,190,2023-10
0000000744,FE-004,EC,2023-10-15,281.5,258.0,KG,X,EC-D5,190,2023-10
0000000745,FE-001,EC,2023-10-15,5151.2,3369.6,KG,X,EC-D5,192,2023-10
0000000746,FE-002,EC,2023-10-15,1268.0,1017.3,KG,X,EC-D5,192,2023-10
0000000747,FE-003,EC,2023-10-15,951.0,607.1,KG,X,EC-D5,192,2023-10
0000000748,FE-004,EC,2023-10-15,118.9,113.1,KG,X,EC-D5,192,2023-10
0000000749,FE-001,EC,2023-10-15,13316.0,9742.9,KG,X,EC-D5,193,2023-10
0000000750,FE-002,EC,2023-10-15,3277.8,3007.8,KG,X,EC-D5,193,2023-10
0000000751,FE-003,EC,2023-10-15,2458.3,1951.5,KG,X,EC-D5,193,2023-10
0000000752,FE-004,EC,2023-10-15,307.3,287.3,KG,X,EC-D5,193,2023-10
0000000753,FE-001,EC,2023-10-15,12936.2,8717.9,KG,X,EC-D5,194,2023-10
0000000754,FE-002,EC,2023-10-15,3184.3,3011.7,KG,X,EC-D5,194,2023-10
0000000755,FE-003,EC,2023-10-15,2388.2,1877.0,KG,X,EC-D5,194,2023-10
0000000756,FE-004,EC,2023-10-15,298.5,211.4,KG,X,EC-D5,194,2023-10
0000000757,FE-001,EC,2023-10-15,12587.7,14098.2,KG,X,EC-D5,195,2023-10
0000000758,FE-002,EC,2023-10-15,3098.5,3470.3,KG,X,EC-D5,195,2023-10
0000000759,FE-003,EC,2023-10-15,2323.9,2602.8,KG,X,EC-D5,195,2023-10
0000000760,FE-004,EC,2023-10-15,290.5,302.0,KG,X,EC-D5,195,2023-10
0000000761,FE-001,EC,2023-10-15,15170.0,14957.9,KG,X,EC-D5,196,2023-10
0000000762,FE-002,EC,2023-10-15,3734.1,2607.8,KG,X,EC-D5,196,2023-10
0000000763,FE-003,EC,2023-10-15,2800.6,2281.2,KG,X,EC-D5,196,2023-10
0000000764,FE-004,EC,2023-10-15,350.1,347.8,KG,X,EC-D5,196,2023-10
0000000765,FE-001,EC,2023-10-15,13862.1,11692.3,KG,X,EC-D5,197,2023-10
0000000766,FE-002,EC,2023-10-15,3412.2,3013.6,KG,X,EC-D5,197,2023-10
0000000767,FE-003,EC,2023-10-15,2559.2,1432.2,KG,X,EC-D5,197,2023-10
0000000768,FE-004,EC,2023-10-15,319.9,325.0,KG,X,EC-D5,197,2023-10
0000000769,FE-001,EC,2023-10-15,4160.2,2891.7,KG,X,EC-D5,198,2023-10
0000000770,FE-002,EC,2023-10-15,1024.0,1001.7,KG,X,EC-D5,198,2023-10
0000000771,FE-003,EC,2023-10-15,768.0,600.9,KG,X,EC-D5,198,2023-10
0000000772,FE-004,EC,2023-10-15,96.0,78.4,KG,X,EC-D5,198,2023-10
0000000773,FE-001,EC,2023-10-15,7794.9,6107.8,KG,X,EC-D5,199,2023-10
0000000774,FE-002,EC,2023-10-15,1918.7,2088.1,KG,X,EC-D5,199,2023-10
0000000775,FE-003,EC,2023-10-15,1439.1,860.9,KG,X,EC-D5,199,2023-10
0000000776,FE-004,EC,2023-10-15,179.9,188.1,KG,X,EC-D5,199,2023-10
0000000777,FE-001,EC,2023-10-15,9236.2,8317.1,KG,X,EC-D5,200,2023-10
0000000778,FE-002,EC,2023-10-15,2273.5,1979.6,KG,X,EC-D5,200,2023-10
0000000779,FE-003,EC,2023-10-15,1705.1,1865.4,KG,X,EC-D5,200,2023-10
0000000780,FE-004,EC,2023-10-15,213.1,182.9,KG,X,EC-D5,200,2023-10
0000000781,FE-001,EC,2023-10-15,18921.5,14420.6,KG,X,EC-D5,201,2023-10
0000000782,FE-002,EC,2023-10-15,4657.6,3563.4,KG,X,EC-D5,201,2023-10
0000000783,FE-003,EC,2023-10-15,3493.2,3771.2,KG,X,EC-D5,201,2023-10
0000000784,FE-004,EC,2023-10-15,436.7,326.4,KG,X,EC-D5,201,2023-10
0000000785,FE-001,EC,2023-10-15,13442.6,11378.7,KG,X,EC-D5,202,2023-10
0000000786,FE-002,EC,2023-10-15,3308.9,3530.7,KG,X,EC-D5,202,2023-10
0000000787,FE-003,EC,2023-10-15,2481.7,2367.2,KG,X,EC-D5,202,2023-10
0000000788,FE-004,EC,2023-10-15,310.2,277.5,KG,X,EC-D5,202,2023-10
0000000789,FE-001,EC,2023-10-15,1753.6,909.4,KG,X,EC-D5,373,2023-10
0000000790,FE-002,EC,2023-10-15,431.7,287.6,KG,X,EC-D5,373,2023-10
0000000791,FE-003,EC,2023-10-15,323.7,270.7,KG,X,EC-D5,373,2023-10
0000000792,FE-004,EC,2023-10-15,40.5,37.8,KG,X,EC-D5,373,2023-10
0000000793,FE-001,EC,2023-10-15,21505.6,16389.4,KG,X,EC-D6,203,2023-10
0000000794,FE-002,EC,2023-10-15,5293.7,4669.5,KG,X,EC-D6,203,2023-10
0000000795,FE-003,EC,2023-10-15,3970.3,3912.8,KG,X,EC-D6,203,2023-10
0000000796,FE-004,EC,2023-10-15,496.3,367.0,KG,X,EC-D6,203,2023-10
0000000797,FE-001,EC,2023-10-15,15239.2,12601.9,KG,X,EC-D6,204,2023-10
0000000798,FE-002,EC,2023-10-15,3751.2,3756.5,KG,X,EC-D6,204,2023-10
0000000799,FE-003,EC,2023-10-15,2813.4,2119.8,KG,X,EC-D6,204,2023-10
0000000800,FE-004,EC,2023-10-15,351.7,373.9,KG,X,EC-D6,204,2023-10
0000000801,FE-001,EC,2023-10-15,11235.8,8892.9,KG,X,EC-D6,205,2023-10
0000000802,FE-002,EC,2023-10-15,2765.7,1669.3,KG,X,EC-D6,205,2023-10
0000000803,FE-003,EC,2023-10-15,2074.3,1847.7,KG,X,EC-D6,205,2023-10
0000000804,FE-004,EC,2023-10-15,259.3,264.1,KG,X,EC-D6,205,2023-10
0000000805,FE-001,EC,2023-10-15,11227.4,10867.6,KG,X,EC-D6,206,2023-10
0000000806,FE-002,EC,2023-10-15,2763.7,2562.0,KG,X,EC-D6,206,2023-10
0000000807,FE-003,EC,2023-10-15,2072.8,1277.7,KG,X,EC-D6,206,2023-10
0000000808,FE-004,EC,2023-10-15,259.1,183.8,KG,X,EC-D6,206,2023-10
0000000809,FE-001,EC,2023-10-15,12913.3,10039.0,KG,X,EC-D6,207,2023-10
0000000810,FE-002,EC,2023-10-15,3178.7,2607.2,KG,X,EC-D6,207,2023-10
0000000811,FE-003,EC,2023-10-15,2384.0,1300.5,KG,X,EC-D6,207,2023-10
0000000812,FE-004,EC,2023-10-15,298.0,279.4,KG,X,EC-D6,207,2023-10
0000000813,FE-001,EC,2023-10-15,12401.5,10121.7,KG,X,EC-D6,208,2023-10
0000000814,FE-002,EC,2023-10-15,3052.7,3195.1,KG,X,EC-D6,208,2023-10
0000000815,FE-003,EC,2023-10-15,2289.5,1799.9,KG,X,EC-D6,208,2023-10
0000000816,FE-004,EC,2023-10-15,286.2,274.4,KG,X,EC-D6,208,2023-10
0000000817,FE-001,EC,2023-10-15,12255.5,11858.9,KG,X,EC-D6,209,2023-10
0000000818,FE-002,EC,2023-10-15,3016.7,2378.1,KG,X,EC-D6,209,2023-10
0000000819,FE-003,EC,2023-10-15,2262.6,2092.0,KG,X,EC-D6,209,2023-10
0000000820,FE-004,EC,2023-10-15,282.8,99.0,KG,X,EC-D6,209,2023-10
0000000821,FE-001,EC,2023-10-15,14752.7,10154.7,KG,X,EC-D6,210,2023-10
0000000822,FE-002,EC,2023-10-15,3631.4,3511.5,KG,X,EC-D6,210,2023-10
0000000823,FE-003,EC,2023-10-15,2723.6,2812.1,KG,X,EC-D6,210,2023-10
0000000824,FE-004,EC,2023-10-15,340.4,373.8,KG,X,EC-D6,210,2023-10
0000000825,FE-001,EC,2023-10-15,12287.8,8174.7,KG,X,EC-D6,211,2023-10
0000000826,FE-002,EC,2023-10-15,3024.7,2581.9,KG,X,EC-D6,211,2023-10
0000000827,FE-003,EC,2023-10-15,2268.5,1662.5,KG,X,EC-D6,211,2023-10
0000000828,FE-004,EC,2023-10-15,283.6,297.3,KG,X,EC-D6,211,2023-10
0000000829,FE-001,EC,2023-10-15,12127.1,7788.6,KG,X,EC-D6,212,2023-10
0000000830,FE-002,EC,2023-10-15,2985.1,3343.3,KG,X,EC-D6,212,2023-10
0000000831,FE-003,EC,2023-10-15,2238.8,1798.1,KG,X,EC-D6,212,2023-10
0000000832,FE-004,EC,2023-10-15,279.9,302.7,KG,X,EC-D6,212,2023-10
0000000833,FE-001,EC,2023-10-15,12906.5,13635.9,KG,X,EC-D6,213,2023-10
0000000834,FE-002,EC,2023-10-15,3177.0,3260.9,KG,X,EC-D6,213,2023-10
0000000835,FE-003,EC,2023-10-15,2382.7,1981.6,KG,X,EC-D6,213,2023-10
0000000836,FE-004,EC,2023-10-15,297.8,280.7,KG,X,EC-D6,213,2023-10
0000000837,FE-001,EC,2023-10-15,15622.3,16666.3,KG,X,EC-D6,214,2023-10
0000000838,FE-002,EC,2023-10-15,3845.5,2529.9,KG,X,EC-D6,214,2023-10
0000000839,FE-003,EC,2023-10-15,2884.1,3230.2,KG,X,EC-D6,214,2023-10
0000000840,FE-004,EC,2023-10-15,360.5,395.9,KG,X,EC-D6,214,2023-10
0000000841,FE-001,EC,2023-10-15,13398.0,12966.6,KG,X,EC-D6,215,2023-10
0000000842,FE-002,EC,2023-10-15,3298.0,3693.8,KG,X,EC-D6,215,2023-10
0000000843,FE-003,EC,2023-10-15,2473.5,2329.6,KG,X,EC-D6,215,2023-10
0000000844,FE-004,EC,2023-10-15,309.2,239.8,KG,X,EC-D6,215,2023-10
0000000845,FE-001,EC,2023-10-15,14181.6,8528.2,KG,X,EC-D6,216,2023-10
0000000846,FE-002,EC,2023-10-15,3490.8,3873.7,KG,X,EC-D6,216,2023-10
0000000847,FE-003,EC,2023-10-15,2618.1,2155.9,KG,X,EC-D6,216,2023-10
0000000848,FE-004,EC,2023-10-15,327.3,346.3,KG,X,EC-D6,216,2023-10
0000000849,FE-001,EC,2023-10-15,13600.3,14347.5,KG,X,EC-D6,222,2023-10
0000000850,FE-002,EC,2023-10-15,3347.8,3233.8,KG,X,EC-D6,222,2023-10
0000000851,FE-003,EC,2023-10-15,2510.8,1741.3,KG,X,EC-D6,222,2023-10
0000000852,FE-004,EC,2023-10-15,313.9,246.8,KG,X,EC-D6,222,2023-10
0000000853,FE-001,EC,2023-10-15,12804.8,8946.9,KG,X,EC-D6,223,2023-10
0000000854,FE-002,EC,2023-10-15,3152.0,2407.8,KG,X,EC-D6,223,2023-10
0000000855,FE-003,EC,2023-10-15,2364.0,2339.7,KG,X,EC-D6,223,2023-10
0000000856,FE-004,EC,2023-10-15,295.5,244.2,KG,X,EC-D6,223,2023-10
0000000857,FE-001,EC,2023-10-15,12358.9,12437.5,KG,X,EC-D6,230,2023-10
0000000858,FE-002,EC,2023-10-15,3042.2,1249.4,KG,X,EC-D6,230,2023-10
0000000859,FE-003,EC,2023-10-15,2281.6,2111.4,KG,X,EC-D6,230,2023-10
0000000860,FE-004,EC,2023-10-15,285.2,293.6,KG,X,EC-D6,230,2023-10
0000000861,FE-001,EC,2023-10-15,13199.3,11988.6,KG,X,EC-D6,245,2023-10
0000000862,FE-002,EC,2023-10-15,3249.1,3639.0,KG,X,EC-D6,245,2023-10
0000000863,FE-003,EC,2023-10-15,2436.8,1907.9,KG,X,EC-D6,245,2023-10
0000000864,FE-004,EC,2023-10-15,304.6,263.5,KG,X,EC-D6,245,2023-10
0000000865,FE-001,EC,2023-10-15,10100.8,6188.0,KG,X,EC-D6,246,2023-10
0000000866,FE-002,EC,2023-10-15,2486.4,2351.0,KG,X,EC-D6,246,2023-10
0000000867,FE-003,EC,2023-10-15,1864.8,1166.2,KG,X,EC-D6,246,2023-10
0000000868,FE-004,EC,2023-10-15,233.1,179.3,KG,X,EC-D6,246,2023-10
0000000869,FE-001,EC,2023-10-15,7045.7,7291.0,KG,X,EC-D6,247,2023-10
0000000870,FE-002,EC,2023-10-15,1734.3,1426.9,KG,X,EC-D6,247,2023-10
0000000871,FE-003,EC,2023-10-15,1300.7,674.8,KG,X,EC-D6,247,2023-10
0000000872,FE-004,EC,2023-10-15,162.6,167.2,KG,X,EC-D6,247,2023-10
0000000873,FE-001,EC,2023-10-15,15186.3,14616.5,KG,X,EC-D6,248,2023-10
0000000874,FE-002,EC,2023-10-15,3738.2,3389.4,KG,X,EC-D6,248,2023-10
0000000875,FE-003,EC,2023-10-15,2803.6,2615.2,KG,X,EC-D6,248,2023-10
0000000876,FE-004,EC,2023-10-15,350.5,254.7,KG,X,EC-D6,248,2023-10
0000000877,FE-001,EC,2023-10-15,11889.1,11505.8,KG,X,EC-D6,249,2023-10
0000000878,FE-002,EC,2023-10-15,2926.6,2302.0,KG,X,EC-D6,249,2023-10
0000000879,FE-003,EC,2023-10-15,2194.9,1739.7,KG,X,EC-D6,249,2023-10
0000000880,FE-004,EC,2023-10-15,274.4,288.0,KG,X,EC-D6,249,2023-10
0000000881,FE-001,EC,2023-10-15,12038.2,11686.1,KG,X,EC-D6,250,2023-10
0000000882,FE-002,EC,2023-10-15,2963.3,2598.0,KG,X,EC-D6,250,2023-10
0000000883,FE-003,EC,2023-10-15,2222.4,2489.1,KG,X,EC-D6,250,2023-10
0000000884,FE-004,EC,2023-10-15,277.8,164.6,KG,X,EC-D6,250,2023-10
0000000885,FE-001,EC,2023-10-15,11607.6,9319.0,KG,X,EC-D6,251,2023-10
0000000886,FE-002,EC,2023-10-15,2857.3,2785.4,KG,X,EC-D6,251,2023-10
0000000887,FE-003,EC,2023-10-15,2142.9,1618.1,KG,X,EC-D6,251,2023-10
0000000888,FE-004,EC,2023-10-15,267.9,277.4,KG,X,EC-D6,251,2023-10
0000000889,FE-001,EC,2023-10-15,13376.9,10200.7,KG,X,EC-D6,252,2023-10
0000000890,FE-002,EC,2023-10-15,3292.8,3450.3,KG,X,EC-D6,252,2023-10
0000000891,FE-003,EC,2023-10-15,2469.6,2545.0,KG,X,EC-D6,252,2023-10
0000000892,FE-004,EC,2023-10-15,308.7,228.0,KG,X,EC-D6,252,2023-10
0000000893,FE-001,EC,2023-10-15,8308.1,8403.8,KG,X,EC-D6,253,2023-10
0000000894,FE-002,EC,2023-10-15,2045.1,2290.5,KG,X,EC-D6,253,2023-10
0000000895,FE-003,EC,2023-10-15,1533.8,1589.2,KG,X,EC-D6,253,2023-10
0000000896,FE-004,EC,2023-10-15,191.7,177.2,KG,X,EC-D6,253,2023-10
0000000897,FE-001,EC,2023-10-15,8914.3,5399.4,KG,X,EC-D6,254,2023-10
0000000898,FE-002,EC,2023-10-15,2194.3,1770.9,KG,X,EC-D6,254,2023-10
0000000899,FE-003,EC,2023-10-15,1645.7,756.7,KG,X,EC-D6,254,2023-10
0000000900,FE-004,EC,2023-10-15,205.7,230.4,KG,X,EC-D6,254,2023-10
0000000901,FE-001,EC,2023-10-15,14121.9,15816.5,KG,X,EC-D6,255,2023-10
0000000902,FE-002,EC,2023-10-15,3476.2,2575.0,KG,X,EC-D6,255,2023-10
0000000903,FE-003,EC,2023-10-15,2607.1,1866.9,KG,X,EC-D6,255,2023-10
0000000904,FE-004,EC,2023-10-15,325.9,206.8,KG,X,EC-D6,255,2023-10
0000000905,FE-001,EC,2023-10-15,15022.9,13030.5,KG,X,EC-D6,256,2023-10
0000000906,FE-002,EC,2023-10-15,3697.9,4141.6,KG,X,EC-D6,256,2023-10
0000000907,FE-003,EC,2023-10-15,2773.4,1964.2,KG,X,EC-D6,256,2023-10
0000000908,FE-004,EC,2023-10-15,346.7,272.4,KG,X,EC-D6,256,2023-10
0000000909,FE-001,EC,2023-10-15,12807.8,11803.9,KG,X,EC-D6,257,2023-10
0000000910,FE-002,EC,2023-10-15,3152.7,2218.0,KG,X,EC-D6,257,2023-10
0000000911,FE-003,EC,2023-10-15,2364.5,2373.1,KG,X,EC-D6,257,2023-10
0000000912,FE-004,EC,2023-10-15,295.6,246.9,KG,X,EC-D6,257,2023-10
0000000913,FE-001,EC,2023-10-15,5357.3,4618.7,KG,X,EC-D6,258,2023-10
0000000914,FE-002,EC,2023-10-15,1318.7,981.2,KG,X,EC-D6,258,2023-10
0000000915,FE-003,EC,2023-10-15,989.0,873.3,KG,X,EC-D6,258,2023-10
0000000916,FE-004,EC,2023-10-15,123.6,116.3,KG,X,EC-D6,258,2023-10
0000000917,FE-001,EC,2023-10-15,13637.5,11707.0,KG,X,EC-D6,259,2023-10
0000000918,FE-002,EC,2023-10-15,3356.9,3615.0,KG,X,EC-D6,259,2023-10
0000000919,FE-003,EC,2023-10-15,2517.7,948.3,KG,X,EC-D6,259,2023-10
0000000920,FE-004,EC,2023-10-15,314.7,262.3,KG,X,EC-D6,259,2023-10
0000000921,FE-001,EC,2023-10-15,6795.4,5538.1,KG,X,EC-D6,260,2023-10
0000000922,FE-002,EC,2023-10-15,1672.7,1053.1,KG,X,EC-D6,260,2023-10
0000000923,FE-003,EC,2023-10-15,1254.5,1405.0,KG,X,EC-D6,260,2023-10
0000000924,FE-004,EC,2023-10-15,156.8,156.9,KG,X,EC-D6,260,2023-10
0000000925,FE-001,EC,2023-10-15,8950.0,9744.0,KG,X,EC-D6,261,2023-10
0000000926,FE-002,EC,2023-10-15,2203.1,1874.8,KG,X,EC-D6,261,2023-10
0000000927,FE-003,EC,2023-10-15,1652.3,1494.8,KG,X,EC-D6,261,2023-10
0000000928,FE-004,EC,2023-10-15,206.5,99.3,KG,X,EC-D6,261,2023-10
0000000929,FE-001,EC,2023-10-15,12675.6,9889.7,KG,X,EC-D6,262,2023-10
0000000930,FE-002,EC,2023-10-15,3120.2,3494.6,KG,X,EC-D6,262,2023-10
0000000931,FE-003,EC,2023-10-15,2340.1,1778.0,KG,X,EC-D6,262,2023-10
0000000932,FE-004,EC,2023-10-15,292.5,254.9,KG,X,EC-D6,262,2023-10
0000000933,FE-001,EC,2023-10-15,13268.5,11482.5,KG,X,EC-D6,263,2023-10
0000000934,FE-002,EC,2023-10-15,3266.1,3394.8,KG,X,EC-D6,263,2023-10
0000000935,FE-003,EC,2023-10-15,2449.6,2400.5,KG,X,EC-D6,263,2023-10
0000000936,FE-004,EC,2023-10-15,306.2,190.7,KG,X,EC-D6,263,2023-10
0000000937,FE-001,EC,2023-10-15,5670.1,4682.9,KG,X,EC-D6,264,2023-10
0000000938,FE-002,EC,2023-10-15,1395.7,1113.9,KG,X,EC-D6,264,2023-10
0000000939,FE-003,EC,2023-10-15,1046.8,771.2,KG,X,EC-D6,264,2023-10
0000000940,FE-004,EC,2023-10-15,130.8,107.6,KG,X,EC-D6,264,2023-10
0000000941,FE-001,EC,2023-10-15,7554.7,6539.5,KG,X,EC-D6,265,2023-10
0000000942,FE-002,EC,2023-10-15,1859.6,1684.5,KG,X,EC-D6,265,2023-10
0000000943,FE-003,EC,2023-10-15,1394.7,1144.3,KG,X,EC-D6,265,2023-10
0000000944,FE-004,EC,2023-10-15,174.3,93.0,KG,X,EC-D6,265,2023-10
0000000945,FE-001,EC,2023-10-15,12729.7,8320.9,KG,X,EC-D6,266,2023-10
0000000946,FE-002,EC,2023-10-15,3133.5,2313.8,KG,X,EC-D6,266,2023-10
0000000947,FE-003,EC,2023-10-15,2350.1,2139.8,KG,X,EC-D6,266,2023-10
0000000948,FE-004,EC,2023-10-15,293.8,261.2,KG,X,EC-D6,266,2023-10
0000000949,FE-001,EC,2023-10-15,8047.3,5081.5,KG,X,EC-D6,267,2023-10
0000000950,FE-002,EC,2023-10-15,1980.9,1742.4,KG,X,EC-D6,267,2023-10
0000000951,FE-003,EC,2023-10-15,1485.7,1460.0,KG,X,EC-D6,267,2023-10
0000000952,FE-004,EC,2023-10-15,185.7,130.2,KG,X,EC-D6,267,2023-10
0000000953,FE-001,EC,2023-10-15,8974.8,6982.7,KG,X,EC-D6,268,2023-10
0000000954,FE-002,EC,2023-10-15,2209.2,1597.6,KG,X,EC-D6,268,2023-10
0000000955,FE-003,EC,2023-10-15,1656.9,1733.7,KG,X,EC-D6,268,2023-10
0000000956,FE-004,EC,2023-10-15,207.1,225.3,KG,X,EC-D6,268,2023-10
0000000957,FE-001,EC,2023-10-15,9188.5,7451.8,KG,X,EC-D6,269,2023-10
0000000958,FE-002,EC,2023-10-15,2261.8,1662.4,KG,X,EC-D6,269,2023-10
0000000959,FE-003,EC,2023-10-15,1696.3,1825.7,KG,X,EC-D6,269,2023-10
0000000960,FE-004,EC,2023-10-15,212.0,237.4,KG,X,EC-D6,269,2023-10
0000000961,FE-001,EC,2023-10-15,6407.2,5852.7,KG,X,EC-D6,270,2023-10
0000000962,FE-002,EC,2023-10-15,1577.2,1520.3,KG,X,EC-D6,270,2023-10
0000000963,FE-003,EC,2023-10-15,1182.9,1191.6,KG,X,EC-D6,270,2023-10
0000000964,FE-004,EC,2023-10-15,147.9,117.9,KG,X,EC-D6,270,2023-10
0000000965,FE-001,EC,2023-10-15,9404.2,8409.3,KG,X,EC-D6,271,2023-10
0000000966,FE-002,EC,2023-10-15,2314.9,2559.0,KG,X,EC-D6,271,2023-10
0000000967,FE-003,EC,2023-10-15,1736.2,837.7,KG,X,EC-D6,271,2023-10
0000000968,FE-004,EC,2023-10-15,217.0,108.6,KG,X,EC-D6,271,2023-10
0000000969,FE-001,EC,2023-10-15,11552.6,8048.5,KG,X,EC-D6,272,2023-10
0000000970,FE-002,EC,2023-10-15,2843.7,2623.3,KG,X,EC-D6,272,2023-10
0000000971,FE-003,EC,2023-10-15,2132.8,2104.3,KG,X,EC-D6,272,2023-10
0000000972,FE-004,EC,2023-10-15,266.6,205.0,KG,X,EC-D6,272,2023-10
0000000973,FE-001,EC,2023-10-15,17943.7,19717.4,KG,X,EC-D6,379,2023-10
0000000974,FE-002,EC,2023-10-15,4416.9,3614.2,KG,X,EC-D6,379,2023-10
0000000975,FE-003,EC,2023-10-15,3312.7,3245.2,KG,X,EC-D6,379,2023-10
0000000976,FE-004,EC,2023-10-15,414.1,454.6,KG,X,EC-D6,379,2023-10
0000000977,FE-001,EC,2023-10-15,12846.2,10573.2,KG,X,EC-D6,380,2023-10
0000000978,FE-002,EC,2023-10-15,3162.1,2910.3,KG,X,EC-D6,380,2023-10
0000000979,FE-003,EC,2023-10-15,2371.6,1409.6,KG,X,EC-D6,380,2023-10
0000000980,FE-004,EC,2023-10-15,296.5,306.5,KG,X,EC-D6,380,2023-10
0000000981,FE-001,EC,2023-10-15,6292.2,4655.2,KG,X,EC-D7,287,2023-10
0000000982,FE-002,EC,2023-10-15,1548.8,1382.7,KG,X,EC-D7,287,2023-10
0000000983,FE-003,EC,2023-10-15,1161.6,904.7,KG,X,EC-D7,287,2023-10
0000000984,FE-004,EC,2023-10-15,145.2,158.5,KG,X,EC-D7,287,2023-10
0000000985,FE-001,EC,2023-10-15,2797.2,2078.8,KG,X,EC-D7,288,2023-10
0000000986,FE-002,EC,2023-10-15,688.6,743.4,KG,X,EC-D7,288,2023-10
0000000987,FE-003,EC,2023-10-15,516.4,539.7,KG,X,EC-D7,288,2023-10
0000000988,FE-004,EC,2023-10-15,64.6,62.9,KG,X,EC-D7,288,2023-10
0000000989,FE-001,EC,2023-10-15,8290.5,5818.6,KG,X,EC-D7,289,2023-10
0000000990,FE-002,EC,2023-10-15,2040.7,2285.6,KG,X,EC-D7,289,2023-10
0000000991,FE-003,EC,2023-10-15,1530.6,1688.6,KG,X,EC-D7,289,2023-10
0000000992,FE-004,EC,2023-10-15,191.3,174.4,KG,X,EC-D7,289,2023-10
0000000993,FE-001,EC,2023-10-15,10683.7,9230.8,KG,X,EC-D7,290,2023-10
0000000994,FE-002,EC,2023-10-15,2629.8,2501.1,KG,X,EC-D7,290,2023-10
0000000995,FE-003,EC,2023-10-15,1972.4,1261.6,KG,X,EC-D7,290,2023-10
0000000996,FE-004,EC,2023-10-15,246.5,209.6,KG,X,EC-D7,290,2023-10
0000000997,FE-001,EC,2023-10-15,12381.6,7590.3,KG,X,EC-D7,291,2023-10
0000000998,FE-002,EC,2023-10-15,3047.8,3232.4,KG,X,EC-D7,291,2023-10
0000000999,FE-003,EC,2023-10-15,2285.8,2208.0,KG,X,EC-D7,291,2023-10
0000001000,FE-004,EC,2023-10-15,285.7,320.0,KG,X,EC-D7,291,2023-10
0000001001,FE-001,EC,2023-10-15,8465.0,8639.4,KG,X,EC-D7,292,2023-10
0000001002,FE-002,EC,2023-10-15,2083.7,2187.0,KG,X,EC-D7,292,2023-10
0000001003,FE-003,EC,2023-10-15,1562.8,1326.3,KG,X,EC-D7,292,2023-10
0000001004,FE-004,EC,2023-10-15,195.3,200.4,KG,X,EC-D7,292,2023-10
0000001005,FE-001,EC,2023-10-15,11419.4,8429.5,KG,X,EC-D7,293,2023-10
0000001006,FE-002,EC,2023-10-15,2810.9,3026.8,KG,X,EC-D7,293,2023-10
0000001007,FE-003,EC,2023-10-15,2108.2,2259.5,KG,X,EC-D7,293,2023-10
0000001008,FE-004,EC,2023-10-15,263.5,219.5,KG,X,EC-D7,293,2023-10
0000001009,FE-001,EC,2023-10-15,5417.6,5522.9,KG,X,EC-D7,294,2023-10
0000001010,FE-002,EC,2023-10-15,1333.6,827.9,KG,X,EC-D7,294,2023-10
0000001011,FE-003,EC,2023-10-15,1000.2,766.0,KG,X,EC-D7,294,2023-10
