# SYNTHETIC. 36 months of block-level harvest, 2022-06 to 2025-05. The 5 months flagged observed=1 are the client's REAL recorded figures. The rest are back-cast from them using REAL rainfall at the agronomic lags (sex determination 20-24 months, abortion 8-10 months), a seasonal term and an age trend. EPMS holds the real history; the export was cut to five months.
division_code,block_code,month,bunches,planted_ha,palm_age_years,observed
2,74,2025-03,6119,28.51,10.83,1
2,74,2025-04,4454,28.51,10.92,1
2,74,2025-05,7821,28.51,11.0,1
2,382,2022-06,4839,28.8,5.08,0
2,382,2022-07,5645,28.8,5.17,0
2,382,2022-08,5682,28.8,5.25,0
2,382,2022-09,5861,28.8,5.33,0
2,382,2022-10,4870,28.8,5.42,0
2,382,2022-11,5023,28.8,5.5,0
2,382,2022-12,5511,28.8,5.58,0
2,382,2023-01,4724,28.8,5.67,0
2,382,2023-02,4549,28.8,5.75,0
2,382,2023-03,5267,28.8,5.83,0
2,382,2023-04,5722,28.8,5.92,0
2,382,2023-05,5170,28.8,6.0,0
2,382,2023-06,5704,28.8,6.08,0
2,382,2023-07,6409,28.8,6.17,0
2,382,2023-08,6087,28.8,6.25,0
2,382,2023-09,6014,28.8,6.33,0
2,382,2023-10,5090,28.8,6.42,0
2,382,2023-11,5751,28.8,6.5,0
2,382,2023-12,5662,28.8,6.58,0
2,382,2024-01,5611,28.8,6.67,0
2,382,2024-02,5729,28.8,6.75,0
2,382,2024-03,5214,28.8,6.83,0
2,382,2024-04,5837,28.8,6.92,0
2,382,2024-05,6114,28.8,7.0,0
2,382,2024-06,5721,28.8,7.08,0
2,382,2024-07,6201,28.8,7.17,0
2,382,2024-08,6147,28.8,7.25,0
2,382,2024-09,5799,28.8,7.33,0
2,382,2024-10,5934,28.8,7.42,0
2,382,2024-11,5605,28.8,7.5,0
2,382,2024-12,5695,28.8,7.58,0
2,382,2025-01,7788,28.8,7.67,1
2,382,2025-02,7412,28.8,7.75,1
2,382,2025-03,7732,28.8,7.83,1
2,382,2025-04,6655,28.8,7.92,1
2,382,2025-05,7278,28.8,8.0,1
3,75,2022-06,5422,35.39,7.08,0
3,75,2022-07,6793,35.39,7.17,0
3,75,2022-08,6289,35.39,7.25,0
3,75,2022-09,6121,35.39,7.33,0
3,75,2022-10,5801,35.39,7.42,0
3,75,2022-11,5537,35.39,7.5,0
3,75,2022-12,5881,35.39,7.58,0
3,75,2023-01,5698,35.39,7.67,0
3,75,2023-02,5778,35.39,7.75,0
3,75,2023-03,6545,35.39,7.83,0
3,75,2023-04,6792,35.39,7.92,0
3,75,2023-05,6713,35.39,8.0,0
3,75,2023-06,7171,35.39,8.08,0
3,75,2023-07,6994,35.39,8.17,0
3,75,2023-08,6432,35.39,8.25,0
3,75,2023-09,6443,35.39,8.33,0
3,75,2023-10,6159,35.39,8.42,0
3,75,2023-11,5540,35.39,8.5,0
3,75,2023-12,5603,35.39,8.58,0
3,75,2024-01,5784,35.39,8.67,0
3,75,2024-02,5674,35.39,8.75,0
3,75,2024-03,6424,35.39,8.83,0
3,75,2024-04,5693,35.39,8.92,0
3,75,2024-05,6366,35.39,9.0,0
3,75,2024-06,7250,35.39,9.08,0
3,75,2024-07,6956,35.39,9.17,0
3,75,2024-08,6630,35.39,9.25,0
3,75,2024-09,7250,35.39,9.33,0
3,75,2024-10,6458,35.39,9.42,0
3,75,2024-11,6595,35.39,9.5,0
3,75,2024-12,6697,35.39,9.58,0
3,75,2025-01,8074,35.39,9.67,1
3,75,2025-02,10832,35.39,9.75,1
3,75,2025-03,5898,35.39,9.83,1
3,75,2025-04,9286,35.39,9.92,1
3,75,2025-05,4823,35.39,10.0,1
3,76,2022-06,5536,28.17,7.08,0
3,76,2022-07,6770,28.17,7.17,0
3,76,2022-08,6938,28.17,7.25,0
3,76,2022-09,6695,28.17,7.33,0
3,76,2022-10,5797,28.17,7.42,0
3,76,2022-11,5558,28.17,7.5,0
3,76,2022-12,5661,28.17,7.58,0
3,76,2023-01,5174,28.17,7.67,0
3,76,2023-02,5853,28.17,7.75,0
3,76,2023-03,6808,28.17,7.83,0
3,76,2023-04,6056,28.17,7.92,0
3,76,2023-05,6246,28.17,8.0,0
3,76,2023-06,6743,28.17,8.08,0
3,76,2023-07,6473,28.17,8.17,0
3,76,2023-08,7280,28.17,8.25,0
3,76,2023-09,6293,28.17,8.33,0
3,76,2023-10,5914,28.17,8.42,0
3,76,2023-11,5836,28.17,8.5,0
3,76,2023-12,5737,28.17,8.58,0
3,76,2024-01,6285,28.17,8.67,0
3,76,2024-02,5679,28.17,8.75,0
3,76,2024-03,6365,28.17,8.83,0
3,76,2024-04,6037,28.17,8.92,0
3,76,2024-05,6686,28.17,9.0,0
3,76,2024-06,7018,28.17,9.08,0
3,76,2024-07,7406,28.17,9.17,0
3,76,2024-08,7348,28.17,9.25,0
3,76,2024-09,6586,28.17,9.33,0
3,76,2024-10,5886,28.17,9.42,0
3,76,2024-11,6876,28.17,9.5,0
3,76,2024-12,6871,28.17,9.58,0
3,76,2025-01,7687,28.17,9.67,1
3,76,2025-02,8342,28.17,9.75,1
3,76,2025-03,4184,28.17,9.83,1
3,76,2025-04,13320,28.17,9.92,1
3,76,2025-05,5077,28.17,10.0,1
3,77,2022-06,6453,28.4,7.08,0
3,77,2022-07,6743,28.4,7.17,0
3,77,2022-08,7102,28.4,7.25,0
3,77,2022-09,6483,28.4,7.33,0
3,77,2022-10,5750,28.4,7.42,0
3,77,2022-11,5943,28.4,7.5,0
3,77,2022-12,6697,28.4,7.58,0
3,77,2023-01,6062,28.4,7.67,0
3,77,2023-02,5809,28.4,7.75,0
3,77,2023-03,6445,28.4,7.83,0
3,77,2023-04,6788,28.4,7.92,0
3,77,2023-05,6746,28.4,8.0,0
3,77,2023-06,7405,28.4,8.08,0
3,77,2023-07,6631,28.4,8.17,0
3,77,2023-08,7647,28.4,8.25,0
3,77,2023-09,7491,28.4,8.33,0
3,77,2023-10,7196,28.4,8.42,0
3,77,2023-11,6389,28.4,8.5,0
3,77,2023-12,6742,28.4,8.58,0
3,77,2024-01,6059,28.4,8.67,0
3,77,2024-02,6033,28.4,8.75,0
3,77,2024-03,6061,28.4,8.83,0
3,77,2024-04,6637,28.4,8.92,0
3,77,2024-05,6630,28.4,9.0,0
3,77,2024-06,6950,28.4,9.08,0
3,77,2024-07,6987,28.4,9.17,0
3,77,2024-08,7171,28.4,9.25,0
3,77,2024-09,7426,28.4,9.33,0
3,77,2024-10,6118,28.4,9.42,0
3,77,2024-11,7270,28.4,9.5,0
3,77,2024-12,6808,28.4,9.58,0
3,77,2025-01,7216,28.4,9.67,1
3,77,2025-02,6472,28.4,9.75,1
3,77,2025-03,7957,28.4,9.83,1
3,77,2025-04,13744,28.4,9.92,1
3,77,2025-05,4831,28.4,10.0,1
3,78,2022-06,5560,28.85,7.08,0
3,78,2022-07,5661,28.85,7.17,0
3,78,2022-08,5304,28.85,7.25,0
3,78,2022-09,4999,28.85,7.33,0
3,78,2022-10,5262,28.85,7.42,0
3,78,2022-11,5455,28.85,7.5,0
3,78,2022-12,5057,28.85,7.58,0
3,78,2023-01,5111,28.85,7.67,0
3,78,2023-02,4463,28.85,7.75,0
3,78,2023-03,5564,28.85,7.83,0
3,78,2023-04,5251,28.85,7.92,0
3,78,2023-05,5219,28.85,8.0,0
3,78,2023-06,5603,28.85,8.08,0
3,78,2023-07,5771,28.85,8.17,0
3,78,2023-08,5793,28.85,8.25,0
3,78,2023-09,5157,28.85,8.33,0
3,78,2023-10,4963,28.85,8.42,0
3,78,2023-11,5452,28.85,8.5,0
3,78,2023-12,5704,28.85,8.58,0
3,78,2024-01,5484,28.85,8.67,0
3,78,2024-02,5665,28.85,8.75,0
3,78,2024-03,4909,28.85,8.83,0
3,78,2024-04,5441,28.85,8.92,0
3,78,2024-05,5818,28.85,9.0,0
3,78,2024-06,6163,28.85,9.08,0
3,78,2024-07,6239,28.85,9.17,0
3,78,2024-08,5522,28.85,9.25,0
3,78,2024-09,5696,28.85,9.33,0
3,78,2024-10,5803,28.85,9.42,0
3,78,2024-11,5277,28.85,9.5,0
3,78,2024-12,6060,28.85,9.58,0
3,78,2025-01,6972,28.85,9.67,1
3,78,2025-02,4080,28.85,9.75,1
3,78,2025-03,6014,28.85,9.83,1
3,78,2025-04,12735,28.85,9.92,1
3,78,2025-05,3479,28.85,10.0,1
3,79,2022-06,3790,18.46,7.08,0
3,79,2022-07,3719,18.46,7.17,0
3,79,2022-08,3482,18.46,7.25,0
3,79,2022-09,3416,18.46,7.33,0
3,79,2022-10,3908,18.46,7.42,0
3,79,2022-11,3350,18.46,7.5,0
3,79,2022-12,3406,18.46,7.58,0
3,79,2023-01,3530,18.46,7.67,0
3,79,2023-02,3163,18.46,7.75,0
3,79,2023-03,3445,18.46,7.83,0
3,79,2023-04,3962,18.46,7.92,0
3,79,2023-05,3906,18.46,8.0,0
3,79,2023-06,3952,18.46,8.08,0
3,79,2023-07,3981,18.46,8.17,0
3,79,2023-08,3815,18.46,8.25,0
3,79,2023-09,3991,18.46,8.33,0
3,79,2023-10,3993,18.46,8.42,0
3,79,2023-11,3397,18.46,8.5,0
3,79,2023-12,3352,18.46,8.58,0
3,79,2024-01,4037,18.46,8.67,0
3,79,2024-02,3738,18.46,8.75,0
3,79,2024-03,3756,18.46,8.83,0
3,79,2024-04,3595,18.46,8.92,0
3,79,2024-05,4098,18.46,9.0,0
3,79,2024-06,4106,18.46,9.08,0
3,79,2024-07,4258,18.46,9.17,0
3,79,2024-08,3950,18.46,9.25,0
3,79,2024-09,4303,18.46,9.33,0
3,79,2024-10,3693,18.46,9.42,0
3,79,2024-11,4009,18.46,9.5,0
3,79,2024-12,3989,18.46,9.58,0
3,79,2025-01,4127,18.46,9.67,1
3,79,2025-02,4157,18.46,9.75,1
3,79,2025-03,3872,18.46,9.83,1
3,79,2025-04,9207,18.46,9.92,1
3,79,2025-05,1666,18.46,10.0,1
3,80,2022-06,2037,11.89,7.08,0
3,80,2022-07,2539,11.89,7.17,0
3,80,2022-08,2488,11.89,7.25,0
3,80,2022-09,2264,11.89,7.33,0
3,80,2022-10,2079,11.89,7.42,0
3,80,2022-11,2150,11.89,7.5,0
3,80,2022-12,2359,11.89,7.58,0
3,80,2023-01,2053,11.89,7.67,0
3,80,2023-02,1971,11.89,7.75,0
3,80,2023-03,2107,11.89,7.83,0
3,80,2023-04,2422,11.89,7.92,0
3,80,2023-05,2447,11.89,8.0,0
3,80,2023-06,2747,11.89,8.08,0
3,80,2023-07,2791,11.89,8.17,0
3,80,2023-08,2664,11.89,8.25,0
3,80,2023-09,2242,11.89,8.33,0
3,80,2023-10,2370,11.89,8.42,0
3,80,2023-11,2172,11.89,8.5,0
3,80,2023-12,2131,11.89,8.58,0
3,80,2024-01,2175,11.89,8.67,0
3,80,2024-02,2543,11.89,8.75,0
3,80,2024-03,2390,11.89,8.83,0
3,80,2024-04,2321,11.89,8.92,0
3,80,2024-05,2583,11.89,9.0,0
3,80,2024-06,2318,11.89,9.08,0
3,80,2024-07,2770,11.89,9.17,0
3,80,2024-08,2826,11.89,9.25,0
3,80,2024-09,2596,11.89,9.33,0
3,80,2024-10,2365,11.89,9.42,0
3,80,2024-11,2590,11.89,9.5,0
3,80,2024-12,2236,11.89,9.58,0
3,80,2025-01,2812,11.89,9.67,1
3,80,2025-02,3098,11.89,9.75,1
3,80,2025-03,2837,11.89,9.83,1
3,80,2025-04,4295,11.89,9.92,1
3,80,2025-05,1549,11.89,10.0,1
3,81,2022-06,987,7.45,7.08,0
3,81,2022-07,1199,7.45,7.17,0
3,81,2022-08,1078,7.45,7.25,0
3,81,2022-09,1130,7.45,7.33,0
3,81,2022-10,1101,7.45,7.42,0
3,81,2022-11,934,7.45,7.5,0
3,81,2022-12,1042,7.45,7.58,0
3,81,2023-01,916,7.45,7.67,0
3,81,2023-02,964,7.45,7.75,0
3,81,2023-03,1141,7.45,7.83,0
3,81,2023-04,1182,7.45,7.92,0
3,81,2023-05,1156,7.45,8.0,0
3,81,2023-06,1192,7.45,8.08,0
3,81,2023-07,1310,7.45,8.17,0
3,81,2023-08,1190,7.45,8.25,0
3,81,2023-09,1197,7.45,8.33,0
3,81,2023-10,1087,7.45,8.42,0
3,81,2023-11,1034,7.45,8.5,0
3,81,2023-12,1171,7.45,8.58,0
3,81,2024-01,1002,7.45,8.67,0
3,81,2024-02,974,7.45,8.75,0
3,81,2024-03,1169,7.45,8.83,0
3,81,2024-04,1095,7.45,8.92,0
3,81,2024-05,1240,7.45,9.0,0
3,81,2024-06,1062,7.45,9.08,0
3,81,2024-07,1104,7.45,9.17,0
3,81,2024-08,1167,7.45,9.25,0
3,81,2024-09,1046,7.45,9.33,0
3,81,2024-10,1123,7.45,9.42,0
3,81,2024-11,1130,7.45,9.5,0
3,81,2024-12,1058,7.45,9.58,0
3,81,2025-01,1069,7.45,9.67,1
3,81,2025-02,1398,7.45,9.75,1
3,81,2025-03,1362,7.45,9.83,1
3,81,2025-04,1979,7.45,9.92,1
3,81,2025-05,1073,7.45,10.0,1
3,82,2022-06,381,2.46,7.08,0
3,82,2022-07,456,2.46,7.17,0
3,82,2022-08,453,2.46,7.25,0
3,82,2022-09,405,2.46,7.33,0
3,82,2022-10,408,2.46,7.42,0
3,82,2022-11,429,2.46,7.5,0
3,82,2022-12,433,2.46,7.58,0
3,82,2023-01,366,2.46,7.67,0
3,82,2023-02,397,2.46,7.75,0
3,82,2023-03,433,2.46,7.83,0
3,82,2023-04,468,2.46,7.92,0
3,82,2023-05,453,2.46,8.0,0
3,82,2023-06,484,2.46,8.08,0
3,82,2023-07,465,2.46,8.17,0
3,82,2023-08,426,2.46,8.25,0
3,82,2023-09,410,2.46,8.33,0
3,82,2023-10,417,2.46,8.42,0
3,82,2023-11,458,2.46,8.5,0
3,82,2023-12,447,2.46,8.58,0
3,82,2024-01,395,2.46,8.67,0
3,82,2024-02,383,2.46,8.75,0
3,82,2024-03,411,2.46,8.83,0
3,82,2024-04,416,2.46,8.92,0
3,82,2024-05,441,2.46,9.0,0
3,82,2024-06,471,2.46,9.08,0
3,82,2024-07,492,2.46,9.17,0
3,82,2024-08,463,2.46,9.25,0
3,82,2024-09,460,2.46,9.33,0
3,82,2024-10,403,2.46,9.42,0
3,82,2024-11,455,2.46,9.5,0
3,82,2024-12,401,2.46,9.58,0
3,82,2025-01,458,2.46,9.67,1
3,82,2025-02,508,2.46,9.75,1
3,82,2025-03,599,2.46,9.83,1
3,82,2025-04,1001,2.46,9.92,1
3,82,2025-05,126,2.46,10.0,1
3,83,2022-06,6784,35.82,7.08,0
3,83,2022-07,6262,35.82,7.17,0
3,83,2022-08,6555,35.82,7.25,0
3,83,2022-09,6359,35.82,7.33,0
3,83,2022-10,6351,35.82,7.42,0
3,83,2022-11,6667,35.82,7.5,0
3,83,2022-12,6698,35.82,7.58,0
3,83,2023-01,6032,35.82,7.67,0
3,83,2023-02,6428,35.82,7.75,0
3,83,2023-03,6062,35.82,7.83,0
3,83,2023-04,7154,35.82,7.92,0
3,83,2023-05,6842,35.82,8.0,0
3,83,2023-06,6941,35.82,8.08,0
3,83,2023-07,7147,35.82,8.17,0
3,83,2023-08,7042,35.82,8.25,0
3,83,2023-09,7397,35.82,8.33,0
3,83,2023-10,6801,35.82,8.42,0
3,83,2023-11,6770,35.82,8.5,0
3,83,2023-12,6836,35.82,8.58,0
3,83,2024-01,6223,35.82,8.67,0
3,83,2024-02,6003,35.82,8.75,0
3,83,2024-03,7319,35.82,8.83,0
3,83,2024-04,6741,35.82,8.92,0
3,83,2024-05,6359,35.82,9.0,0
3,83,2024-06,6949,35.82,9.08,0
3,83,2024-07,6977,35.82,9.17,0
3,83,2024-08,7307,35.82,9.25,0
3,83,2024-09,6808,35.82,9.33,0
3,83,2024-10,6991,35.82,9.42,0
3,83,2024-11,7439,35.82,9.5,0
3,83,2024-12,6934,35.82,9.58,0
3,83,2025-01,9091,35.82,9.67,1
3,83,2025-02,8886,35.82,9.75,1
3,83,2025-03,5311,35.82,9.83,1
3,83,2025-04,12423,35.82,9.92,1
3,83,2025-05,6428,35.82,10.0,1
3,84,2022-06,7354,32.45,7.08,0
3,84,2022-07,7143,32.45,7.17,0
3,84,2022-08,7536,32.45,7.25,0
3,84,2022-09,6988,32.45,7.33,0
3,84,2022-10,6287,32.45,7.42,0
3,84,2022-11,6274,32.45,7.5,0
3,84,2022-12,6650,32.45,7.58,0
3,84,2023-01,6175,32.45,7.67,0
3,84,2023-02,5989,32.45,7.75,0
3,84,2023-03,6461,32.45,7.83,0
3,84,2023-04,6955,32.45,7.92,0
3,84,2023-05,7140,32.45,8.0,0
3,84,2023-06,8146,32.45,8.08,0
3,84,2023-07,8394,32.45,8.17,0
3,84,2023-08,8342,32.45,8.25,0
3,84,2023-09,7421,32.45,8.33,0
3,84,2023-10,6474,32.45,8.42,0
3,84,2023-11,6678,32.45,8.5,0
3,84,2023-12,7352,32.45,8.58,0
3,84,2024-01,6856,32.45,8.67,0
3,84,2024-02,6698,32.45,8.75,0
3,84,2024-03,7585,32.45,8.83,0
3,84,2024-04,7204,32.45,8.92,0
3,84,2024-05,7289,32.45,9.0,0
3,84,2024-06,7495,32.45,9.08,0
3,84,2024-07,7823,32.45,9.17,0
3,84,2024-08,7361,32.45,9.25,0
3,84,2024-09,7990,32.45,9.33,0
3,84,2024-10,7719,32.45,9.42,0
3,84,2024-11,6787,32.45,9.5,0
3,84,2024-12,6765,32.45,9.58,0
3,84,2025-01,9905,32.45,9.67,1
3,84,2025-02,9858,32.45,9.75,1
3,84,2025-03,6321,32.45,9.83,1
3,84,2025-04,11458,32.45,9.92,1
3,84,2025-05,5898,32.45,10.0,1
3,85,2022-06,4254,22.99,7.08,0
3,85,2022-07,4146,22.99,7.17,0
3,85,2022-08,4623,22.99,7.25,0
3,85,2022-09,4251,22.99,7.33,0
3,85,2022-10,3792,22.99,7.42,0
3,85,2022-11,3725,22.99,7.5,0
3,85,2022-12,4341,22.99,7.58,0
3,85,2023-01,3574,22.99,7.67,0
3,85,2023-02,4158,22.99,7.75,0
3,85,2023-03,4057,22.99,7.83,0
3,85,2023-04,4577,22.99,7.92,0
3,85,2023-05,4466,22.99,8.0,0
3,85,2023-06,5053,22.99,8.08,0
3,85,2023-07,4710,22.99,8.17,0
3,85,2023-08,4307,22.99,8.25,0
3,85,2023-09,4258,22.99,8.33,0
3,85,2023-10,4204,22.99,8.42,0
3,85,2023-11,4434,22.99,8.5,0
3,85,2023-12,3884,22.99,8.58,0
3,85,2024-01,3988,22.99,8.67,0
3,85,2024-02,4517,22.99,8.75,0
3,85,2024-03,4643,22.99,8.83,0
3,85,2024-04,4271,22.99,8.92,0
3,85,2024-05,4356,22.99,9.0,0
3,85,2024-06,4660,22.99,9.08,0
3,85,2024-07,4840,22.99,9.17,0
3,85,2024-08,4830,22.99,9.25,0
3,85,2024-09,4640,22.99,9.33,0
3,85,2024-10,4146,22.99,9.42,0
3,85,2024-11,4618,22.99,9.5,0
3,85,2024-12,4156,22.99,9.58,0
3,85,2025-01,4599,22.99,9.67,1
3,85,2025-02,5993,22.99,9.75,1
3,85,2025-03,3562,22.99,9.83,1
3,85,2025-04,9193,22.99,9.92,1
3,85,2025-05,3766,22.99,10.0,1
3,86,2022-06,6478,36.68,7.08,0
3,86,2022-07,6926,36.68,7.17,0
3,86,2022-08,7022,36.68,7.25,0
3,86,2022-09,6818,36.68,7.33,0
3,86,2022-10,6077,36.68,7.42,0
3,86,2022-11,6333,36.68,7.5,0
3,86,2022-12,5871,36.68,7.58,0
3,86,2023-01,5939,36.68,7.67,0
3,86,2023-02,6462,36.68,7.75,0
3,86,2023-03,7082,36.68,7.83,0
3,86,2023-04,6413,36.68,7.92,0
3,86,2023-05,7466,36.68,8.0,0
3,86,2023-06,7497,36.68,8.08,0
3,86,2023-07,7159,36.68,8.17,0
3,86,2023-08,6824,36.68,8.25,0
3,86,2023-09,7031,36.68,8.33,0
3,86,2023-10,6806,36.68,8.42,0
3,86,2023-11,6556,36.68,8.5,0
3,86,2023-12,6879,36.68,8.58,0
3,86,2024-01,6109,36.68,8.67,0
3,86,2024-02,6795,36.68,8.75,0
3,86,2024-03,6675,36.68,8.83,0
3,86,2024-04,5940,36.68,8.92,0
3,86,2024-05,7276,36.68,9.0,0
3,86,2024-06,7850,36.68,9.08,0
3,86,2024-07,6792,36.68,9.17,0
3,86,2024-08,6559,36.68,9.25,0
3,86,2024-09,6425,36.68,9.33,0
3,86,2024-10,6880,36.68,9.42,0
3,86,2024-11,6476,36.68,9.5,0
3,86,2024-12,6396,36.68,9.58,0
3,86,2025-01,5911,36.68,9.67,1
3,86,2025-02,9011,36.68,9.75,1
3,86,2025-03,10683,36.68,9.83,1
3,86,2025-04,11181,36.68,9.92,1
3,86,2025-05,4431,36.68,10.0,1
3,87,2022-06,6005,30.17,7.08,0
3,87,2022-07,6705,30.17,7.17,0
3,87,2022-08,6369,30.17,7.25,0
3,87,2022-09,7169,30.17,7.33,0
3,87,2022-10,6588,30.17,7.42,0
3,87,2022-11,6729,30.17,7.5,0
3,87,2022-12,5717,30.17,7.58,0
3,87,2023-01,5630,30.17,7.67,0
3,87,2023-02,5721,30.17,7.75,0
3,87,2023-03,6333,30.17,7.83,0
3,87,2023-04,6346,30.17,7.92,0
3,87,2023-05,7109,30.17,8.0,0
3,87,2023-06,7535,30.17,8.08,0
3,87,2023-07,6613,30.17,8.17,0
3,87,2023-08,7095,30.17,8.25,0
3,87,2023-09,6360,30.17,8.33,0
3,87,2023-10,6243,30.17,8.42,0
3,87,2023-11,7060,30.17,8.5,0
3,87,2023-12,6810,30.17,8.58,0
3,87,2024-01,6929,30.17,8.67,0
3,87,2024-02,6446,30.17,8.75,0
3,87,2024-03,6206,30.17,8.83,0
3,87,2024-04,6128,30.17,8.92,0
3,87,2024-05,6408,30.17,9.0,0
3,87,2024-06,7900,30.17,9.08,0
3,87,2024-07,7164,30.17,9.17,0
3,87,2024-08,6803,30.17,9.25,0
3,87,2024-09,7787,30.17,9.33,0
3,87,2024-10,6942,30.17,9.42,0
3,87,2024-11,6344,30.17,9.5,0
3,87,2024-12,6732,30.17,9.58,0
3,87,2025-01,7880,30.17,9.67,1
3,87,2025-02,5366,30.17,9.75,1
3,87,2025-03,10623,30.17,9.83,1
3,87,2025-04,12678,30.17,9.92,1
3,87,2025-05,4221,30.17,10.0,1
3,88,2022-06,4461,25.8,7.08,0
3,88,2022-07,4488,25.8,7.17,0
3,88,2022-08,4743,25.8,7.25,0
3,88,2022-09,5339,25.8,7.33,0
3,88,2022-10,5064,25.8,7.42,0
3,88,2022-11,4512,25.8,7.5,0
3,88,2022-12,4828,25.8,7.58,0
3,88,2023-01,4079,25.8,7.67,0
3,88,2023-02,4961,25.8,7.75,0
3,88,2023-03,4644,25.8,7.83,0
3,88,2023-04,5125,25.8,7.92,0
3,88,2023-05,5591,25.8,8.0,0
3,88,2023-06,5210,25.8,8.08,0
3,88,2023-07,5981,25.8,8.17,0
3,88,2023-08,5361,25.8,8.25,0
3,88,2023-09,4794,25.8,8.33,0
3,88,2023-10,4905,25.8,8.42,0
3,88,2023-11,4939,25.8,8.5,0
3,88,2023-12,5111,25.8,8.58,0
3,88,2024-01,5134,25.8,8.67,0
3,88,2024-02,5061,25.8,8.75,0
3,88,2024-03,4709,25.8,8.83,0
3,88,2024-04,4774,25.8,8.92,0
3,88,2024-05,5118,25.8,9.0,0
3,88,2024-06,5647,25.8,9.08,0
3,88,2024-07,5638,25.8,9.17,0
3,88,2024-08,5531,25.8,9.25,0
3,88,2024-09,5019,25.8,9.33,0
3,88,2024-10,4595,25.8,9.42,0
3,88,2024-11,5414,25.8,9.5,0
3,88,2024-12,4801,25.8,9.58,0
3,88,2025-01,5983,25.8,9.67,1
3,88,2025-02,8847,25.8,9.75,1
3,88,2025-03,5327,25.8,9.83,1
3,88,2025-04,6505,25.8,9.92,1
3,88,2025-05,4003,25.8,10.0,1
3,89,2022-06,4434,29.34,7.08,0
3,89,2022-07,4372,29.34,7.17,0
3,89,2022-08,5180,29.34,7.25,0
3,89,2022-09,4337,29.34,7.33,0
3,89,2022-10,4603,29.34,7.42,0
3,89,2022-11,4652,29.34,7.5,0
3,89,2022-12,4177,29.34,7.58,0
3,89,2023-01,4485,29.34,7.67,0
3,89,2023-02,4484,29.34,7.75,0
3,89,2023-03,4404,29.34,7.83,0
3,89,2023-04,5221,29.34,7.92,0
3,89,2023-05,4834,29.34,8.0,0
3,89,2023-06,4810,29.34,8.08,0
3,89,2023-07,4783,29.34,8.17,0
3,89,2023-08,5048,29.34,8.25,0
3,89,2023-09,5296,29.34,8.33,0
3,89,2023-10,4563,29.34,8.42,0
3,89,2023-11,4888,29.34,8.5,0
3,89,2023-12,4724,29.34,8.58,0
3,89,2024-01,5079,29.34,8.67,0
3,89,2024-02,4568,29.34,8.75,0
3,89,2024-03,5191,29.34,8.83,0
3,89,2024-04,4474,29.34,8.92,0
3,89,2024-05,5412,29.34,9.0,0
3,89,2024-06,5139,29.34,9.08,0
3,89,2024-07,5402,29.34,9.17,0
3,89,2024-08,4796,29.34,9.25,0
3,89,2024-09,5128,29.34,9.33,0
3,89,2024-10,4515,29.34,9.42,0
3,89,2024-11,4901,29.34,9.5,0
3,89,2024-12,4786,29.34,9.58,0
3,89,2025-01,4806,29.34,9.67,1
3,89,2025-02,5530,29.34,9.75,1
3,89,2025-03,5749,29.34,9.83,1
3,89,2025-04,5926,29.34,9.92,1
3,89,2025-05,8132,29.34,10.0,1
3,90,2022-06,4556,26.48,7.08,0
3,90,2022-07,5096,26.48,7.17,0
3,90,2022-08,4970,26.48,7.25,0
3,90,2022-09,5269,26.48,7.33,0
3,90,2022-10,5007,26.48,7.42,0
3,90,2022-11,5150,26.48,7.5,0
3,90,2022-12,5091,26.48,7.58,0
3,90,2023-01,4435,26.48,7.67,0
3,90,2023-02,4551,26.48,7.75,0
3,90,2023-03,5294,26.48,7.83,0
3,90,2023-04,5418,26.48,7.92,0
3,90,2023-05,5184,26.48,8.0,0
3,90,2023-06,5369,26.48,8.08,0
3,90,2023-07,5104,26.48,8.17,0
3,90,2023-08,5433,26.48,8.25,0
3,90,2023-09,5249,26.48,8.33,0
3,90,2023-10,4609,26.48,8.42,0
3,90,2023-11,5124,26.48,8.5,0
3,90,2023-12,5004,26.48,8.58,0
3,90,2024-01,5016,26.48,8.67,0
3,90,2024-02,5391,26.48,8.75,0
3,90,2024-03,5408,26.48,8.83,0
3,90,2024-04,5318,26.48,8.92,0
3,90,2024-05,5292,26.48,9.0,0
3,90,2024-06,5393,26.48,9.08,0
3,90,2024-07,5400,26.48,9.17,0
3,90,2024-08,5739,26.48,9.25,0
3,90,2024-09,5279,26.48,9.33,0
3,90,2024-10,5318,26.48,9.42,0
3,90,2024-11,5240,26.48,9.5,0
3,90,2024-12,5287,26.48,9.58,0
3,90,2025-01,5344,26.48,9.67,1
3,90,2025-02,5005,26.48,9.75,1
3,90,2025-03,5144,26.48,9.83,1
3,90,2025-04,5973,26.48,9.92,1
3,90,2025-05,9923,26.48,10.0,1
3,91,2022-06,3030,17.03,6.08,0
3,91,2022-07,3535,17.03,6.17,0
3,91,2022-08,3518,17.03,6.25,0
3,91,2022-09,3063,17.03,6.33,0
3,91,2022-10,3389,17.03,6.42,0
3,91,2022-11,2910,17.03,6.5,0
3,91,2022-12,2913,17.03,6.58,0
3,91,2023-01,2953,17.03,6.67,0
3,91,2023-02,3159,17.03,6.75,0
3,91,2023-03,3306,17.03,6.83,0
3,91,2023-04,3717,17.03,6.92,0
3,91,2023-05,3843,17.03,7.0,0
3,91,2023-06,3402,17.03,7.08,0
3,91,2023-07,3457,17.03,7.17,0
3,91,2023-08,3336,17.03,7.25,0
