# SYNTHETIC. Dispatch orders: the plan side of the trip ledger. Planned tonnes are the harvest plan's bunches at the block's bunch weight, split across the vehicles that went; actual is what the weighbridge weighed (ec_weighbridge.csv), so the gap is harvest shortfall and shrinkage together. Stands in for the SAP PM vehicle trip plan.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to,driver_id,route_code
WO-2025-0128-D-014,2025-01-28,dispatch,evacuation,3,104,DU-03,1,1,5.91,6.21,tonnes,0.29,0.29,completed,14:12,16:29,,D-06,R-03
WO-2025-0128-D-015,2025-01-28,dispatch,evacuation,3,107,TR-01,3,3,9.94,9.68,tonnes,0.67,0.67,completed,08:51,13:07,,D-05/D-07/D-17,R-03
WO-2025-0128-D-016,2025-01-28,dispatch,evacuation,3,111,TR-01,2,2,8.38,7.88,tonnes,0.45,0.45,completed,09:36,13:37,,D-19/D-20,R-03
WO-2025-0128-D-017,2025-01-28,dispatch,evacuation,3,119,MI-03,2,1,2.8,2.16,tonnes,0.66,0.33,partial,09:10,11:48,,D-06,R-03
WO-2025-0128-D-018,2025-01-28,dispatch,evacuation,3,369,DU-02,1,1,1.57,1.58,tonnes,0.34,0.34,completed,10:27,13:09,,D-08,R-03
WO-2025-0128-D-019,2025-01-28,dispatch,evacuation,3,83,DU-03,2,2,11.73,12.46,tonnes,0.44,0.44,completed,07:11,13:37,,D-08/D-17,R-03
WO-2025-0128-D-020,2025-01-28,dispatch,evacuation,3,85,MI-04,4,4,7.81,7.39,tonnes,1.02,1.02,completed,08:53,13:36,,D-05/D-10/D-17,R-03
WO-2025-0128-D-021,2025-01-28,dispatch,evacuation,3,87,TR-06,4,3,13.78,13.1,tonnes,0.94,0.71,completed,07:05,11:06,,D-06/D-08,R-03
WO-2025-0128-D-022,2025-01-28,dispatch,evacuation,3,92,TR-01,3,2,10.39,7.2,tonnes,1.04,0.69,partial,11:49,14:00,,D-07/D-20,R-03
WO-2025-0128-D-023,2025-01-28,dispatch,evacuation,3,96,MI-01,5,5,11.33,11.19,tonnes,1.42,1.42,completed,07:11,16:05,,D-04/D-06/D-13/D-18,R-03
WO-2025-0128-D-024,2025-01-28,dispatch,evacuation,4,132,TR-08,3,3,13.27,11.47,tonnes,0.89,0.89,completed,07:29,14:13,,D-04/D-05/D-16,R-04
WO-2025-0128-D-025,2025-01-28,dispatch,evacuation,4,134,TR-08,3,3,12.67,13.04,tonnes,0.79,0.79,completed,07:17,11:22,,D-05/D-07/D-16,R-04
WO-2025-0128-D-026,2025-01-28,dispatch,evacuation,4,142,DU-04,2,2,8.43,8.68,tonnes,0.53,0.53,completed,07:23,11:57,,D-04/D-07,R-04
WO-2025-0128-D-027,2025-01-28,dispatch,evacuation,4,146,DU-03,3,2,14.88,12.17,tonnes,0.67,0.45,partial,11:43,15:04,,D-04/D-15,R-04
WO-2025-0128-D-028,2025-01-28,dispatch,evacuation,4,158,MI-04,4,4,7.88,7.79,tonnes,1.02,1.02,completed,08:12,16:55,,D-01/D-08/D-14/D-20,R-04
WO-2025-0128-D-029,2025-01-28,dispatch,evacuation,4,159,MI-01,5,6,12.36,12.9,tonnes,1.11,1.33,completed,08:15,15:32,,D-07/D-09/D-12/D-14/D-15,R-04
WO-2025-0128-D-030,2025-01-28,dispatch,evacuation,4,164,TR-08,2,2,8.2,6.55,tonnes,0.53,0.53,partial,07:05,13:19,,D-04/D-17,R-04
WO-2025-0128-D-031,2025-01-28,dispatch,evacuation,5,168,DU-01,2,2,11.12,9.86,tonnes,0.59,0.59,completed,08:01,14:01,,D-05/D-18,R-05
WO-2025-0128-D-032,2025-01-28,dispatch,evacuation,5,169,DU-03,2,2,9.34,8.26,tonnes,0.35,0.35,completed,10:49,14:21,,D-06/D-14,R-05
WO-2025-0128-D-033,2025-01-28,dispatch,evacuation,5,176,DU-03,2,2,8.71,8.56,tonnes,0.54,0.54,completed,11:49,16:26,,D-14,R-05
WO-2025-0128-D-034,2025-01-28,dispatch,evacuation,5,177,TR-04,3,3,12.42,11.87,tonnes,0.91,0.91,completed,10:28,17:10,,D-03/D-18/D-19,R-05
WO-2025-0128-D-035,2025-01-28,dispatch,evacuation,5,180,DU-04,2,2,13.57,10.2,tonnes,0.57,0.57,partial,11:27,15:06,,D-04/D-11,R-05
WO-2025-0128-D-036,2025-01-28,dispatch,evacuation,5,181,DU-03,2,2,12.18,10.31,tonnes,0.35,0.35,partial,10:17,12:39,,D-04/D-10,R-05
WO-2025-0128-D-037,2025-01-28,dispatch,evacuation,5,188,MI-01,3,4,7.05,7.92,tonnes,0.86,1.14,completed,08:04,16:19,,D-01/D-02/D-05/D-17,R-05
WO-2025-0128-D-038,2025-01-28,dispatch,evacuation,5,198,TR-04,2,2,6.51,5.02,tonnes,0.65,0.65,partial,07:00,12:31,,D-04/D-07,R-05
WO-2025-0128-D-039,2025-01-28,dispatch,evacuation,5,373,MI-01,1,1,1.82,1.56,tonnes,0.16,0.16,completed,10:43,12:01,,D-07,R-05
WO-2025-0128-D-040,2025-01-28,dispatch,evacuation,6,204,DU-05,2,2,12.9,11.88,tonnes,0.55,0.55,completed,07:37,16:17,,D-02/D-08,R-06
WO-2025-0128-D-041,2025-01-28,dispatch,evacuation,6,205,DU-05,1,1,5.56,6.29,tonnes,0.27,0.27,completed,10:40,12:47,,D-06,R-06
WO-2025-0128-D-042,2025-01-28,dispatch,evacuation,6,211,TR-02,3,3,12.79,9.37,tonnes,0.75,0.75,partial,09:39,15:08,,D-13/D-15,R-06
WO-2025-0128-D-043,2025-01-28,dispatch,evacuation,6,212,DU-03,2,2,8.87,9.38,tonnes,0.6,0.6,completed,08:42,14:28,,D-06/D-10,R-06
WO-2025-0128-D-044,2025-01-28,dispatch,evacuation,6,223,TR-05,3,2,10.29,8.73,tonnes,0.65,0.44,partial,12:56,15:33,,D-01/D-19,R-06
WO-2025-0128-D-045,2025-01-28,dispatch,evacuation,6,246,MI-04,3,3,6.18,6.95,tonnes,0.77,0.77,completed,09:44,17:02,,D-07/D-09/D-20,R-06
WO-2025-0128-D-046,2025-01-28,dispatch,evacuation,6,249,TR-04,3,3,10.13,8.97,tonnes,1.16,1.16,completed,08:22,15:22,,D-05/D-15/D-20,R-06
WO-2025-0128-D-047,2025-01-28,dispatch,evacuation,6,260,TR-08,2,2,8.72,8.17,tonnes,0.49,0.49,completed,09:26,11:30,,D-16/D-20,R-06
WO-2025-0128-D-048,2025-01-28,dispatch,evacuation,6,263,MI-03,6,5,13.85,11.03,tonnes,1.67,1.39,partial,08:11,12:52,,D-11/D-14/D-15/D-17,R-06
WO-2025-0128-D-049,2025-01-28,dispatch,evacuation,6,266,TR-05,3,3,11.1,11.69,tonnes,0.85,0.85,completed,10:44,15:17,,D-08/D-16,R-06
WO-2025-0128-D-050,2025-01-28,dispatch,evacuation,6,267,MI-02,4,4,8.63,8.16,tonnes,1.24,1.24,completed,09:30,16:35,,D-07/D-10/D-16/D-20,R-06
WO-2025-0128-D-051,2025-01-28,dispatch,evacuation,6,380,TR-07,3,3,11.52,10.62,tonnes,1.11,1.11,completed,11:15,17:44,,D-04/D-08/D-12,R-06
WO-2025-0128-D-052,2025-01-28,dispatch,evacuation,7,305,TR-06,4,3,14.21,10.59,tonnes,1.22,0.91,partial,08:27,12:49,,D-05/D-15/D-16,R-07
WO-2025-0128-D-053,2025-01-28,dispatch,evacuation,7,330,TR-02,2,2,7.44,7.58,tonnes,0.66,0.66,completed,08:44,15:16,,D-01/D-12,R-07
WO-2025-0128-D-054,2025-01-28,dispatch,evacuation,7,337,MI-01,3,3,6.73,7.12,tonnes,1.19,1.19,completed,14:03,17:40,,D-12/D-13/D-16,R-07
WO-2025-0128-D-055,2025-01-28,dispatch,evacuation,7,340,DU-03,3,2,14.3,12.08,tonnes,0.67,0.44,partial,07:39,11:43,,D-08,R-07
WO-2025-0128-D-056,2025-01-28,dispatch,evacuation,7,344,TR-08,4,3,17.55,10.39,tonnes,1.01,0.76,partial,08:47,16:46,,D-03/D-06/D-09,R-07
WO-2025-0129-D-001,2025-01-29,dispatch,evacuation,1,11,TR-02,2,2,7.65,7.33,tonnes,0.63,0.63,completed,07:13,16:15,,D-13/D-20,R-01
WO-2025-0129-D-002,2025-01-29,dispatch,evacuation,1,17,MI-02,2,2,4.95,4.58,tonnes,0.32,0.32,completed,12:46,14:23,,D-05/D-11,R-01
WO-2025-0129-D-003,2025-01-29,dispatch,evacuation,1,19,TR-04,2,2,4.92,5.07,tonnes,0.56,0.56,completed,08:22,14:32,,D-03/D-07,R-01
WO-2025-0129-D-004,2025-01-29,dispatch,evacuation,1,2,MI-04,2,2,3.68,4.11,tonnes,0.47,0.47,completed,08:08,12:45,,D-01/D-13,R-01
WO-2025-0129-D-005,2025-01-29,dispatch,evacuation,1,21,TR-05,2,2,6.72,6.89,tonnes,0.3,0.3,completed,11:59,15:08,,D-01/D-04,R-01
WO-2025-0129-D-006,2025-01-29,dispatch,evacuation,1,22,MI-03,3,3,7.3,6.18,tonnes,0.96,0.96,partial,10:40,17:23,,D-07/D-16,R-01
WO-2025-0129-D-007,2025-01-29,dispatch,evacuation,1,23,MI-04,3,3,7.4,6.86,tonnes,0.77,0.77,completed,09:49,16:28,,D-01/D-07/D-08,R-01
WO-2025-0129-D-008,2025-01-29,dispatch,evacuation,1,28,MI-01,3,3,6.44,6.66,tonnes,0.7,0.7,completed,11:05,15:49,,D-02/D-12/D-15,R-01
WO-2025-0129-D-009,2025-01-29,dispatch,evacuation,1,29,TR-08,2,2,8.68,7.6,tonnes,0.46,0.46,completed,09:28,11:25,,D-02/D-17,R-01
WO-2025-0129-D-010,2025-01-29,dispatch,evacuation,1,30,TR-04,1,1,3.85,4.37,tonnes,0.3,0.3,completed,09:07,11:30,,D-12,R-01
WO-2025-0129-D-011,2025-01-29,dispatch,evacuation,1,33,MI-01,3,3,5.95,5.1,tonnes,0.61,0.61,completed,08:24,13:13,,D-03/D-04/D-12,R-01
WO-2025-0129-D-012,2025-01-29,dispatch,evacuation,1,35,TR-04,2,2,6.16,6.84,tonnes,0.43,0.43,completed,09:30,11:56,,D-02/D-13,R-01
WO-2025-0129-D-013,2025-01-29,dispatch,evacuation,1,4,DU-04,1,1,4.98,3.53,tonnes,0.2,0.2,partial,07:43,09:19,,D-03,R-01
WO-2025-0129-D-014,2025-01-29,dispatch,evacuation,1,6,TR-03,1,1,2.35,1.99,tonnes,0.22,0.22,partial,09:44,11:28,,D-02,R-01
WO-2025-0129-D-015,2025-01-29,dispatch,evacuation,1,7,TR-01,1,1,3.66,3.76,tonnes,0.19,0.19,completed,08:34,10:05,,D-19,R-01
WO-2025-0129-D-016,2025-01-29,dispatch,evacuation,2,47,TR-02,2,2,6.66,7.6,tonnes,0.53,0.53,completed,08:57,13:05,,D-09/D-16,R-02
WO-2025-0129-D-017,2025-01-29,dispatch,evacuation,2,49,MI-02,5,4,11.49,8.31,tonnes,1.2,0.96,partial,08:07,13:49,,D-05/D-07/D-16,R-02
WO-2025-0129-D-018,2025-01-29,dispatch,evacuation,2,55,DU-04,1,1,6.7,6.25,tonnes,0.19,0.19,completed,14:30,16:02,,D-02,R-02
WO-2025-0129-D-019,2025-01-29,dispatch,evacuation,2,57,MI-03,4,4,9.85,8.0,tonnes,1.02,1.02,partial,08:37,16:44,,D-04/D-18/D-20,R-02
WO-2025-0129-D-020,2025-01-29,dispatch,evacuation,2,62,DU-05,2,2,12.69,12.61,tonnes,0.57,0.57,completed,11:51,16:04,,D-15/D-20,R-02
WO-2025-0129-D-021,2025-01-29,dispatch,evacuation,2,64,TR-01,2,2,7.35,6.05,tonnes,0.33,0.33,partial,08:43,11:38,,D-14/D-20,R-02
WO-2025-0129-D-022,2025-01-29,dispatch,evacuation,2,68,DU-05,2,2,7.21,7.37,tonnes,0.5,0.5,completed,08:09,13:57,,D-03/D-09,R-02
WO-2025-0129-D-023,2025-01-29,dispatch,evacuation,2,71,DU-05,2,1,8.62,6.78,tonnes,0.6,0.3,partial,07:27,09:52,,D-16,R-02
WO-2025-0129-D-024,2025-01-29,dispatch,evacuation,3,101,DU-03,2,2,13.78,10.49,tonnes,0.74,0.74,partial,08:26,15:56,,D-03/D-15,R-03
WO-2025-0129-D-025,2025-01-29,dispatch,evacuation,3,102,TR-02,2,2,6.55,6.5,tonnes,0.71,0.71,completed,07:53,11:49,,D-05/D-12,R-03
WO-2025-0129-D-026,2025-01-29,dispatch,evacuation,3,103,TR-03,2,2,6.64,5.88,tonnes,0.53,0.53,completed,09:53,15:17,,D-07/D-08,R-03
WO-2025-0129-D-027,2025-01-29,dispatch,evacuation,3,105,DU-04,1,1,5.96,4.99,tonnes,0.4,0.4,partial,13:39,16:50,,D-01,R-03
WO-2025-0129-D-028,2025-01-29,dispatch,evacuation,3,109,DU-05,1,1,6.68,5.5,tonnes,0.19,0.19,partial,10:17,11:49,,D-18,R-03
WO-2025-0129-D-029,2025-01-29,dispatch,evacuation,3,112,TR-07,3,3,9.35,9.03,tonnes,0.91,0.91,completed,11:04,15:26,,D-02/D-12/D-16,R-03
WO-2025-0129-D-030,2025-01-29,dispatch,evacuation,3,78,TR-03,3,3,13.08,9.1,tonnes,0.86,0.86,partial,09:26,15:14,,D-02/D-07/D-16,R-03
WO-2025-0129-D-031,2025-01-29,dispatch,evacuation,3,88,DU-05,2,2,7.64,7.96,tonnes,0.31,0.31,completed,08:17,16:02,,D-11/D-14,R-03
WO-2025-0129-D-032,2025-01-29,dispatch,evacuation,3,92,TR-07,3,2,9.79,7.25,tonnes,0.65,0.44,partial,11:50,16:16,,D-02/D-03,R-03
WO-2025-0129-D-033,2025-01-29,dispatch,evacuation,3,94,TR-06,3,2,9.42,6.57,tonnes,0.72,0.48,partial,09:19,14:12,,D-10/D-20,R-03
WO-2025-0129-D-034,2025-01-29,dispatch,evacuation,3,97,TR-05,3,2,9.2,8.46,tonnes,0.47,0.31,completed,08:58,10:14,,D-10/D-20,R-03
WO-2025-0129-D-035,2025-01-29,dispatch,evacuation,4,131,DU-02,3,3,18.62,15.8,tonnes,0.66,0.66,partial,09:20,15:33,,D-03/D-11/D-20,R-04
WO-2025-0129-D-036,2025-01-29,dispatch,evacuation,4,133,DU-03,2,2,13.92,13.3,tonnes,0.46,0.46,completed,07:31,16:02,,D-08/D-14,R-04
WO-2025-0129-D-037,2025-01-29,dispatch,evacuation,4,135,TR-08,3,3,13.02,12.2,tonnes,0.96,0.96,completed,08:47,16:53,,D-03/D-12/D-18,R-04
WO-2025-0129-D-038,2025-01-29,dispatch,evacuation,4,136,DU-05,2,2,12.45,11.71,tonnes,0.63,0.63,completed,08:16,14:30,,D-12/D-14,R-04
WO-2025-0129-D-039,2025-01-29,dispatch,evacuation,4,138,MI-03,4,4,8.29,8.45,tonnes,0.89,0.89,completed,07:19,15:38,,D-02/D-04/D-09/D-17,R-04
WO-2025-0129-D-040,2025-01-29,dispatch,evacuation,4,140,MI-02,5,5,10.69,10.61,tonnes,1.33,1.33,completed,08:25,15:46,,D-08/D-10/D-18/D-20,R-04
WO-2025-0129-D-041,2025-01-29,dispatch,evacuation,4,141,TR-04,3,3,11.1,12.13,tonnes,0.88,0.88,completed,10:26,16:32,,D-03/D-07/D-20,R-04
WO-2025-0129-D-042,2025-01-29,dispatch,evacuation,4,150,DU-03,2,2,12.86,12.73,tonnes,0.7,0.7,completed,12:26,15:37,,D-02/D-10,R-04
WO-2025-0129-D-043,2025-01-29,dispatch,evacuation,4,165,MI-01,4,4,8.01,8.14,tonnes,0.85,0.85,completed,07:25,16:33,,D-01/D-10/D-12/D-19,R-04
WO-2025-0129-D-044,2025-01-29,dispatch,evacuation,5,184,TR-08,3,3,11.06,9.83,tonnes,0.7,0.7,completed,09:45,15:33,,D-14/D-17/D-20,R-05
WO-2025-0129-D-045,2025-01-29,dispatch,evacuation,5,185,TR-04,3,3,13.43,11.14,tonnes,0.84,0.84,partial,10:50,16:35,,D-05/D-11/D-17,R-05
WO-2025-0129-D-046,2025-01-29,dispatch,evacuation,5,200,TR-04,2,2,6.87,6.25,tonnes,0.86,0.86,completed,13:27,16:57,,D-14/D-18,R-05
WO-2025-0129-D-047,2025-01-29,dispatch,evacuation,6,208,MI-03,4,3,8.52,6.3,tonnes,1.08,0.81,partial,07:48,13:25,,D-02/D-16/D-19,R-06
WO-2025-0129-D-048,2025-01-29,dispatch,evacuation,6,247,TR-07,4,3,14.67,9.92,tonnes,1.18,0.89,partial,07:21,16:57,,D-02/D-05/D-19,R-06
WO-2025-0129-D-049,2025-01-29,dispatch,evacuation,6,254,DU-02,2,2,9.59,8.2,tonnes,0.41,0.41,completed,07:53,11:30,,D-10/D-20,R-06
WO-2025-0129-D-050,2025-01-29,dispatch,evacuation,6,269,MI-01,5,5,12.42,9.82,tonnes,1.49,1.49,partial,07:19,16:21,,D-05/D-07/D-08/D-19/D-20,R-06
WO-2025-0129-D-051,2025-01-29,dispatch,evacuation,6,270,TR-07,4,3,15.6,11.64,tonnes,1.36,1.02,partial,10:29,16:04,,D-03/D-04/D-16,R-06
WO-2025-0129-D-052,2025-01-29,dispatch,evacuation,7,295,DU-03,2,2,8.17,7.58,tonnes,0.38,0.38,completed,09:32,11:06,,D-12/D-18,R-07
WO-2025-0129-D-053,2025-01-29,dispatch,evacuation,7,328,TR-05,2,2,7.73,8.58,tonnes,0.39,0.39,completed,07:25,15:29,,D-02/D-20,R-07
WO-2025-0129-D-054,2025-01-29,dispatch,evacuation,7,335,MI-04,6,5,13.35,10.83,tonnes,1.42,1.18,partial,07:18,12:15,,D-03/D-04/D-15/D-16,R-07
WO-2025-0129-D-055,2025-01-29,dispatch,evacuation,7,342,TR-03,2,2,7.95,7.47,tonnes,0.46,0.46,completed,09:54,15:37,,D-05/D-13,R-07
WO-2025-0129-D-056,2025-01-29,dispatch,evacuation,7,343,MI-01,4,4,9.16,8.0,tonnes,1.33,1.33,completed,10:10,17:16,,D-04/D-15/D-17/D-19,R-07
WO-2025-0129-D-057,2025-01-29,dispatch,evacuation,7,345,MI-03,7,5,15.43,11.77,tonnes,2.09,1.5,partial,07:32,15:02,,D-07/D-11/D-19/D-20,R-07
WO-2025-0130-D-001,2025-01-30,dispatch,evacuation,1,1,DU-01,1,1,2.18,1.49,tonnes,0.3,0.3,partial,13:37,16:00,,D-09,R-01
WO-2025-0130-D-002,2025-01-30,dispatch,evacuation,1,24,TR-04,2,2,7.26,6.56,tonnes,0.55,0.55,completed,07:17,14:17,,D-05,R-01
WO-2025-0130-D-003,2025-01-30,dispatch,evacuation,1,25,TR-01,2,3,8.69,9.61,tonnes,0.48,0.71,completed,07:15,14:39,,D-04/D-10/D-13,R-01
WO-2025-0130-D-004,2025-01-30,dispatch,evacuation,1,26,TR-08,2,2,7.41,6.77,tonnes,0.66,0.66,completed,07:48,17:31,,D-08/D-12,R-01
WO-2025-0130-D-005,2025-01-30,dispatch,evacuation,1,27,TR-01,2,2,6.03,6.45,tonnes,0.35,0.35,completed,09:47,11:31,,D-17,R-01
WO-2025-0130-D-006,2025-01-30,dispatch,evacuation,1,31,TR-05,2,2,6.05,4.86,tonnes,0.61,0.61,partial,08:26,13:26,,D-16,R-01
WO-2025-0130-D-007,2025-01-30,dispatch,evacuation,1,32,TR-02,2,2,4.73,4.47,tonnes,0.53,0.53,completed,10:06,15:03,,D-05/D-19,R-01
WO-2025-0130-D-008,2025-01-30,dispatch,evacuation,1,36,TR-01,2,2,6.43,5.75,tonnes,0.53,0.53,completed,13:49,17:05,,D-07/D-08,R-01
WO-2025-0130-D-009,2025-01-30,dispatch,evacuation,1,37,DU-05,1,1,4.56,4.63,tonnes,0.39,0.39,completed,12:33,15:41,,D-09,R-01
WO-2025-0130-D-010,2025-01-30,dispatch,evacuation,2,43,TR-01,2,2,5.53,5.36,tonnes,0.52,0.52,completed,13:29,15:54,,D-01/D-16,R-02
WO-2025-0130-D-011,2025-01-30,dispatch,evacuation,2,44,DU-03,1,1,6.65,5.75,tonnes,0.32,0.32,completed,13:32,16:03,,D-12,R-02
WO-2025-0130-D-012,2025-01-30,dispatch,evacuation,2,50,TR-06,2,2,4.96,5.3,tonnes,0.84,0.84,completed,12:29,17:45,,D-01/D-19,R-02
WO-2025-0130-D-013,2025-01-30,dispatch,evacuation,2,51,TR-03,2,2,8.19,7.45,tonnes,0.6,0.6,completed,08:48,15:24,,D-07/D-09,R-02
WO-2025-0130-D-014,2025-01-30,dispatch,evacuation,2,54,TR-05,2,2,7.53,7.31,tonnes,0.64,0.64,completed,07:53,13:18,,D-04/D-18,R-02
WO-2025-0130-D-015,2025-01-30,dispatch,evacuation,3,113,DU-04,2,2,7.67,7.5,tonnes,0.29,0.29,completed,07:41,09:49,,D-06,R-03
WO-2025-0130-D-016,2025-01-30,dispatch,evacuation,3,118,TR-06,1,1,4.38,3.12,tonnes,0.27,0.27,partial,07:53,10:04,,D-01,R-03
WO-2025-0130-D-017,2025-01-30,dispatch,evacuation,3,120,TR-02,2,2,8.12,6.1,tonnes,0.47,0.47,partial,10:34,14:26,,D-06/D-12,R-03
WO-2025-0130-D-018,2025-01-30,dispatch,evacuation,3,75,MI-01,4,4,8.41,9.5,tonnes,0.99,0.99,completed,11:04,15:53,,D-07/D-10/D-11/D-18,R-03
WO-2025-0130-D-019,2025-01-30,dispatch,evacuation,3,84,MI-04,5,6,12.29,13.28,tonnes,1.52,1.82,completed,07:37,17:18,,D-04/D-13/D-16/D-17/D-18,R-03
WO-2025-0130-D-020,2025-01-30,dispatch,evacuation,3,86,TR-05,3,3,11.71,12.01,tonnes,0.53,0.53,completed,07:47,12:04,,D-02/D-12/D-20,R-03
WO-2025-0130-D-021,2025-01-30,dispatch,evacuation,3,95,DU-02,2,2,12.56,11.76,tonnes,0.41,0.41,completed,13:34,15:57,,D-07/D-18,R-03
WO-2025-0130-D-022,2025-01-30,dispatch,evacuation,3,98,MI-02,5,5,10.76,10.8,tonnes,1.53,1.53,completed,07:03,16:53,,D-02/D-08/D-15/D-19,R-03
WO-2025-0130-D-023,2025-01-30,dispatch,evacuation,4,128,TR-03,3,3,10.42,11.7,tonnes,0.81,0.81,completed,07:39,16:49,,D-04/D-09/D-16,R-04
WO-2025-0130-D-024,2025-01-30,dispatch,evacuation,4,129,TR-05,2,2,8.78,8.28,tonnes,0.54,0.54,completed,09:53,12:48,,D-05/D-09,R-04
WO-2025-0130-D-025,2025-01-30,dispatch,evacuation,4,139,MI-03,5,5,11.17,11.07,tonnes,1.37,1.37,completed,07:44,14:55,,D-05/D-10/D-15/D-19,R-04
WO-2025-0130-D-026,2025-01-30,dispatch,evacuation,4,144,TR-06,2,2,8.01,7.74,tonnes,0.47,0.47,completed,12:29,15:20,,D-07/D-10,R-04
WO-2025-0130-D-027,2025-01-30,dispatch,evacuation,4,147,MI-02,4,4,8.33,9.34,tonnes,0.96,0.96,completed,07:55,14:42,,D-04/D-06/D-07/D-16,R-04
WO-2025-0130-D-028,2025-01-30,dispatch,evacuation,4,151,TR-04,4,3,14.58,12.91,tonnes,1.05,0.79,completed,07:35,16:54,,D-05/D-08/D-11,R-04
WO-2025-0130-D-029,2025-01-30,dispatch,evacuation,4,153,TR-08,5,4,18.48,16.92,tonnes,0.98,0.78,completed,07:59,14:10,,D-09/D-14/D-18/D-20,R-04
WO-2025-0130-D-030,2025-01-30,dispatch,evacuation,4,160,TR-02,4,4,17.43,17.32,tonnes,1.05,1.05,completed,07:38,16:14,,D-02/D-06/D-16,R-04
WO-2025-0130-D-031,2025-01-30,dispatch,evacuation,5,170,MI-03,7,6,17.32,14.48,tonnes,1.63,1.4,partial,07:57,16:13,,D-01/D-04/D-15/D-18/D-19,R-05
WO-2025-0130-D-032,2025-01-30,dispatch,evacuation,5,178,TR-05,3,4,12.8,13.84,tonnes,0.89,1.19,completed,07:25,16:24,,D-13/D-17/D-18/D-19,R-05
WO-2025-0130-D-033,2025-01-30,dispatch,evacuation,5,179,TR-02,3,3,9.86,9.66,tonnes,1.12,1.12,completed,08:40,17:38,,D-08/D-14/D-15,R-05
WO-2025-0130-D-034,2025-01-30,dispatch,evacuation,5,190,TR-07,4,4,17.4,14.34,tonnes,0.98,0.98,partial,09:12,16:56,,D-03/D-05/D-10/D-12,R-05
WO-2025-0130-D-035,2025-01-30,dispatch,evacuation,5,193,TR-08,4,3,13.65,10.03,tonnes,1.04,0.78,partial,08:42,13:08,,D-03/D-05/D-15,R-05
WO-2025-0130-D-036,2025-01-30,dispatch,evacuation,5,196,TR-06,2,3,9.0,8.87,tonnes,0.62,0.93,completed,09:23,15:36,,D-02/D-05,R-05
WO-2025-0130-D-037,2025-01-30,dispatch,evacuation,5,199,TR-01,2,2,8.15,6.72,tonnes,0.49,0.49,partial,10:28,15:36,,D-09/D-10,R-05
WO-2025-0130-D-038,2025-01-30,dispatch,evacuation,6,230,DU-04,2,2,11.03,8.28,tonnes,0.89,0.89,partial,12:23,16:05,,D-13/D-15,R-06
WO-2025-0130-D-039,2025-01-30,dispatch,evacuation,6,253,MI-01,5,4,10.14,8.03,tonnes,1.59,1.27,partial,07:22,16:03,,D-03/D-07/D-16,R-06
WO-2025-0130-D-040,2025-01-30,dispatch,evacuation,6,271,MI-04,4,4,8.58,9.26,tonnes,1.04,1.04,completed,07:25,15:33,,D-02/D-12/D-17,R-06
WO-2025-0130-D-041,2025-01-30,dispatch,evacuation,6,379,DU-04,2,2,8.99,8.11,tonnes,0.42,0.42,completed,07:41,12:00,,D-09/D-19,R-06
WO-2025-0130-D-042,2025-01-30,dispatch,evacuation,7,289,MI-01,4,3,7.63,5.77,tonnes,0.61,0.46,partial,09:10,11:26,,D-12/D-15/D-20,R-07
WO-2025-0130-D-043,2025-01-30,dispatch,evacuation,7,298,TR-06,2,2,8.38,8.01,tonnes,0.47,0.47,completed,11:04,13:28,,D-03/D-12,R-07
WO-2025-0130-D-044,2025-01-30,dispatch,evacuation,7,301,DU-02,1,1,5.71,4.99,tonnes,0.31,0.31,completed,08:05,10:33,,D-06,R-07
WO-2025-0130-D-045,2025-01-30,dispatch,evacuation,7,341,DU-01,1,1,4.98,5.61,tonnes,0.28,0.28,completed,13:18,15:35,,D-03,R-07
WO-2025-0130-D-046,2025-01-30,dispatch,evacuation,7,346,TR-05,2,3,8.93,10.0,tonnes,0.43,0.65,completed,08:16,14:48,,D-04/D-05/D-16,R-07
WO-2025-0130-D-047,2025-01-30,dispatch,evacuation,7,348,MI-04,6,6,14.62,13.8,tonnes,1.81,1.81,completed,08:13,16:09,,D-05/D-06/D-07/D-09/D-12,R-07
WO-2025-0131-D-001,2025-01-31,dispatch,evacuation,1,12,TR-01,3,3,9.8,9.53,tonnes,0.71,0.71,completed,08:46,16:31,,D-05/D-13/D-16,R-01
WO-2025-0131-D-002,2025-01-31,dispatch,evacuation,1,13,MI-02,4,4,9.61,7.86,tonnes,0.94,0.94,partial,09:21,15:39,,D-03/D-06/D-08/D-17,R-01
WO-2025-0131-D-003,2025-01-31,dispatch,evacuation,1,18,MI-02,2,2,3.48,3.23,tonnes,0.66,0.66,completed,08:07,16:36,,D-07/D-09,R-01
WO-2025-0131-D-004,2025-01-31,dispatch,evacuation,1,34,TR-02,2,2,6.93,6.4,tonnes,0.58,0.58,completed,07:38,14:52,,D-03/D-11,R-01
WO-2025-0131-D-005,2025-01-31,dispatch,evacuation,1,38,TR-05,1,1,3.78,4.26,tonnes,0.17,0.17,completed,12:44,14:04,,D-05,R-01
WO-2025-0131-D-006,2025-01-31,dispatch,evacuation,1,39,TR-03,2,2,6.63,7.0,tonnes,0.38,0.38,completed,12:06,13:56,,D-04/D-15,R-01
