# SYNTHETIC. Upkeep rotation state as at 2025-05-23, READ BACK from the work order ledger (ec_upkeep_orders.csv) so state and events agree. This is 'days overdue against the standard rotation', NOT block condition - EPMS records that an activity happened, never what the block looks like.
division_code,block_code,activity,last_done,interval_days,days_since,days_overdue
4,152,path_upkeep,2025-01-25,110,118,8
4,152,spraying,2025-02-27,100,85,0
4,153,pruning,2024-11-27,240,177,0
4,153,circle_weeding,2025-05-09,75,14,0
4,153,path_upkeep,2025-03-15,110,69,0
4,153,spraying,2025-01-09,100,134,34
4,154,pruning,2025-01-21,240,122,0
4,154,circle_weeding,2025-03-04,75,80,5
4,154,path_upkeep,2025-02-01,110,111,1
4,154,spraying,2025-05-08,100,15,0
4,155,pruning,2025-04-15,240,38,0
4,155,circle_weeding,2025-02-25,75,87,12
4,155,path_upkeep,2025-02-26,110,86,0
4,155,spraying,2025-01-10,100,133,33
4,156,pruning,2024-10-18,240,217,0
4,156,circle_weeding,2025-04-08,75,45,0
4,156,path_upkeep,2025-03-05,110,79,0
4,156,spraying,2025-05-14,100,9,0
4,157,pruning,2024-10-24,240,211,0
4,157,circle_weeding,2025-03-17,75,67,0
4,157,path_upkeep,2025-03-29,110,55,0
4,157,spraying,2025-01-25,100,118,18
4,158,pruning,2025-05-05,240,18,0
4,158,circle_weeding,2025-03-11,75,73,0
4,158,path_upkeep,2025-04-21,110,32,0
4,158,spraying,2025-01-30,100,113,13
4,159,pruning,2025-05-14,240,9,0
4,159,circle_weeding,2025-02-17,75,95,20
4,159,path_upkeep,2025-04-03,110,50,0
4,159,spraying,2025-03-07,100,77,0
4,160,pruning,2024-11-16,240,188,0
4,160,circle_weeding,2025-02-21,75,91,16
4,160,path_upkeep,2025-03-03,110,81,0
4,160,spraying,2025-02-01,100,111,11
4,163,pruning,2024-12-11,240,163,0
4,163,circle_weeding,2025-02-27,75,85,10
4,163,path_upkeep,2025-04-17,110,36,0
4,163,spraying,2025-05-15,100,8,0
4,164,pruning,2025-01-28,240,115,0
4,164,circle_weeding,2025-05-21,75,2,0
4,164,path_upkeep,2025-05-19,110,4,0
4,164,spraying,2025-05-12,100,11,0
4,165,pruning,2025-03-25,240,59,0
4,165,circle_weeding,2025-05-16,75,7,0
4,165,path_upkeep,2025-05-23,110,0,0
4,165,spraying,2025-02-14,100,98,0
4,166,pruning,2024-10-10,240,225,0
4,166,circle_weeding,2025-02-24,75,88,13
4,166,path_upkeep,2025-01-20,110,123,13
4,166,spraying,2025-04-19,100,34,0
5,168,pruning,2025-04-10,240,43,0
5,168,circle_weeding,2025-03-18,75,66,0
5,168,path_upkeep,2025-01-20,110,123,13
5,168,spraying,2025-01-22,100,121,21
5,169,pruning,2024-11-22,240,182,0
5,169,circle_weeding,2025-02-24,75,88,13
5,169,path_upkeep,2025-05-06,110,17,0
5,169,spraying,2025-02-15,100,97,0
5,170,pruning,2025-01-30,240,113,0
5,170,circle_weeding,2025-05-19,75,4,0
5,170,path_upkeep,2025-03-24,110,60,0
5,170,spraying,2025-02-06,100,106,6
5,171,pruning,2024-09-02,240,263,23
5,171,circle_weeding,2025-04-17,75,36,0
5,171,path_upkeep,2025-04-26,110,27,0
5,171,spraying,2025-04-28,100,25,0
5,172,pruning,2024-12-27,240,147,0
5,172,circle_weeding,2025-05-13,75,10,0
5,172,path_upkeep,2025-02-20,110,92,0
5,172,spraying,2025-03-27,100,57,0
5,173,pruning,2024-10-16,240,219,0
5,173,circle_weeding,2025-05-08,75,15,0
5,173,path_upkeep,2025-05-02,110,21,0
5,173,spraying,2025-01-27,100,116,16
5,174,pruning,2024-12-20,240,154,0
5,174,circle_weeding,2025-02-27,75,85,10
5,174,path_upkeep,2025-03-19,110,65,0
5,174,spraying,2025-05-15,100,8,0
5,176,pruning,2025-01-09,240,134,0
5,176,circle_weeding,2025-02-26,75,86,11
5,176,path_upkeep,2025-05-10,110,13,0
5,176,spraying,2025-05-19,100,4,0
5,177,pruning,2025-02-18,240,94,0
5,177,circle_weeding,2025-03-03,75,81,6
5,177,path_upkeep,2025-01-22,110,121,11
5,177,spraying,2025-01-29,100,114,14
5,178,pruning,2025-03-12,240,72,0
5,178,circle_weeding,2025-04-15,75,38,0
5,178,path_upkeep,2025-04-30,110,23,0
5,178,spraying,2025-03-04,100,80,0
5,179,pruning,2025-04-24,240,29,0
5,179,circle_weeding,2025-05-21,75,2,0
5,179,path_upkeep,2025-05-15,110,8,0
5,179,spraying,2025-02-08,100,104,4
5,180,pruning,2025-01-18,240,125,0
5,180,circle_weeding,2025-02-19,75,93,18
5,180,path_upkeep,2025-01-21,110,122,12
5,180,spraying,2025-04-05,100,48,0
5,181,pruning,2024-10-16,240,219,0
5,181,circle_weeding,2025-04-30,75,23,0
5,181,path_upkeep,2025-04-19,110,34,0
5,181,spraying,2025-03-07,100,77,0
5,182,pruning,2024-10-11,240,224,0
5,182,circle_weeding,2025-05-12,75,11,0
5,182,path_upkeep,2025-04-26,110,27,0
5,182,spraying,2025-05-16,100,7,0
5,184,pruning,2025-04-01,240,52,0
5,184,circle_weeding,2025-02-14,75,98,23
5,184,path_upkeep,2025-01-23,110,120,10
5,184,spraying,2025-01-20,100,123,23
5,185,pruning,2025-02-06,240,106,0
5,185,circle_weeding,2025-02-17,75,95,20
5,185,path_upkeep,2025-01-04,110,139,29
5,185,spraying,2025-05-23,100,0,0
5,186,pruning,2024-08-22,240,274,34
5,186,circle_weeding,2025-03-20,75,64,0
5,186,path_upkeep,2025-05-16,110,7,0
5,186,spraying,2025-04-18,100,35,0
5,187,pruning,2025-05-09,240,14,0
5,187,circle_weeding,2025-02-10,75,102,27
5,187,path_upkeep,2025-04-05,110,48,0
5,187,spraying,2025-05-08,100,15,0
5,188,pruning,2025-02-27,240,85,0
5,188,circle_weeding,2025-03-07,75,77,2
5,188,path_upkeep,2025-01-02,110,141,31
5,188,spraying,2025-02-11,100,101,1
5,189,pruning,2025-04-17,240,36,0
5,189,circle_weeding,2025-03-04,75,80,5
5,189,path_upkeep,2025-04-23,110,30,0
5,189,spraying,2025-02-19,100,93,0
5,190,pruning,2025-03-15,240,69,0
5,190,circle_weeding,2025-02-12,75,100,25
5,190,path_upkeep,2025-05-14,110,9,0
5,190,spraying,2025-01-25,100,118,18
5,192,pruning,2024-11-20,240,184,0
5,192,circle_weeding,2025-03-21,75,63,0
5,192,path_upkeep,2025-01-24,110,119,9
5,192,spraying,2025-01-30,100,113,13
5,193,pruning,2025-04-07,240,46,0
5,193,circle_weeding,2025-05-15,75,8,0
5,193,path_upkeep,2025-04-14,110,39,0
5,193,spraying,2025-05-13,100,10,0
5,194,pruning,2024-11-19,240,185,0
5,194,circle_weeding,2025-05-22,75,1,0
5,194,path_upkeep,2025-04-30,110,23,0
5,194,spraying,2025-03-12,100,72,0
5,195,pruning,2025-02-22,240,90,0
5,195,circle_weeding,2025-04-21,75,32,0
5,195,path_upkeep,2025-05-12,110,11,0
5,195,spraying,2025-04-26,100,27,0
5,196,pruning,2025-03-15,240,69,0
5,196,circle_weeding,2025-03-04,75,80,5
5,196,path_upkeep,2025-03-22,110,62,0
5,196,spraying,2025-01-18,100,125,25
5,197,pruning,2024-11-08,240,196,0
5,197,circle_weeding,2025-05-19,75,4,0
5,197,path_upkeep,2025-04-10,110,43,0
5,197,spraying,2025-02-04,100,108,8
5,198,pruning,2025-01-03,240,140,0
5,198,circle_weeding,2025-03-18,75,66,0
5,198,path_upkeep,2025-03-19,110,65,0
5,198,spraying,2025-03-05,100,79,0
5,199,pruning,2025-01-15,240,128,0
5,199,circle_weeding,2025-03-06,75,78,3
5,199,path_upkeep,2025-02-01,110,111,1
5,199,spraying,2025-04-29,100,24,0
5,200,pruning,2025-01-25,240,118,0
5,200,circle_weeding,2025-05-06,75,17,0
5,200,path_upkeep,2025-02-08,110,104,0
5,200,spraying,2025-04-15,100,38,0
5,201,pruning,2024-12-15,240,159,0
5,201,circle_weeding,2025-04-26,75,27,0
5,201,path_upkeep,2025-04-18,110,35,0
5,201,spraying,2025-02-27,100,85,0
5,202,pruning,2024-12-14,240,160,0
5,202,circle_weeding,2025-05-03,75,20,0
5,202,path_upkeep,2025-05-08,110,15,0
5,202,spraying,2025-02-01,100,111,11
5,373,pruning,2025-02-10,240,102,0
5,373,circle_weeding,2025-04-28,75,25,0
5,373,path_upkeep,2025-04-08,110,45,0
5,373,spraying,2025-05-14,100,9,0
6,203,pruning,2025-05-19,240,4,0
6,203,circle_weeding,2025-03-11,75,73,0
6,203,path_upkeep,2025-02-24,110,88,0
6,203,spraying,2025-03-24,100,60,0
6,204,pruning,2024-11-19,240,185,0
6,204,circle_weeding,2025-02-17,75,95,20
6,204,path_upkeep,2025-03-20,110,64,0
6,204,spraying,2025-01-21,100,122,22
6,205,pruning,2024-11-21,240,183,0
6,205,circle_weeding,2025-02-13,75,99,24
6,205,path_upkeep,2025-04-21,110,32,0
6,205,spraying,2025-01-15,100,128,28
6,206,pruning,2025-01-16,240,127,0
6,206,circle_weeding,2025-03-06,75,78,3
6,206,path_upkeep,2025-04-24,110,29,0
6,206,spraying,2025-05-23,100,0,0
6,207,pruning,2024-09-09,240,256,16
6,207,circle_weeding,2025-03-14,75,70,0
6,207,path_upkeep,2025-04-08,110,45,0
6,207,spraying,2025-02-22,100,90,0
6,208,pruning,2024-11-28,240,176,0
6,208,circle_weeding,2025-05-02,75,21,0
6,208,path_upkeep,2025-02-05,110,107,0
6,208,spraying,2025-05-16,100,7,0
6,209,pruning,2025-01-09,240,134,0
6,209,circle_weeding,2025-02-27,75,85,10
6,209,path_upkeep,2025-04-26,110,27,0
6,209,spraying,2025-05-14,100,9,0
6,210,pruning,2024-11-14,240,190,0
6,210,circle_weeding,2025-05-06,75,17,0
6,210,path_upkeep,2025-04-12,110,41,0
6,210,spraying,2025-01-02,100,141,41
6,211,pruning,2025-01-31,240,112,0
6,211,circle_weeding,2025-05-22,75,1,0
6,211,path_upkeep,2025-04-16,110,37,0
6,211,spraying,2025-01-16,100,127,27
6,212,pruning,2024-12-15,240,159,0
6,212,circle_weeding,2025-03-18,75,66,0
6,212,path_upkeep,2025-04-29,110,24,0
6,212,spraying,2025-01-25,100,118,18
6,213,pruning,2025-04-01,240,52,0
6,213,circle_weeding,2025-03-04,75,80,5
6,213,path_upkeep,2025-04-18,110,35,0
6,213,spraying,2025-01-09,100,134,34
6,214,pruning,2024-12-23,240,151,0
6,214,circle_weeding,2025-02-20,75,92,17
6,214,path_upkeep,2025-04-04,110,49,0
6,214,spraying,2024-12-31,100,143,43
6,215,pruning,2024-11-03,240,201,0
6,215,circle_weeding,2025-05-13,75,10,0
6,215,path_upkeep,2025-01-24,110,119,9
6,215,spraying,2025-04-10,100,43,0
6,216,pruning,2025-03-17,240,67,0
6,216,circle_weeding,2025-05-17,75,6,0
6,216,path_upkeep,2025-02-06,110,106,0
6,216,spraying,2025-04-28,100,25,0
6,222,pruning,2025-04-09,240,44,0
6,222,circle_weeding,2025-05-20,75,3,0
6,222,path_upkeep,2025-05-07,110,16,0
6,222,spraying,2025-01-18,100,125,25
6,223,pruning,2025-01-31,240,112,0
6,223,circle_weeding,2025-02-26,75,86,11
6,223,path_upkeep,2025-04-25,110,28,0
6,223,spraying,2025-03-28,100,56,0
6,230,pruning,2024-11-11,240,193,0
6,230,circle_weeding,2025-04-14,75,39,0
6,230,path_upkeep,2025-04-29,110,24,0
6,230,spraying,2025-01-07,100,136,36
6,245,pruning,2024-10-10,240,225,0
6,245,circle_weeding,2025-02-22,75,90,15
6,245,path_upkeep,2025-04-22,110,31,0
6,245,spraying,2025-05-17,100,6,0
6,246,pruning,2024-12-25,240,149,0
6,246,circle_weeding,2025-03-07,75,77,2
6,246,path_upkeep,2025-05-05,110,18,0
6,246,spraying,2025-02-05,100,107,7
6,247,pruning,2025-03-04,240,80,0
6,247,circle_weeding,2025-02-24,75,88,13
6,247,path_upkeep,2025-05-15,110,8,0
6,247,spraying,2025-02-07,100,105,5
6,248,pruning,2024-11-17,240,187,0
6,248,circle_weeding,2025-05-10,75,13,0
6,248,path_upkeep,2025-03-21,110,63,0
6,248,spraying,2025-04-18,100,35,0
6,249,pruning,2025-01-20,240,123,0
6,249,circle_weeding,2025-05-23,75,0,0
6,249,path_upkeep,2025-03-25,110,59,0
6,249,spraying,2025-01-29,100,114,14
6,250,pruning,2024-10-28,240,207,0
6,250,circle_weeding,2025-05-02,75,21,0
6,250,path_upkeep,2025-01-22,110,121,11
6,250,spraying,2025-02-10,100,102,2
6,251,pruning,2024-12-07,240,167,0
6,251,circle_weeding,2025-04-16,75,37,0
6,251,path_upkeep,2025-04-18,110,35,0
6,251,spraying,2025-04-19,100,34,0
6,252,pruning,2025-02-25,240,87,0
6,252,circle_weeding,2025-05-14,75,9,0
6,252,path_upkeep,2025-03-15,110,69,0
6,252,spraying,2025-03-03,100,81,0
6,253,pruning,2025-01-10,240,133,0
6,253,circle_weeding,2025-04-01,75,52,0
6,253,path_upkeep,2025-03-24,110,60,0
6,253,spraying,2025-01-03,100,140,40
6,254,pruning,2025-03-08,240,76,0
6,254,circle_weeding,2025-05-09,75,14,0
6,254,path_upkeep,2025-03-28,110,56,0
6,254,spraying,2025-05-19,100,4,0
6,255,pruning,2024-10-28,240,207,0
6,255,circle_weeding,2025-04-16,75,37,0
6,255,path_upkeep,2025-04-11,110,42,0
6,255,spraying,2025-03-04,100,80,0
6,256,pruning,2024-10-15,240,220,0
6,256,circle_weeding,2025-04-19,75,34,0
6,256,path_upkeep,2025-04-26,110,27,0
6,256,spraying,2025-01-31,100,112,12
6,257,pruning,2024-12-26,240,148,0
6,257,circle_weeding,2025-03-21,75,63,0
6,257,path_upkeep,2025-03-19,110,65,0
6,257,spraying,2025-02-03,100,109,9
6,258,pruning,2024-10-22,240,213,0
6,258,circle_weeding,2025-03-26,75,58,0
6,258,path_upkeep,2025-03-10,110,74,0
6,258,spraying,2025-05-15,100,8,0
6,259,pruning,2024-10-30,240,205,0
6,259,circle_weeding,2025-05-05,75,18,0
6,259,path_upkeep,2025-04-09,110,44,0
6,259,spraying,2025-01-10,100,133,33
6,260,pruning,2024-10-13,240,222,0
6,260,circle_weeding,2025-04-22,75,31,0
6,260,path_upkeep,2025-02-27,110,85,0
6,260,spraying,2025-05-13,100,10,0
6,261,pruning,2025-02-05,240,107,0
6,261,circle_weeding,2025-04-29,75,24,0
6,261,path_upkeep,2025-04-24,110,29,0
6,261,spraying,2025-01-13,100,130,30
6,262,pruning,2025-01-17,240,126,0
6,262,circle_weeding,2025-05-01,75,22,0
6,262,path_upkeep,2025-05-07,110,16,0
6,262,spraying,2025-02-01,100,111,11
6,263,pruning,2024-11-01,240,203,0
6,263,circle_weeding,2025-05-22,75,1,0
6,263,path_upkeep,2025-04-04,110,49,0
6,263,spraying,2025-05-08,100,15,0
6,264,pruning,2025-02-20,240,92,0
6,264,circle_weeding,2025-05-01,75,22,0
6,264,path_upkeep,2025-05-05,110,18,0
6,264,spraying,2025-05-12,100,11,0
6,265,pruning,2025-01-09,240,134,0
6,265,circle_weeding,2025-05-14,75,9,0
6,265,path_upkeep,2025-03-24,110,60,0
6,265,spraying,2025-05-20,100,3,0
6,266,pruning,2025-01-31,240,112,0
6,266,circle_weeding,2025-05-17,75,6,0
6,266,path_upkeep,2025-04-25,110,28,0
6,266,spraying,2025-01-27,100,116,16
6,267,pruning,2024-09-23,240,242,2
6,267,circle_weeding,2025-04-28,75,25,0
6,267,path_upkeep,2025-04-21,110,32,0
6,267,spraying,2025-02-04,100,108,8
6,268,pruning,2024-10-30,240,205,0
6,268,circle_weeding,2025-05-12,75,11,0
6,268,path_upkeep,2025-03-14,110,70,0
6,268,spraying,2025-03-05,100,79,0
6,269,pruning,2024-12-07,240,167,0
6,269,circle_weeding,2025-04-30,75,23,0
6,269,path_upkeep,2025-04-23,110,30,0
6,269,spraying,2025-01-23,100,120,20
6,270,pruning,2025-01-03,240,140,0
6,270,circle_weeding,2025-05-20,75,3,0
6,270,path_upkeep,2025-04-19,110,34,0
6,270,spraying,2025-01-22,100,121,21
6,271,pruning,2025-03-21,240,63,0
6,271,circle_weeding,2025-03-12,75,72,0
6,271,path_upkeep,2025-04-11,110,42,0
6,271,spraying,2025-02-26,100,86,0
6,272,pruning,2025-01-21,240,122,0
6,272,circle_weeding,2025-04-18,75,35,0
6,272,path_upkeep,2025-04-15,110,38,0
6,272,spraying,2025-04-05,100,48,0
6,379,pruning,2025-02-15,240,97,0
6,379,circle_weeding,2025-05-09,75,14,0
6,379,path_upkeep,2025-05-03,110,20,0
6,379,spraying,2025-05-02,100,21,0
6,380,pruning,2025-04-09,240,44,0
6,380,circle_weeding,2025-03-08,75,76,1
6,380,path_upkeep,2025-03-27,110,57,0
6,380,spraying,2025-04-16,100,37,0
7,287,pruning,2024-10-13,240,222,0
7,287,circle_weeding,2025-04-22,75,31,0
7,287,path_upkeep,2025-03-24,110,60,0
7,287,spraying,2024-12-31,100,143,43
7,288,pruning,2024-11-01,240,203,0
7,288,circle_weeding,2025-04-23,75,30,0
7,288,path_upkeep,2025-01-30,110,113,3
7,288,spraying,2025-03-29,100,55,0
7,289,pruning,2024-10-10,240,225,0
7,289,circle_weeding,2025-05-01,75,22,0
7,289,path_upkeep,2025-04-18,110,35,0
7,289,spraying,2025-03-04,100,80,0
7,290,pruning,2024-10-21,240,214,0
7,290,circle_weeding,2025-05-21,75,2,0
7,290,path_upkeep,2025-02-22,110,90,0
7,290,spraying,2025-02-14,100,98,0
7,291,pruning,2024-10-29,240,206,0
7,291,circle_weeding,2025-05-05,75,18,0
7,291,path_upkeep,2025-04-05,110,48,0
7,291,spraying,2025-05-15,100,8,0
7,292,pruning,2024-10-29,240,206,0
7,292,circle_weeding,2025-03-03,75,81,6
7,292,path_upkeep,2025-03-17,110,67,0
7,292,spraying,2025-01-31,100,112,12
7,293,pruning,2024-11-09,240,195,0
7,293,circle_weeding,2025-03-20,75,64,0
7,293,path_upkeep,2025-05-07,110,16,0
7,293,spraying,2025-02-01,100,111,11
7,294,pruning,2025-02-20,240,92,0
7,294,circle_weeding,2025-05-22,75,1,0
7,294,path_upkeep,2025-02-17,110,95,0
7,294,spraying,2025-01-29,100,114,14
7,295,pruning,2025-03-13,240,71,0
7,295,circle_weeding,2025-05-09,75,14,0
7,295,path_upkeep,2025-04-09,110,44,0
7,295,spraying,2024-12-27,100,147,47
7,296,pruning,2024-11-01,240,203,0
7,296,circle_weeding,2025-03-07,75,77,2
7,296,path_upkeep,2025-05-13,110,10,0
7,296,spraying,2024-12-31,100,143,43
7,297,pruning,2025-01-20,240,123,0
7,297,circle_weeding,2025-04-16,75,37,0
7,297,path_upkeep,2025-01-29,110,114,4
7,297,spraying,2025-05-23,100,0,0
7,298,pruning,2024-12-11,240,163,0
7,298,circle_weeding,2025-05-16,75,7,0
7,298,path_upkeep,2025-04-28,110,25,0
7,298,spraying,2025-05-13,100,10,0
7,299,pruning,2025-04-10,240,43,0
7,299,circle_weeding,2025-04-21,75,32,0
7,299,path_upkeep,2025-05-03,110,20,0
7,299,spraying,2025-02-18,100,94,0
7,300,pruning,2025-03-06,240,78,0
7,300,circle_weeding,2025-05-14,75,9,0
7,300,path_upkeep,2025-05-01,110,22,0
7,300,spraying,2025-04-29,100,24,0
7,301,pruning,2025-04-25,240,28,0
7,301,circle_weeding,2025-05-08,75,15,0
7,301,path_upkeep,2025-03-11,110,73,0
7,301,spraying,2025-01-10,100,133,33
7,302,pruning,2024-10-26,240,209,0
7,302,circle_weeding,2025-02-14,75,98,23
7,302,path_upkeep,2025-02-06,110,106,0
7,302,spraying,2025-01-28,100,115,15
7,303,pruning,2024-12-25,240,149,0
7,303,circle_weeding,2025-03-17,75,67,0
7,303,path_upkeep,2025-01-18,110,125,15
7,303,spraying,2025-02-05,100,107,7
7,304,pruning,2024-12-24,240,150,0
7,304,circle_weeding,2025-05-07,75,16,0
7,304,path_upkeep,2025-05-21,110,2,0
7,304,spraying,2025-01-25,100,118,18
7,305,pruning,2025-02-22,240,90,0
7,305,circle_weeding,2025-04-29,75,24,0
7,305,path_upkeep,2025-02-26,110,86,0
7,305,spraying,2025-01-02,100,141,41
7,306,pruning,2024-11-11,240,193,0
7,306,circle_weeding,2025-03-22,75,62,0
7,306,path_upkeep,2025-01-24,110,119,9
7,306,spraying,2025-02-07,100,105,5
7,307,pruning,2024-10-23,240,212,0
7,307,circle_weeding,2025-03-19,75,65,0
7,307,path_upkeep,2025-02-11,110,101,0
7,307,spraying,2025-05-12,100,11,0
7,308,pruning,2025-01-13,240,130,0
7,308,circle_weeding,2025-05-12,75,11,0
7,308,path_upkeep,2025-05-16,110,7,0
7,308,spraying,2025-04-10,100,43,0
7,309,pruning,2024-12-27,240,147,0
7,309,circle_weeding,2025-03-10,75,74,0
7,309,path_upkeep,2025-02-10,110,102,0
7,309,spraying,2024-12-28,100,146,46
7,310,pruning,2025-02-04,240,108,0
7,310,circle_weeding,2025-04-16,75,37,0
7,310,path_upkeep,2025-05-19,110,4,0
7,310,spraying,2025-01-16,100,127,27
7,311,pruning,2025-02-14,240,98,0
7,311,circle_weeding,2025-03-08,75,76,1
7,311,path_upkeep,2025-05-22,110,1,0
7,311,spraying,2025-05-17,100,6,0
7,328,pruning,2024-11-23,240,181,0
7,328,circle_weeding,2025-02-22,75,90,15
7,328,path_upkeep,2025-05-06,110,17,0
7,328,spraying,2025-01-03,100,140,40
7,329,pruning,2024-09-19,240,246,6
7,329,circle_weeding,2025-03-24,75,60,0
7,329,path_upkeep,2025-05-19,110,4,0
7,329,spraying,2025-05-02,100,21,0
7,330,pruning,2024-11-16,240,188,0
7,330,circle_weeding,2025-04-24,75,29,0
7,330,path_upkeep,2025-05-08,110,15,0
7,330,spraying,2025-01-30,100,113,13
7,331,pruning,2024-11-26,240,178,0
7,331,circle_weeding,2025-03-12,75,72,0
7,331,path_upkeep,2025-01-27,110,116,6
7,331,spraying,2025-01-09,100,134,34
7,332,pruning,2025-05-03,240,20,0
7,332,circle_weeding,2025-05-12,75,11,0
7,332,path_upkeep,2025-01-14,110,129,19
7,332,spraying,2025-04-19,100,34,0
7,333,pruning,2024-11-01,240,203,0
7,333,circle_weeding,2025-02-20,75,92,17
7,333,path_upkeep,2025-04-22,110,31,0
7,333,spraying,2024-12-26,100,148,48
7,334,pruning,2024-12-12,240,162,0
7,334,circle_weeding,2025-03-29,75,55,0
7,334,path_upkeep,2025-04-11,110,42,0
7,334,spraying,2025-04-26,100,27,0
7,335,pruning,2024-12-01,240,173,0
7,335,circle_weeding,2025-05-14,75,9,0
7,335,path_upkeep,2025-04-16,110,37,0
7,335,spraying,2024-12-23,100,151,51
7,336,pruning,2024-12-01,240,173,0
7,336,circle_weeding,2025-02-18,75,94,19
7,336,path_upkeep,2025-03-15,110,69,0
7,336,spraying,2025-03-20,100,64,0
7,337,pruning,2025-03-04,240,80,0
7,337,circle_weeding,2025-04-09,75,44,0
7,337,path_upkeep,2025-04-19,110,34,0
7,337,spraying,2025-01-20,100,123,23
7,338,pruning,2024-10-29,240,206,0
7,338,circle_weeding,2025-03-20,75,64,0
7,338,path_upkeep,2025-05-16,110,7,0
7,338,spraying,2025-01-17,100,126,26
7,339,pruning,2024-09-25,240,240,0
7,339,circle_weeding,2025-05-02,75,21,0
7,339,path_upkeep,2025-04-16,110,37,0
7,339,spraying,2025-05-08,100,15,0
7,340,pruning,2025-02-10,240,102,0
7,340,circle_weeding,2025-02-28,75,84,9
7,340,path_upkeep,2025-05-07,110,16,0
7,340,spraying,2025-03-06,100,78,0
7,341,pruning,2024-11-14,240,190,0
7,341,circle_weeding,2025-02-25,75,87,12
7,341,path_upkeep,2025-02-03,110,109,0
7,341,spraying,2025-04-16,100,37,0
7,342,pruning,2025-04-28,240,25,0
7,342,circle_weeding,2025-03-11,75,73,0
7,342,path_upkeep,2025-03-14,110,70,0
7,342,spraying,2025-03-28,100,56,0
7,343,pruning,2025-01-11,240,132,0
7,343,circle_weeding,2025-03-04,75,80,5
7,343,path_upkeep,2025-04-08,110,45,0
7,343,spraying,2025-02-26,100,86,0
7,344,pruning,2025-03-29,240,55,0
7,344,circle_weeding,2025-02-21,75,91,16
7,344,path_upkeep,2025-03-06,110,78,0
7,344,spraying,2025-05-19,100,4,0
7,345,pruning,2024-10-26,240,209,0
7,345,circle_weeding,2025-04-12,75,41,0
7,345,path_upkeep,2025-05-05,110,18,0
7,345,spraying,2025-01-06,100,137,37
7,346,pruning,2025-05-14,240,9,0
7,346,circle_weeding,2025-02-19,75,93,18
7,346,path_upkeep,2025-04-03,110,50,0
7,346,spraying,2025-01-15,100,128,28
7,347,pruning,2024-10-17,240,218,0
7,347,circle_weeding,2025-05-17,75,6,0
7,347,path_upkeep,2025-01-28,110,115,5
7,347,spraying,2025-02-27,100,85,0
7,348,pruning,2025-01-22,240,121,0
7,348,circle_weeding,2025-05-21,75,2,0
7,348,path_upkeep,2025-01-15,110,128,18
7,348,spraying,2025-01-22,100,121,21
