# SYNTHETIC. Material documents: MATDOC. 101 goods receipt, 201 issue to cost centre, 261 issue to a PM order, 551 scrapped at a count, 701/702 count differences. From 2025-01-01 every issue carries the work order, trip day or PM order it came from; earlier issues were generated from the same drivers and carry none.
mblnr,zeile,budat,bwart,matnr,werks,lgort,menge,meins,shkzg,kostl,aufnr,block_code,rsnum,ebeln,ebelp
4900003422,0001,2024-01-05,201,FU-001,EC,CS01,120.3,L,H,EC-D3,,,,,
4900003423,0001,2024-01-05,201,FU-001,EC,CS01,127.5,L,H,EC-D4,,,,,
4900003424,0001,2024-01-05,201,FU-001,EC,CS01,77.8,L,H,EC-D5,,,,,
4900003425,0001,2024-01-05,201,FU-001,EC,CS01,110.7,L,H,EC-D6,,,,,
4900003426,0001,2024-01-05,201,FU-001,EC,CS01,99.3,L,H,EC-D7,,,,,
4900003427,0001,2024-01-05,201,FU-001,EC,CS01,727.6,L,H,EC-GEN,,,,,
4900003428,0001,2024-01-05,101,SP-004,EC,CS01,4,EA,S,,,,,4500000145,00010
4900003429,0001,2024-01-05,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900003430,0001,2024-01-06,201,AC-004,EC,CS01,0.5,KG,H,EC-D2,,,,,
4900003431,0001,2024-01-06,201,FE-001,EC,CS01,7451.8,KG,H,EC-D6,,269,0000000957,,
4900003432,0001,2024-01-06,201,FU-001,EC,CS01,91.3,L,H,EC-D1,,,,,
4900003433,0001,2024-01-06,201,FU-001,EC,CS01,86.5,L,H,EC-D2,,,,,
4900003434,0001,2024-01-06,201,FU-001,EC,CS01,122.5,L,H,EC-D3,,,,,
4900003435,0001,2024-01-06,201,FU-001,EC,CS01,128.0,L,H,EC-D4,,,,,
4900003436,0001,2024-01-06,201,FU-001,EC,CS01,95.5,L,H,EC-D5,,,,,
4900003437,0001,2024-01-06,201,FU-001,EC,CS01,121.6,L,H,EC-D6,,,,,
4900003438,0001,2024-01-06,201,FU-001,EC,CS01,102.3,L,H,EC-D7,,,,,
4900003439,0001,2024-01-06,201,FU-001,EC,CS01,611.2,L,H,EC-GEN,,,,,
4900003440,0001,2024-01-06,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900003441,0001,2024-01-07,201,FE-001,EC,CS01,12188.1,KG,H,EC-D5,,187,0000000729,,
4900003442,0001,2024-01-07,201,FE-004,EC,CS01,219.6,KG,H,EC-D2,,71,0000000276,,
4900003443,0001,2024-01-07,201,FU-001,EC,CS01,630.3,L,H,EC-GEN,,,,,
4900003444,0001,2024-01-08,201,AC-003,EC,CS01,4.99,L,H,EC-D7,,,,,
4900003445,0001,2024-01-08,201,FE-001,EC,CS01,14991.6,KG,H,EC-D2,,55,0000000213,,
4900003446,0001,2024-01-08,201,FE-002,EC,CS01,2814.3,KG,H,EC-D7,,299,0000001030,,
4900003447,0001,2024-01-08,101,FU-001,EC,CS01,8000,L,S,,,,,4500000161,00010
4900003448,0001,2024-01-08,201,FU-001,EC,CS01,94.6,L,H,EC-D1,,,,,
4900003449,0001,2024-01-08,201,FU-001,EC,CS01,80.9,L,H,EC-D2,,,,,
4900003450,0001,2024-01-08,201,FU-001,EC,CS01,132.0,L,H,EC-D3,,,,,
4900003451,0001,2024-01-08,201,FU-001,EC,CS01,116.7,L,H,EC-D4,,,,,
4900003452,0001,2024-01-08,201,FU-001,EC,CS01,100.8,L,H,EC-D5,,,,,
4900003453,0001,2024-01-08,201,FU-001,EC,CS01,116.9,L,H,EC-D6,,,,,
4900003454,0001,2024-01-08,201,FU-001,EC,CS01,102.6,L,H,EC-D7,,,,,
4900003455,0001,2024-01-08,201,FU-001,EC,CS01,683.6,L,H,EC-GEN,,,,,
4900003456,0001,2024-01-09,201,AC-001,EC,CS01,132.7,L,H,EC-D1,,,,,
4900003457,0001,2024-01-09,201,AC-003,EC,CS01,2.89,L,H,EC-D5,,,,,
4900003458,0001,2024-01-09,201,FE-002,EC,CS01,1216.8,KG,H,EC-D3,,120,0000000474,,
4900003459,0001,2024-01-09,201,FU-001,EC,CS01,101.0,L,H,EC-D1,,,,,
4900003460,0001,2024-01-09,201,FU-001,EC,CS01,84.5,L,H,EC-D2,,,,,
4900003461,0001,2024-01-09,201,FU-001,EC,CS01,119.3,L,H,EC-D3,,,,,
4900003462,0001,2024-01-09,201,FU-001,EC,CS01,157.8,L,H,EC-D4,,,,,
4900003463,0001,2024-01-09,201,FU-001,EC,CS01,87.4,L,H,EC-D5,,,,,
4900003464,0001,2024-01-09,201,FU-001,EC,CS01,108.1,L,H,EC-D6,,,,,
4900003465,0001,2024-01-09,201,FU-001,EC,CS01,122.6,L,H,EC-D7,,,,,
4900003466,0001,2024-01-09,201,FU-001,EC,CS01,655.4,L,H,EC-GEN,,,,,
4900003467,0001,2024-01-10,201,AC-001,EC,CS01,63.9,L,H,EC-D7,,,,,
4900003468,0001,2024-01-10,201,AC-003,EC,CS01,3.99,L,H,EC-D5,,,,,
4900003469,0001,2024-01-10,201,FU-001,EC,CS01,84.8,L,H,EC-D1,,,,,
4900003470,0001,2024-01-10,201,FU-001,EC,CS01,104.2,L,H,EC-D2,,,,,
4900003471,0001,2024-01-10,201,FU-001,EC,CS01,123.8,L,H,EC-D3,,,,,
4900003472,0001,2024-01-10,201,FU-001,EC,CS01,181.1,L,H,EC-D4,,,,,
4900003473,0001,2024-01-10,201,FU-001,EC,CS01,86.8,L,H,EC-D5,,,,,
4900003474,0001,2024-01-10,201,FU-001,EC,CS01,122.3,L,H,EC-D6,,,,,
4900003475,0001,2024-01-10,201,FU-001,EC,CS01,111.2,L,H,EC-D7,,,,,
4900003476,0001,2024-01-10,201,FU-001,EC,CS01,670.5,L,H,EC-GEN,,,,,
4900003477,0001,2024-01-11,201,AC-001,EC,CS01,79.3,L,H,EC-D3,,,,,
4900003478,0001,2024-01-11,201,AC-003,EC,CS01,6.67,L,H,EC-D4,,,,,
4900003479,0001,2024-01-11,201,FE-001,EC,CS01,15816.5,KG,H,EC-D6,,255,0000000901,,
4900003480,0001,2024-01-11,201,FU-001,EC,CS01,104.0,L,H,EC-D1,,,,,
4900003481,0001,2024-01-11,201,FU-001,EC,CS01,74.9,L,H,EC-D2,,,,,
4900003482,0001,2024-01-11,201,FU-001,EC,CS01,99.9,L,H,EC-D3,,,,,
4900003483,0001,2024-01-11,201,FU-001,EC,CS01,101.3,L,H,EC-D4,,,,,
4900003484,0001,2024-01-11,201,FU-001,EC,CS01,92.4,L,H,EC-D5,,,,,
4900003485,0001,2024-01-11,201,FU-001,EC,CS01,112.5,L,H,EC-D6,,,,,
4900003486,0001,2024-01-11,201,FU-001,EC,CS01,102.2,L,H,EC-D7,,,,,
4900003487,0001,2024-01-11,201,FU-001,EC,CS01,617.1,L,H,EC-GEN,,,,,
4900003488,0001,2024-01-11,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900003489,0001,2024-01-11,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003490,0001,2024-01-12,101,AC-001,EC,CS01,2900,L,S,,,,,4500000150,00010
4900003491,0001,2024-01-12,201,AC-001,EC,CS01,95.9,L,H,EC-D4,,,,,
4900003492,0001,2024-01-12,201,AC-002,EC,CS01,3.38,KG,H,EC-D4,,,,,
4900003493,0001,2024-01-12,201,FU-001,EC,CS01,100.0,L,H,EC-D1,,,,,
4900003494,0001,2024-01-12,201,FU-001,EC,CS01,99.7,L,H,EC-D2,,,,,
4900003495,0001,2024-01-12,201,FU-001,EC,CS01,119.1,L,H,EC-D3,,,,,
4900003496,0001,2024-01-12,201,FU-001,EC,CS01,130.1,L,H,EC-D4,,,,,
4900003497,0001,2024-01-12,201,FU-001,EC,CS01,102.1,L,H,EC-D5,,,,,
4900003498,0001,2024-01-12,201,FU-001,EC,CS01,106.4,L,H,EC-D6,,,,,
4900003499,0001,2024-01-12,201,FU-001,EC,CS01,105.1,L,H,EC-D7,,,,,
4900003500,0001,2024-01-12,201,FU-001,EC,CS01,703.6,L,H,EC-GEN,,,,,
4900003501,0001,2024-01-12,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900003502,0001,2024-01-13,201,FU-001,EC,CS01,104.8,L,H,EC-D1,,,,,
4900003503,0001,2024-01-13,201,FU-001,EC,CS01,77.6,L,H,EC-D2,,,,,
4900003504,0001,2024-01-13,201,FU-001,EC,CS01,87.9,L,H,EC-D3,,,,,
4900003505,0001,2024-01-13,201,FU-001,EC,CS01,125.5,L,H,EC-D4,,,,,
4900003506,0001,2024-01-13,201,FU-001,EC,CS01,100.6,L,H,EC-D5,,,,,
4900003507,0001,2024-01-13,201,FU-001,EC,CS01,153.8,L,H,EC-D6,,,,,
4900003508,0001,2024-01-13,201,FU-001,EC,CS01,112.6,L,H,EC-D7,,,,,
4900003509,0001,2024-01-13,201,FU-001,EC,CS01,623.6,L,H,EC-GEN,,,,,
4900003510,0001,2024-01-13,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900003511,0001,2024-01-14,201,FU-001,EC,CS01,628.5,L,H,EC-GEN,,,,,
4900003512,0001,2024-01-15,201,FU-001,EC,CS01,94.0,L,H,EC-D1,,,,,
4900003513,0001,2024-01-15,201,FU-001,EC,CS01,78.7,L,H,EC-D2,,,,,
4900003514,0001,2024-01-15,201,FU-001,EC,CS01,141.4,L,H,EC-D3,,,,,
4900003515,0001,2024-01-15,201,FU-001,EC,CS01,167.4,L,H,EC-D4,,,,,
4900003516,0001,2024-01-15,201,FU-001,EC,CS01,82.8,L,H,EC-D5,,,,,
4900003517,0001,2024-01-15,201,FU-001,EC,CS01,117.1,L,H,EC-D6,,,,,
4900003518,0001,2024-01-15,201,FU-001,EC,CS01,119.7,L,H,EC-D7,,,,,
4900003519,0001,2024-01-15,201,FU-001,EC,CS01,722.4,L,H,EC-GEN,,,,,
4900003520,0001,2024-01-15,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003521,0001,2024-01-16,101,FU-001,EC,CS01,8000,L,S,,,,,4500000167,00010
4900003522,0001,2024-01-16,201,FU-001,EC,CS01,116.4,L,H,EC-D1,,,,,
4900003523,0001,2024-01-16,201,FU-001,EC,CS01,110.2,L,H,EC-D2,,,,,
4900003524,0001,2024-01-16,201,FU-001,EC,CS01,123.1,L,H,EC-D3,,,,,
4900003525,0001,2024-01-16,201,FU-001,EC,CS01,133.2,L,H,EC-D4,,,,,
4900003526,0001,2024-01-16,201,FU-001,EC,CS01,92.5,L,H,EC-D5,,,,,
4900003527,0001,2024-01-16,201,FU-001,EC,CS01,131.2,L,H,EC-D6,,,,,
4900003528,0001,2024-01-16,201,FU-001,EC,CS01,138.1,L,H,EC-D7,,,,,
4900003529,0001,2024-01-16,201,FU-001,EC,CS01,675.8,L,H,EC-GEN,,,,,
4900003530,0001,2024-01-16,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900003531,0001,2024-01-16,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900003532,0001,2024-01-16,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900003533,0001,2024-01-17,201,AC-003,EC,CS01,3.99,L,H,EC-D1,,,,,
4900003534,0001,2024-01-17,201,FE-002,EC,CS01,3260.9,KG,H,EC-D6,,213,0000000834,,
4900003535,0001,2024-01-17,201,FU-001,EC,CS01,91.9,L,H,EC-D1,,,,,
4900003536,0001,2024-01-17,201,FU-001,EC,CS01,78.3,L,H,EC-D2,,,,,
4900003537,0001,2024-01-17,201,FU-001,EC,CS01,130.1,L,H,EC-D3,,,,,
4900003538,0001,2024-01-17,201,FU-001,EC,CS01,132.1,L,H,EC-D4,,,,,
4900003539,0001,2024-01-17,201,FU-001,EC,CS01,104.2,L,H,EC-D5,,,,,
4900003540,0001,2024-01-17,201,FU-001,EC,CS01,113.9,L,H,EC-D6,,,,,
4900003541,0001,2024-01-17,201,FU-001,EC,CS01,115.3,L,H,EC-D7,,,,,
4900003542,0001,2024-01-17,201,FU-001,EC,CS01,636.9,L,H,EC-GEN,,,,,
4900003543,0001,2024-01-17,201,SP-003,EC,CS01,1,EA,H,EC-WS,,,,,
4900003544,0001,2024-01-17,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003545,0001,2024-01-17,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900003546,0001,2024-01-18,201,AC-001,EC,CS01,90.9,L,H,EC-D2,,,,,
4900003547,0001,2024-01-18,201,AC-003,EC,CS01,3.28,L,H,EC-D4,,,,,
4900003548,0001,2024-01-18,201,FU-001,EC,CS01,106.4,L,H,EC-D1,,,,,
4900003549,0001,2024-01-18,201,FU-001,EC,CS01,106.3,L,H,EC-D2,,,,,
4900003550,0001,2024-01-18,201,FU-001,EC,CS01,126.8,L,H,EC-D3,,,,,
4900003551,0001,2024-01-18,201,FU-001,EC,CS01,141.3,L,H,EC-D4,,,,,
4900003552,0001,2024-01-18,201,FU-001,EC,CS01,130.3,L,H,EC-D5,,,,,
4900003553,0001,2024-01-18,201,FU-001,EC,CS01,111.3,L,H,EC-D6,,,,,
4900003554,0001,2024-01-18,201,FU-001,EC,CS01,95.4,L,H,EC-D7,,,,,
4900003555,0001,2024-01-18,201,FU-001,EC,CS01,591.7,L,H,EC-GEN,,,,,
4900003556,0001,2024-01-18,101,SP-005,EC,CS01,4,EA,S,,,,,4500000164,00010
4900003557,0001,2024-01-19,201,AC-001,EC,CS01,95.4,L,H,EC-D4,,,,,
4900003558,0001,2024-01-19,201,FU-001,EC,CS01,103.1,L,H,EC-D1,,,,,
4900003559,0001,2024-01-19,201,FU-001,EC,CS01,88.4,L,H,EC-D2,,,,,
4900003560,0001,2024-01-19,201,FU-001,EC,CS01,122.6,L,H,EC-D3,,,,,
4900003561,0001,2024-01-19,201,FU-001,EC,CS01,142.5,L,H,EC-D4,,,,,
4900003562,0001,2024-01-19,201,FU-001,EC,CS01,99.0,L,H,EC-D5,,,,,
4900003563,0001,2024-01-19,201,FU-001,EC,CS01,123.4,L,H,EC-D6,,,,,
4900003564,0001,2024-01-19,201,FU-001,EC,CS01,130.1,L,H,EC-D7,,,,,
4900003565,0001,2024-01-19,201,FU-001,EC,CS01,547.1,L,H,EC-GEN,,,,,
4900003566,0001,2024-01-19,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003567,0001,2024-01-20,201,AC-001,EC,CS01,72.9,L,H,EC-D6,,,,,
4900003568,0001,2024-01-20,201,FU-001,EC,CS01,97.6,L,H,EC-D1,,,,,
4900003569,0001,2024-01-20,201,FU-001,EC,CS01,75.1,L,H,EC-D2,,,,,
4900003570,0001,2024-01-20,201,FU-001,EC,CS01,122.5,L,H,EC-D3,,,,,
4900003571,0001,2024-01-20,201,FU-001,EC,CS01,138.9,L,H,EC-D4,,,,,
4900003572,0001,2024-01-20,201,FU-001,EC,CS01,95.4,L,H,EC-D5,,,,,
4900003573,0001,2024-01-20,201,FU-001,EC,CS01,121.4,L,H,EC-D6,,,,,
4900003574,0001,2024-01-20,201,FU-001,EC,CS01,120.2,L,H,EC-D7,,,,,
4900003575,0001,2024-01-20,201,FU-001,EC,CS01,629.3,L,H,EC-GEN,,,,,
4900003576,0001,2024-01-20,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900003577,0001,2024-01-21,201,FU-001,EC,CS01,577.5,L,H,EC-GEN,,,,,
4900003578,0001,2024-01-22,201,FU-001,EC,CS01,84.9,L,H,EC-D1,,,,,
4900003579,0001,2024-01-22,201,FU-001,EC,CS01,74.6,L,H,EC-D2,,,,,
4900003580,0001,2024-01-22,201,FU-001,EC,CS01,137.9,L,H,EC-D3,,,,,
4900003581,0001,2024-01-22,201,FU-001,EC,CS01,146.4,L,H,EC-D4,,,,,
4900003582,0001,2024-01-22,201,FU-001,EC,CS01,92.5,L,H,EC-D5,,,,,
4900003583,0001,2024-01-22,201,FU-001,EC,CS01,105.8,L,H,EC-D6,,,,,
4900003584,0001,2024-01-22,201,FU-001,EC,CS01,117.0,L,H,EC-D7,,,,,
4900003585,0001,2024-01-22,201,FU-001,EC,CS01,688.5,L,H,EC-GEN,,,,,
4900003586,0001,2024-01-22,101,SP-008,EC,CS01,4,EA,S,,,,,4500000154,00010
4900003587,0001,2024-01-23,201,AC-001,EC,CS01,110.5,L,H,EC-D1,,,,,
4900003588,0001,2024-01-23,201,AC-003,EC,CS01,2.94,L,H,EC-D1,,,,,
4900003589,0001,2024-01-23,101,FU-001,EC,CS01,8000,L,S,,,,,4500000169,00010
4900003590,0001,2024-01-23,201,FU-001,EC,CS01,117.1,L,H,EC-D1,,,,,
4900003591,0001,2024-01-23,201,FU-001,EC,CS01,83.6,L,H,EC-D2,,,,,
4900003592,0001,2024-01-23,201,FU-001,EC,CS01,118.6,L,H,EC-D3,,,,,
4900003593,0001,2024-01-23,201,FU-001,EC,CS01,121.9,L,H,EC-D4,,,,,
4900003594,0001,2024-01-23,201,FU-001,EC,CS01,110.9,L,H,EC-D5,,,,,
4900003595,0001,2024-01-23,201,FU-001,EC,CS01,117.5,L,H,EC-D6,,,,,
4900003596,0001,2024-01-23,201,FU-001,EC,CS01,99.6,L,H,EC-D7,,,,,
4900003597,0001,2024-01-23,201,FU-001,EC,CS01,606.8,L,H,EC-GEN,,,,,
4900003598,0001,2024-01-24,201,AC-001,EC,CS01,86.4,L,H,EC-D2,,,,,
4900003599,0001,2024-01-24,201,AC-004,EC,CS01,1.16,KG,H,EC-D5,,,,,
4900003600,0001,2024-01-24,201,FU-001,EC,CS01,119.0,L,H,EC-D1,,,,,
4900003601,0001,2024-01-24,201,FU-001,EC,CS01,95.5,L,H,EC-D2,,,,,
4900003602,0001,2024-01-24,201,FU-001,EC,CS01,124.8,L,H,EC-D3,,,,,
4900003603,0001,2024-01-24,201,FU-001,EC,CS01,136.9,L,H,EC-D4,,,,,
4900003604,0001,2024-01-24,201,FU-001,EC,CS01,79.6,L,H,EC-D5,,,,,
4900003605,0001,2024-01-24,201,FU-001,EC,CS01,124.7,L,H,EC-D6,,,,,
4900003606,0001,2024-01-24,201,FU-001,EC,CS01,115.7,L,H,EC-D7,,,,,
4900003607,0001,2024-01-24,201,FU-001,EC,CS01,673.5,L,H,EC-GEN,,,,,
4900003608,0001,2024-01-24,201,SP-003,EC,CS01,1,EA,H,EC-WS,,,,,
4900003609,0001,2024-01-24,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900003610,0001,2024-01-25,201,AC-001,EC,CS01,94.1,L,H,EC-D1,,,,,
4900003611,0001,2024-01-25,201,AC-003,EC,CS01,2.74,L,H,EC-D2,,,,,
4900003612,0001,2024-01-25,201,FU-001,EC,CS01,94.0,L,H,EC-D1,,,,,
4900003613,0001,2024-01-25,201,FU-001,EC,CS01,90.5,L,H,EC-D2,,,,,
4900003614,0001,2024-01-25,201,FU-001,EC,CS01,135.9,L,H,EC-D3,,,,,
4900003615,0001,2024-01-25,201,FU-001,EC,CS01,118.3,L,H,EC-D4,,,,,
4900003616,0001,2024-01-25,201,FU-001,EC,CS01,97.2,L,H,EC-D5,,,,,
4900003617,0001,2024-01-25,201,FU-001,EC,CS01,127.1,L,H,EC-D6,,,,,
4900003618,0001,2024-01-25,201,FU-001,EC,CS01,109.7,L,H,EC-D7,,,,,
4900003619,0001,2024-01-25,201,FU-001,EC,CS01,642.6,L,H,EC-GEN,,,,,
4900003620,0001,2024-01-26,201,AC-003,EC,CS01,6.04,L,H,EC-D7,,,,,
4900003621,0001,2024-01-26,201,FU-001,EC,CS01,90.6,L,H,EC-D1,,,,,
4900003622,0001,2024-01-26,201,FU-001,EC,CS01,83.1,L,H,EC-D2,,,,,
4900003623,0001,2024-01-26,201,FU-001,EC,CS01,114.8,L,H,EC-D3,,,,,
4900003624,0001,2024-01-26,201,FU-001,EC,CS01,134.3,L,H,EC-D4,,,,,
4900003625,0001,2024-01-26,201,FU-001,EC,CS01,114.5,L,H,EC-D5,,,,,
4900003626,0001,2024-01-26,201,FU-001,EC,CS01,134.0,L,H,EC-D6,,,,,
4900003627,0001,2024-01-26,201,FU-001,EC,CS01,102.2,L,H,EC-D7,,,,,
4900003628,0001,2024-01-26,201,FU-001,EC,CS01,615.9,L,H,EC-GEN,,,,,
4900003629,0001,2024-01-26,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003630,0001,2024-01-27,201,AC-001,EC,CS01,109.0,L,H,EC-D5,,,,,
4900003631,0001,2024-01-27,201,AC-002,EC,CS01,4.29,KG,H,EC-D5,,,,,
4900003632,0001,2024-01-27,201,AC-003,EC,CS01,6.97,L,H,EC-D5,,,,,
4900003633,0001,2024-01-27,101,FU-001,EC,CS01,8000,L,S,,,,,4500000177,00010
4900003634,0001,2024-01-27,201,FU-001,EC,CS01,88.1,L,H,EC-D1,,,,,
4900003635,0001,2024-01-27,201,FU-001,EC,CS01,94.2,L,H,EC-D2,,,,,
4900003636,0001,2024-01-27,201,FU-001,EC,CS01,151.3,L,H,EC-D3,,,,,
4900003637,0001,2024-01-27,201,FU-001,EC,CS01,145.9,L,H,EC-D4,,,,,
4900003638,0001,2024-01-27,201,FU-001,EC,CS01,82.0,L,H,EC-D5,,,,,
4900003639,0001,2024-01-27,201,FU-001,EC,CS01,96.5,L,H,EC-D6,,,,,
4900003640,0001,2024-01-27,201,FU-001,EC,CS01,105.9,L,H,EC-D7,,,,,
4900003641,0001,2024-01-27,201,FU-001,EC,CS01,540.3,L,H,EC-GEN,,,,,
4900003642,0001,2024-01-28,201,FU-001,EC,CS01,687.0,L,H,EC-GEN,,,,,
4900003643,0001,2024-01-29,201,AC-001,EC,CS01,70.9,L,H,EC-D2,,,,,
4900003644,0001,2024-01-29,201,AC-003,EC,CS01,1.36,L,H,EC-D1,,,,,
4900003645,0001,2024-01-29,101,FU-001,EC,CS01,8000,L,S,,,,,4500000187,00010
4900003646,0001,2024-01-29,201,FU-001,EC,CS01,96.8,L,H,EC-D1,,,,,
4900003647,0001,2024-01-29,201,FU-001,EC,CS01,80.0,L,H,EC-D2,,,,,
4900003648,0001,2024-01-29,201,FU-001,EC,CS01,110.1,L,H,EC-D3,,,,,
4900003649,0001,2024-01-29,201,FU-001,EC,CS01,131.5,L,H,EC-D4,,,,,
4900003650,0001,2024-01-29,201,FU-001,EC,CS01,106.8,L,H,EC-D5,,,,,
4900003651,0001,2024-01-29,201,FU-001,EC,CS01,135.7,L,H,EC-D6,,,,,
4900003652,0001,2024-01-29,201,FU-001,EC,CS01,117.8,L,H,EC-D7,,,,,
4900003653,0001,2024-01-29,201,FU-001,EC,CS01,710.6,L,H,EC-GEN,,,,,
4900003654,0001,2024-01-30,201,AC-001,EC,CS01,102.1,L,H,EC-D2,,,,,
4900003655,0001,2024-01-30,201,AC-002,EC,CS01,4.5,KG,H,EC-D2,,,,,
4900003656,0001,2024-01-30,201,FU-001,EC,CS01,93.1,L,H,EC-D1,,,,,
4900003657,0001,2024-01-30,201,FU-001,EC,CS01,93.0,L,H,EC-D2,,,,,
4900003658,0001,2024-01-30,201,FU-001,EC,CS01,109.4,L,H,EC-D3,,,,,
4900003659,0001,2024-01-30,201,FU-001,EC,CS01,147.6,L,H,EC-D4,,,,,
4900003660,0001,2024-01-30,201,FU-001,EC,CS01,116.6,L,H,EC-D5,,,,,
4900003661,0001,2024-01-30,201,FU-001,EC,CS01,125.8,L,H,EC-D6,,,,,
4900003662,0001,2024-01-30,201,FU-001,EC,CS01,123.0,L,H,EC-D7,,,,,
4900003663,0001,2024-01-30,201,FU-001,EC,CS01,756.5,L,H,EC-GEN,,,,,
4900003664,0001,2024-01-31,201,AC-003,EC,CS01,7.59,L,H,EC-D6,,,,,
4900003665,0001,2024-01-31,201,FU-001,EC,CS01,107.7,L,H,EC-D1,,,,,
4900003666,0001,2024-01-31,201,FU-001,EC,CS01,85.5,L,H,EC-D2,,,,,
4900003667,0001,2024-01-31,201,FU-001,EC,CS01,138.3,L,H,EC-D3,,,,,
4900003668,0001,2024-01-31,201,FU-001,EC,CS01,125.6,L,H,EC-D4,,,,,
4900003669,0001,2024-01-31,201,FU-001,EC,CS01,114.4,L,H,EC-D5,,,,,
4900003670,0001,2024-01-31,201,FU-001,EC,CS01,108.2,L,H,EC-D6,,,,,
4900003671,0001,2024-01-31,201,FU-001,EC,CS01,114.0,L,H,EC-D7,,,,,
4900003672,0001,2024-01-31,201,FU-001,EC,CS01,650.3,L,H,EC-GEN,,,,,
4900003673,0001,2024-01-31,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900003674,0001,2024-01-31,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900003675,0001,2024-01-31,101,SP-006,EC,CS01,1,EA,S,,,,,4500000198,00010
4900003676,0001,2024-01-31,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900003677,0001,2024-02-01,201,AC-001,EC,CS01,160.5,L,H,EC-D2,,,,,
4900003678,0001,2024-02-01,201,AC-003,EC,CS01,2.74,L,H,EC-D2,,,,,
4900003679,0001,2024-02-01,201,FU-001,EC,CS01,135.1,L,H,EC-D1,,,,,
4900003680,0001,2024-02-01,201,FU-001,EC,CS01,106.9,L,H,EC-D2,,,,,
4900003681,0001,2024-02-01,201,FU-001,EC,CS01,142.9,L,H,EC-D3,,,,,
4900003682,0001,2024-02-01,201,FU-001,EC,CS01,149.3,L,H,EC-D4,,,,,
4900003683,0001,2024-02-01,201,FU-001,EC,CS01,93.3,L,H,EC-D5,,,,,
4900003684,0001,2024-02-01,201,FU-001,EC,CS01,148.1,L,H,EC-D6,,,,,
4900003685,0001,2024-02-01,201,FU-001,EC,CS01,142.2,L,H,EC-D7,,,,,
4900003686,0001,2024-02-01,201,FU-001,EC,CS01,596.1,L,H,EC-GEN,,,,,
4900003687,0001,2024-02-02,201,AC-001,EC,CS01,144.8,L,H,EC-D1,,,,,
4900003688,0001,2024-02-02,201,AC-002,EC,CS01,5.26,KG,H,EC-D1,,,,,
4900003689,0001,2024-02-02,101,AC-003,EC,CS01,100,L,S,,,,,4500000168,00010
4900003690,0001,2024-02-02,101,AC-004,EC,CS01,5,KG,S,,,,,4500000166,00010
4900003691,0001,2024-02-02,201,FU-001,EC,CS01,106.1,L,H,EC-D1,,,,,
4900003692,0001,2024-02-02,201,FU-001,EC,CS01,106.7,L,H,EC-D2,,,,,
4900003693,0001,2024-02-02,201,FU-001,EC,CS01,146.7,L,H,EC-D3,,,,,
4900003694,0001,2024-02-02,201,FU-001,EC,CS01,127.9,L,H,EC-D4,,,,,
4900003695,0001,2024-02-02,201,FU-001,EC,CS01,127.6,L,H,EC-D5,,,,,
4900003696,0001,2024-02-02,201,FU-001,EC,CS01,117.9,L,H,EC-D6,,,,,
4900003697,0001,2024-02-02,201,FU-001,EC,CS01,98.0,L,H,EC-D7,,,,,
4900003698,0001,2024-02-02,201,FU-001,EC,CS01,701.1,L,H,EC-GEN,,,,,
4900003699,0001,2024-02-02,101,SP-005,EC,CS01,4,EA,S,,,,,4500000180,00010
4900003700,0001,2024-02-03,201,AC-001,EC,CS01,225.0,L,H,EC-D4,,,,,
4900003701,0001,2024-02-03,201,FU-001,EC,CS01,110.7,L,H,EC-D1,,,,,
4900003702,0001,2024-02-03,201,FU-001,EC,CS01,88.2,L,H,EC-D2,,,,,
4900003703,0001,2024-02-03,201,FU-001,EC,CS01,119.5,L,H,EC-D3,,,,,
4900003704,0001,2024-02-03,201,FU-001,EC,CS01,170.6,L,H,EC-D4,,,,,
4900003705,0001,2024-02-03,201,FU-001,EC,CS01,107.1,L,H,EC-D5,,,,,
4900003706,0001,2024-02-03,201,FU-001,EC,CS01,136.4,L,H,EC-D6,,,,,
4900003707,0001,2024-02-03,201,FU-001,EC,CS01,106.2,L,H,EC-D7,,,,,
