# SYNTHETIC. Upkeep work orders: pruning, circle weeding, path upkeep and spraying, SIMULATED crew by crew and day by day. Each crew takes its most overdue job each morning, plans the day off expected headcount, and does what attendance, real daily rainfall and road condition allowed; the remainder carries to tomorrow. Stands in for EPMS t_workplan / t_work_assignment.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to
WO-2025-0128-U-026,2025-01-28,spray,spraying,6,249,S6-01,10,16,25.71,24.85,ha,10.0,16.0,partial,06:58,13:54,WO-2025-0129-U-025
WO-2025-0128-U-027,2025-01-28,weed,path_upkeep,7,297,U7-01,6,10,7.73,6.61,ha,6.0,10.0,partial,07:06,13:21,WO-2025-0129-U-026
WO-2025-0128-U-028,2025-01-28,prune,pruning,7,310,U7-02,12,12,644,388,palms,12.0,12.0,partial,07:06,11:02,WO-2025-0129-U-027
WO-2025-0128-U-029,2025-01-28,weed,circle_weeding,7,332,U7-03,12,12,13.08,6.8,ha,12.0,12.0,partial,06:45,10:20,WO-2025-0129-U-028
WO-2025-0128-U-030,2025-01-28,weed,path_upkeep,7,347,U7-04,8,12,12.95,12.95,ha,8.0,12.0,completed,06:46,14:11,
WO-2025-0128-U-031,2025-01-28,spray,spraying,7,302,S7-01,2,13,2.94,2.94,ha,2.0,13.0,completed,07:10,13:58,
WO-2025-0129-U-001,2025-01-29,prune,pruning,1,12,U1-01,16,15,946,512,palms,16.0,15.0,partial,06:48,10:54,WO-2025-0130-U-001
WO-2025-0129-U-002,2025-01-29,weed,circle_weeding,1,16,U1-02,16,16,19.76,17.31,ha,16.0,16.0,partial,06:53,13:07,WO-2025-0130-U-002
WO-2025-0129-U-003,2025-01-29,weed,circle_weeding,1,33,U1-03,16,17,16.77,15.94,ha,16.0,17.0,partial,07:10,13:49,WO-2025-0130-U-003
WO-2025-0129-U-004,2025-01-29,spray,spraying,1,21,S1-01,2,13,4.34,4.34,ha,2.0,13.0,completed,07:00,13:46,
WO-2025-0129-U-005,2025-01-29,prune,pruning,2,59,U2-02,15,16,900,721,palms,15.0,16.0,partial,07:03,13:08,WO-2025-0130-U-006
WO-2025-0129-U-006,2025-01-29,weed,circle_weeding,2,71,U2-03,15,16,16.91,14.22,ha,15.0,16.0,partial,07:02,13:13,WO-2025-0130-U-007
WO-2025-0129-U-007,2025-01-29,spray,spraying,2,43,S2-01,12,12,29.66,15.45,ha,12.0,12.0,partial,06:49,10:32,WO-2025-0130-U-008
WO-2025-0129-U-008,2025-01-29,weed,circle_weeding,3,75,U3-01,14,15,15.09,13.45,ha,14.0,15.0,partial,06:54,13:08,WO-2025-0130-U-009
WO-2025-0129-U-009,2025-01-29,weed,circle_weeding,3,95,U3-02,14,15,15.26,13.22,ha,14.0,15.0,partial,06:48,12:59,WO-2025-0130-U-010
WO-2025-0129-U-010,2025-01-29,prune,pruning,3,101,U3-03,14,14,816,591,palms,14.0,14.0,partial,07:11,12:25,WO-2025-0130-U-011
WO-2025-0129-U-011,2025-01-29,weed,circle_weeding,3,120,U3-04,12,14,12.55,11.22,ha,12.0,14.0,partial,06:49,12:58,WO-2025-0130-U-012
WO-2025-0129-U-012,2025-01-29,spray,spraying,3,117,S3-01,5,17,10.19,10.19,ha,5.0,17.0,completed,07:12,14:38,
WO-2025-0129-U-013,2025-01-29,weed,circle_weeding,4,132,U4-01,14,15,12.32,8.54,ha,14.0,15.0,partial,07:11,12:24,WO-2025-0130-U-014
WO-2025-0129-U-014,2025-01-29,prune,pruning,4,140,U4-02,14,15,844,760,palms,14.0,15.0,partial,07:07,13:12,WO-2025-0130-U-015
WO-2025-0129-U-015,2025-01-29,weed,path_upkeep,4,145,U4-03,8,14,11.22,11.22,ha,8.0,14.0,completed,06:46,13:34,
WO-2025-0129-U-016,2025-01-29,spray,spraying,4,158,S4-01,13,16,32.44,25.54,ha,13.0,16.0,partial,07:06,12:58,WO-2025-0130-U-017
WO-2025-0129-U-017,2025-01-29,prune,pruning,5,170,U5-01,15,15,895,662,palms,15.0,15.0,partial,07:07,12:16,WO-2025-0130-U-018
WO-2025-0129-U-018,2025-01-29,weed,circle_weeding,5,182,U5-02,2,16,2.45,2.45,ha,2.0,16.0,completed,07:11,14:26,
WO-2025-0129-U-019,2025-01-29,weed,circle_weeding,5,201,U5-03,11,16,14.09,9.1,ha,11.0,16.0,partial,06:51,11:28,WO-2025-0130-U-019
WO-2025-0129-U-020,2025-01-29,spray,spraying,5,177,S5-01,2,11,3.74,3.74,ha,2.0,11.0,completed,06:53,13:58,
WO-2025-0129-U-021,2025-01-29,prune,pruning,6,211,U6-01,14,13,770,623,palms,14.0,13.0,partial,06:57,12:30,WO-2025-0130-U-021
WO-2025-0129-U-022,2025-01-29,prune,pruning,6,223,U6-02,14,15,809,688,palms,14.0,15.0,partial,07:05,12:58,WO-2025-0130-U-022
WO-2025-0129-U-023,2025-01-29,weed,circle_weeding,6,260,U6-03,14,14,15.91,13.96,ha,14.0,14.0,partial,07:10,13:13,WO-2025-0130-U-023
WO-2025-0129-U-024,2025-01-29,prune,pruning,6,266,U6-04,14,16,818,824,palms,14.0,16.0,partial,07:09,14:15,WO-2025-0130-U-024
WO-2025-0129-U-025,2025-01-29,spray,spraying,6,249,S6-01,1,16,0.86,0.86,ha,1.0,16.0,completed,06:49,13:40,
WO-2025-0129-U-026,2025-01-29,weed,path_upkeep,7,297,U7-01,1,12,1.12,1.12,ha,1.0,12.0,completed,06:52,14:20,
WO-2025-0129-U-027,2025-01-29,prune,pruning,7,310,U7-02,12,13,644,386,palms,12.0,13.0,partial,07:08,11:38,WO-2025-0130-U-027
WO-2025-0129-U-028,2025-01-29,weed,circle_weeding,7,332,U7-03,12,13,13.08,12.59,ha,12.0,13.0,partial,07:04,14:05,WO-2025-0130-U-028
WO-2025-0129-U-029,2025-01-29,weed,circle_weeding,7,339,U7-04,12,11,14.86,13.27,ha,12.0,11.0,partial,07:04,13:28,WO-2025-0130-U-029
WO-2025-0129-U-030,2025-01-29,spray,spraying,7,294,S7-01,5,14,12.14,12.14,ha,5.0,14.0,completed,06:53,14:13,
WO-2025-0130-U-001,2025-01-30,prune,pruning,1,12,U1-01,16,17,946,740,palms,16.0,17.0,partial,06:59,12:19,WO-2025-0131-U-001
WO-2025-0130-U-002,2025-01-30,weed,circle_weeding,1,16,U1-02,9,13,11.03,11.03,ha,9.0,13.0,completed,06:56,14:19,
WO-2025-0130-U-003,2025-01-30,weed,circle_weeding,1,33,U1-03,5,17,4.72,4.72,ha,5.0,17.0,completed,06:56,14:06,
WO-2025-0130-U-004,2025-01-30,spray,spraying,1,15,S1-01,13,14,32.48,17.35,ha,13.0,14.0,partial,06:55,10:58,WO-2025-0131-U-004
WO-2025-0130-U-005,2025-01-30,prune,pruning,2,44,U2-01,15,15,889,804,palms,15.0,15.0,partial,06:53,13:17,WO-2025-0131-U-005
WO-2025-0130-U-006,2025-01-30,prune,pruning,2,59,U2-02,15,14,900,547,palms,15.0,14.0,partial,07:03,11:07,WO-2025-0131-U-006
WO-2025-0130-U-007,2025-01-30,weed,circle_weeding,2,71,U2-03,12,16,13.37,13.37,ha,12.0,16.0,completed,07:09,14:20,
WO-2025-0130-U-008,2025-01-30,spray,spraying,2,43,S2-01,6,12,14.21,14.21,ha,6.0,12.0,completed,06:52,14:03,
WO-2025-0130-U-009,2025-01-30,weed,circle_weeding,3,75,U3-01,11,14,10.84,9.41,ha,11.0,14.0,partial,06:45,13:13,WO-2025-0131-U-008
WO-2025-0130-U-010,2025-01-30,weed,circle_weeding,3,95,U3-02,14,14,15.26,9.54,ha,14.0,14.0,partial,07:08,11:26,WO-2025-0131-U-009
WO-2025-0130-U-011,2025-01-30,prune,pruning,3,101,U3-03,14,15,816,644,palms,14.0,15.0,partial,07:13,12:43,WO-2025-0131-U-010
WO-2025-0130-U-012,2025-01-30,weed,circle_weeding,3,120,U3-04,2,14,1.33,1.33,ha,2.0,14.0,completed,07:07,14:28,
WO-2025-0130-U-013,2025-01-30,spray,spraying,3,119,S3-01,2,14,4.05,4.05,ha,2.0,14.0,completed,06:54,13:57,
WO-2025-0130-U-014,2025-01-30,weed,circle_weeding,4,132,U4-01,12,13,10.33,9.23,ha,12.0,13.0,partial,06:47,12:47,WO-2025-0131-U-013
WO-2025-0130-U-015,2025-01-30,prune,pruning,4,140,U4-02,14,14,844,784,palms,14.0,14.0,partial,07:07,13:45,WO-2025-0131-U-014
WO-2025-0130-U-016,2025-01-30,weed,path_upkeep,4,144,U4-03,14,13,20.5,21.58,ha,14.0,13.0,partial,06:57,13:42,WO-2025-0131-U-015
WO-2025-0130-U-017,2025-01-30,spray,spraying,4,158,S4-01,3,14,6.9,6.9,ha,3.0,14.0,completed,07:09,14:17,
WO-2025-0130-U-018,2025-01-30,prune,pruning,5,170,U5-01,10,16,578,578,palms,10.0,16.0,completed,07:14,14:37,
WO-2025-0130-U-019,2025-01-30,weed,circle_weeding,5,201,U5-03,4,16,4.99,4.99,ha,4.0,16.0,completed,07:04,14:23,
WO-2025-0130-U-020,2025-01-30,spray,spraying,5,192,S5-01,6,12,11.84,11.84,ha,6.0,12.0,completed,07:01,14:12,
WO-2025-0130-U-021,2025-01-30,prune,pruning,6,211,U6-01,14,16,770,567,palms,14.0,16.0,partial,07:13,12:06,WO-2025-0131-U-020
WO-2025-0130-U-022,2025-01-30,prune,pruning,6,223,U6-02,14,17,809,598,palms,14.0,17.0,partial,07:05,12:37,WO-2025-0131-U-021
WO-2025-0130-U-023,2025-01-30,weed,circle_weeding,6,260,U6-03,2,16,1.95,1.95,ha,2.0,16.0,completed,07:14,14:31,
WO-2025-0130-U-024,2025-01-30,prune,pruning,6,266,U6-04,14,15,818,710,palms,14.0,15.0,partial,07:02,12:59,WO-2025-0131-U-022
WO-2025-0130-U-025,2025-01-30,spray,spraying,6,256,S6-01,11,14,29.46,25.52,ha,11.0,14.0,partial,06:57,13:21,WO-2025-0131-U-023
WO-2025-0130-U-026,2025-01-30,weed,path_upkeep,7,288,U7-01,6,13,7.16,7.16,ha,6.0,13.0,completed,07:07,14:16,
WO-2025-0130-U-027,2025-01-30,prune,pruning,7,310,U7-02,12,12,644,539,palms,12.0,12.0,partial,06:51,12:58,WO-2025-0131-U-025
WO-2025-0130-U-028,2025-01-30,weed,circle_weeding,7,332,U7-03,3,13,2.72,2.72,ha,3.0,13.0,completed,07:04,13:57,
WO-2025-0130-U-029,2025-01-30,weed,circle_weeding,7,339,U7-04,12,12,14.86,14.0,ha,12.0,12.0,partial,06:56,13:42,WO-2025-0131-U-027
WO-2025-0130-U-030,2025-01-30,spray,spraying,7,330,S7-01,8,15,18.44,18.44,ha,8.0,15.0,completed,07:09,14:28,
WO-2025-0131-U-001,2025-01-31,prune,pruning,1,12,U1-01,16,16,946,974,palms,16.0,16.0,completed,06:52,14:07,
WO-2025-0131-U-002,2025-01-31,weed,circle_weeding,1,19,U1-02,16,16,19.76,11.1,ha,16.0,16.0,partial,06:48,10:28,WO-2025-0201-U-002
WO-2025-0131-U-003,2025-01-31,weed,path_upkeep,1,34,U1-03,16,18,22.87,22.01,ha,16.0,18.0,partial,07:12,13:40,WO-2025-0201-U-003
WO-2025-0131-U-004,2025-01-31,spray,spraying,1,15,S1-01,7,12,16.65,16.65,ha,7.0,12.0,completed,07:06,14:16,
WO-2025-0131-U-005,2025-01-31,prune,pruning,2,44,U2-01,15,14,889,606,palms,15.0,14.0,partial,07:06,12:15,WO-2025-0201-U-005
WO-2025-0131-U-006,2025-01-31,prune,pruning,2,59,U2-02,15,16,900,800,palms,15.0,16.0,partial,06:47,13:01,WO-2025-0201-U-006
WO-2025-0131-U-007,2025-01-31,spray,spraying,2,58,S2-01,11,12,28.7,15.79,ha,11.0,12.0,partial,07:08,11:05,WO-2025-0201-U-008
WO-2025-0131-U-008,2025-01-31,weed,circle_weeding,3,75,U3-01,2,15,1.43,1.43,ha,2.0,15.0,completed,07:01,13:54,
WO-2025-0131-U-009,2025-01-31,weed,circle_weeding,3,95,U3-02,7,15,7.19,7.19,ha,7.0,15.0,completed,06:54,14:06,
WO-2025-0131-U-010,2025-01-31,prune,pruning,3,101,U3-03,7,15,387,387,palms,7.0,15.0,completed,06:54,13:40,
WO-2025-0131-U-011,2025-01-31,weed,path_upkeep,3,119,U3-04,3,13,4.05,4.05,ha,3.0,13.0,completed,07:12,14:11,
WO-2025-0131-U-012,2025-01-31,spray,spraying,3,101,S3-01,15,16,37.63,23.6,ha,15.0,16.0,partial,06:59,11:09,WO-2025-0201-U-013
WO-2025-0131-U-013,2025-01-31,weed,circle_weeding,4,132,U4-01,2,15,1.1,1.1,ha,2.0,15.0,completed,06:51,14:21,
WO-2025-0131-U-014,2025-01-31,prune,pruning,4,140,U4-02,13,15,776,486,palms,13.0,15.0,partial,07:04,11:42,WO-2025-0201-U-015
WO-2025-0131-U-015,2025-01-31,weed,path_upkeep,4,144,U4-03,3,15,3.98,3.98,ha,3.0,15.0,completed,06:55,14:18,
WO-2025-0131-U-016,2025-01-31,spray,spraying,4,160,S4-01,14,16,33.88,31.46,ha,14.0,16.0,partial,07:06,13:55,WO-2025-0201-U-017
WO-2025-0131-U-017,2025-01-31,weed,circle_weeding,5,173,U5-01,15,15,17.9,17.48,ha,15.0,15.0,partial,07:03,14:07,WO-2025-0201-U-018
WO-2025-0131-U-018,2025-01-31,weed,circle_weeding,5,373,U5-03,3,13,3.42,3.42,ha,3.0,13.0,completed,06:51,13:41,
WO-2025-0131-U-019,2025-01-31,spray,spraying,5,202,S5-01,12,12,27.74,18.75,ha,12.0,12.0,partial,06:48,11:39,WO-2025-0201-U-021
WO-2025-0131-U-020,2025-01-31,prune,pruning,6,211,U6-01,6,15,327,327,palms,6.0,15.0,completed,07:10,14:12,
WO-2025-0131-U-021,2025-01-31,prune,pruning,6,223,U6-02,13,16,701,701,palms,13.0,16.0,completed,06:55,14:24,
WO-2025-0131-U-022,2025-01-31,prune,pruning,6,266,U6-04,8,13,418,418,palms,8.0,13.0,completed,06:52,13:39,
WO-2025-0131-U-023,2025-01-31,spray,spraying,6,256,S6-01,2,17,3.94,3.94,ha,2.0,17.0,completed,06:55,14:11,
WO-2025-0131-U-024,2025-01-31,weed,circle_weeding,7,287,U7-01,12,10,11.93,7.66,ha,12.0,10.0,partial,06:59,11:45,WO-2025-0201-U-027
WO-2025-0131-U-025,2025-01-31,prune,pruning,7,310,U7-02,12,13,644,578,palms,12.0,13.0,partial,06:48,13:07,WO-2025-0201-U-028
WO-2025-0131-U-026,2025-01-31,weed,circle_weeding,7,335,U7-03,12,13,13.08,16.3,ha,12.0,13.0,partial,06:57,14:23,WO-2025-0201-U-029
WO-2025-0131-U-027,2025-01-31,weed,circle_weeding,7,339,U7-04,2,12,2.31,2.31,ha,2.0,12.0,completed,07:06,14:04,
WO-2025-0131-U-028,2025-01-31,spray,spraying,7,292,S7-01,8,14,18.44,18.44,ha,8.0,14.0,completed,07:13,14:13,
WO-2025-0201-U-001,2025-02-01,weed,circle_weeding,1,10,U1-01,17,18,20.1,16.2,ha,17.0,18.0,partial,06:47,12:32,WO-2025-0203-U-001
WO-2025-0201-U-002,2025-02-01,weed,circle_weeding,1,19,U1-02,8,19,9.12,9.12,ha,8.0,19.0,completed,06:55,14:19,
WO-2025-0201-U-003,2025-02-01,weed,path_upkeep,1,34,U1-03,5,18,6.23,6.23,ha,5.0,18.0,completed,06:56,14:24,
WO-2025-0201-U-004,2025-02-01,spray,spraying,1,10,S1-01,12,15,29.71,22.43,ha,12.0,15.0,partial,07:10,12:26,WO-2025-0203-U-004
WO-2025-0201-U-005,2025-02-01,prune,pruning,2,44,U2-01,15,17,889,444,palms,15.0,17.0,partial,06:50,10:11,WO-2025-0203-U-005
WO-2025-0201-U-006,2025-02-01,prune,pruning,2,59,U2-02,15,13,900,697,palms,15.0,13.0,partial,07:09,12:53,WO-2025-0203-U-006
WO-2025-0201-U-007,2025-02-01,weed,circle_weeding,2,67,U2-03,15,15,16.91,19.45,ha,15.0,15.0,partial,07:08,14:18,WO-2025-0203-U-007
WO-2025-0201-U-008,2025-02-01,spray,spraying,2,58,S2-01,5,12,12.91,12.91,ha,5.0,12.0,completed,06:49,13:53,
WO-2025-0201-U-009,2025-02-01,weed,circle_weeding,3,77,U3-01,14,15,15.09,9.8,ha,14.0,15.0,partial,07:05,11:39,WO-2025-0203-U-009
WO-2025-0201-U-010,2025-02-01,weed,path_upkeep,3,100,U3-02,14,14,20.81,22.18,ha,14.0,14.0,partial,07:01,14:26,WO-2025-0203-U-010
WO-2025-0201-U-011,2025-02-01,weed,circle_weeding,3,104,U3-03,14,12,16.32,12.6,ha,14.0,12.0,partial,07:05,12:33,WO-2025-0203-U-011
WO-2025-0201-U-012,2025-02-01,weed,circle_weeding,3,370,U3-04,2,16,2.09,2.09,ha,2.0,16.0,completed,06:56,14:15,
WO-2025-0201-U-013,2025-02-01,spray,spraying,3,101,S3-01,8,15,18.55,18.55,ha,8.0,15.0,completed,07:14,14:10,
WO-2025-0201-U-014,2025-02-01,weed,circle_weeding,4,123,U4-01,13,14,10.58,9.7,ha,13.0,14.0,partial,07:02,13:57,WO-2025-0203-U-014
WO-2025-0201-U-015,2025-02-01,prune,pruning,4,140,U4-02,5,14,289,289,palms,5.0,14.0,completed,07:05,13:58,
WO-2025-0201-U-016,2025-02-01,weed,path_upkeep,4,154,U4-03,2,14,2.04,2.04,ha,2.0,14.0,completed,06:47,13:49,
WO-2025-0201-U-017,2025-02-01,spray,spraying,4,160,S4-01,1,14,2.42,2.42,ha,1.0,14.0,completed,07:14,14:23,
WO-2025-0201-U-018,2025-02-01,weed,circle_weeding,5,173,U5-01,2,14,1.67,1.67,ha,2.0,14.0,completed,07:05,13:57,
WO-2025-0201-U-019,2025-02-01,prune,pruning,5,185,U5-02,15,16,934,573,palms,15.0,16.0,partial,07:13,11:59,WO-2025-0203-U-019
WO-2025-0201-U-020,2025-02-01,weed,path_upkeep,5,199,U5-03,11,16,18.58,18.58,ha,11.0,16.0,completed,07:11,13:57,
WO-2025-0201-U-021,2025-02-01,spray,spraying,5,202,S5-01,5,12,11.34,11.34,ha,5.0,12.0,completed,06:56,14:23,
WO-2025-0201-U-022,2025-02-01,weed,circle_weeding,6,208,U6-01,15,15,16.5,11.86,ha,15.0,15.0,partial,06:56,11:45,WO-2025-0203-U-022
WO-2025-0201-U-023,2025-02-01,weed,circle_weeding,6,250,U6-02,15,16,17.34,14.29,ha,15.0,16.0,partial,07:06,12:46,WO-2025-0203-U-023
WO-2025-0201-U-024,2025-02-01,prune,pruning,6,261,U6-03,15,15,912,617,palms,15.0,15.0,partial,07:10,12:13,WO-2025-0203-U-024
WO-2025-0201-U-025,2025-02-01,weed,circle_weeding,6,267,U6-04,15,16,17.52,11.68,ha,15.0,16.0,partial,06:55,11:29,WO-2025-0203-U-025
WO-2025-0201-U-026,2025-02-01,spray,spraying,6,262,S6-01,10,16,26.51,26.51,ha,10.0,16.0,completed,07:03,14:21,
WO-2025-0201-U-027,2025-02-01,weed,circle_weeding,7,287,U7-01,7,14,6.04,6.04,ha,7.0,14.0,completed,06:51,14:07,
WO-2025-0201-U-028,2025-02-01,prune,pruning,7,310,U7-02,13,14,697,661,palms,13.0,14.0,partial,06:50,13:48,WO-2025-0203-U-028
WO-2025-0201-U-029,2025-02-01,weed,circle_weeding,7,335,U7-03,9,13,9.67,9.67,ha,9.0,13.0,completed,07:03,14:06,
WO-2025-0201-U-030,2025-02-01,weed,path_upkeep,7,341,U7-04,13,12,21.96,21.23,ha,13.0,12.0,partial,07:07,13:47,WO-2025-0203-U-029
WO-2025-0201-U-031,2025-02-01,spray,spraying,7,293,S7-01,10,15,24.17,24.17,ha,10.0,15.0,completed,07:04,14:26,
WO-2025-0203-U-001,2025-02-03,weed,circle_weeding,1,10,U1-01,12,18,13.51,13.51,ha,12.0,18.0,completed,06:48,13:48,
WO-2025-0203-U-002,2025-02-03,weed,circle_weeding,1,23,U1-02,17,17,21.0,15.97,ha,17.0,17.0,partial,07:01,12:08,WO-2025-0204-U-002
WO-2025-0203-U-003,2025-02-03,weed,circle_weeding,1,32,U1-03,17,19,17.82,11.14,ha,17.0,19.0,partial,06:53,11:38,WO-2025-0204-U-003
WO-2025-0203-U-004,2025-02-03,spray,spraying,1,10,S1-01,3,13,7.28,7.28,ha,3.0,13.0,completed,07:03,14:16,
WO-2025-0203-U-005,2025-02-03,prune,pruning,2,44,U2-01,15,14,889,576,palms,15.0,14.0,partial,07:06,11:37,WO-2025-0204-U-005
WO-2025-0203-U-006,2025-02-03,prune,pruning,2,59,U2-02,6,15,350,350,palms,6.0,15.0,completed,06:55,13:48,
WO-2025-0203-U-007,2025-02-03,weed,circle_weeding,2,67,U2-03,7,15,7.14,7.14,ha,7.0,15.0,completed,07:13,14:09,
WO-2025-0203-U-008,2025-02-03,spray,spraying,2,63,S2-01,12,12,31.86,29.24,ha,12.0,12.0,partial,07:06,13:20,WO-2025-0204-U-007
WO-2025-0203-U-009,2025-02-03,weed,circle_weeding,3,77,U3-01,14,13,15.09,11.92,ha,14.0,13.0,partial,07:12,12:39,WO-2025-0204-U-008
WO-2025-0203-U-010,2025-02-03,weed,path_upkeep,3,100,U3-02,3,14,4.46,4.46,ha,3.0,14.0,completed,07:03,14:25,
WO-2025-0203-U-011,2025-02-03,weed,circle_weeding,3,104,U3-03,14,15,16.32,15.76,ha,14.0,15.0,partial,06:54,13:31,WO-2025-0204-U-010
WO-2025-0203-U-012,2025-02-03,weed,path_upkeep,3,118,U3-04,8,14,11.04,11.04,ha,8.0,14.0,completed,07:00,13:44,
WO-2025-0203-U-013,2025-02-03,spray,spraying,3,85,S3-01,10,15,22.99,22.99,ha,10.0,15.0,completed,06:55,13:43,
WO-2025-0203-U-014,2025-02-03,weed,circle_weeding,4,123,U4-01,2,14,0.88,0.88,ha,2.0,14.0,completed,06:47,13:43,
WO-2025-0203-U-015,2025-02-03,weed,circle_weeding,4,134,U4-02,13,12,15.67,12.81,ha,13.0,12.0,partial,07:09,13:01,WO-2025-0204-U-013
WO-2025-0203-U-016,2025-02-03,weed,path_upkeep,4,147,U4-03,13,15,19.03,14.41,ha,13.0,15.0,partial,07:02,12:50,WO-2025-0204-U-014
WO-2025-0203-U-017,2025-02-03,spray,spraying,4,125,S4-01,3,13,6.64,6.64,ha,3.0,13.0,completed,06:45,13:38,
WO-2025-0203-U-018,2025-02-03,weed,circle_weeding,5,172,U5-01,15,15,17.9,16.06,ha,15.0,15.0,partial,06:55,13:05,WO-2025-0204-U-016
WO-2025-0203-U-019,2025-02-03,prune,pruning,5,185,U5-02,15,14,934,885,palms,15.0,14.0,partial,07:11,14:16,WO-2025-0204-U-017
WO-2025-0203-U-020,2025-02-03,weed,circle_weeding,5,202,U5-03,15,14,19.8,15.38,ha,15.0,14.0,partial,07:01,12:37,WO-2025-0204-U-018
WO-2025-0203-U-021,2025-02-03,spray,spraying,5,197,S5-01,12,12,27.74,20.54,ha,12.0,12.0,partial,07:04,12:19,WO-2025-0204-U-019
WO-2025-0203-U-022,2025-02-03,weed,circle_weeding,6,208,U6-01,13,17,13.38,13.38,ha,13.0,17.0,completed,07:01,14:18,
WO-2025-0203-U-023,2025-02-03,weed,circle_weeding,6,250,U6-02,11,15,11.79,10.84,ha,11.0,15.0,partial,07:08,13:40,WO-2025-0204-U-021
WO-2025-0203-U-024,2025-02-03,prune,pruning,6,261,U6-03,15,16,912,1070,palms,15.0,16.0,partial,07:10,14:07,WO-2025-0204-U-022
WO-2025-0203-U-025,2025-02-03,weed,circle_weeding,6,267,U6-04,6,14,6.09,6.09,ha,6.0,14.0,completed,06:53,13:55,
WO-2025-0203-U-026,2025-02-03,spray,spraying,6,257,S6-01,11,18,27.37,27.37,ha,11.0,18.0,completed,07:08,14:25,
WO-2025-0203-U-027,2025-02-03,weed,circle_weeding,7,288,U7-01,8,15,7.16,7.16,ha,8.0,15.0,completed,06:49,13:43,
WO-2025-0203-U-028,2025-02-03,prune,pruning,7,310,U7-02,13,14,697,642,palms,13.0,14.0,partial,07:02,13:40,WO-2025-0204-U-026
WO-2025-0203-U-029,2025-02-03,weed,path_upkeep,7,341,U7-04,6,14,9.71,9.71,ha,6.0,14.0,completed,06:45,13:56,
WO-2025-0204-U-001,2025-02-04,weed,circle_weeding,1,12,U1-01,17,16,20.1,15.76,ha,17.0,16.0,partial,06:50,12:03,WO-2025-0205-U-001
WO-2025-0204-U-002,2025-02-04,weed,circle_weeding,1,23,U1-02,10,16,12.17,12.17,ha,10.0,16.0,completed,07:09,14:10,
WO-2025-0204-U-003,2025-02-04,weed,circle_weeding,1,32,U1-03,16,19,16.32,11.45,ha,16.0,19.0,partial,07:06,11:55,WO-2025-0205-U-003
WO-2025-0204-U-004,2025-02-04,spray,spraying,1,34,S1-01,12,12,28.24,25.16,ha,12.0,12.0,partial,06:59,13:35,WO-2025-0205-U-004
WO-2025-0204-U-005,2025-02-04,prune,pruning,2,44,U2-01,15,14,889,659,palms,15.0,14.0,partial,07:13,12:49,WO-2025-0205-U-005
WO-2025-0204-U-006,2025-02-04,weed,path_upkeep,2,64,U2-02,15,16,24.55,16.73,ha,15.0,16.0,partial,06:54,11:33,WO-2025-0205-U-006
WO-2025-0204-U-007,2025-02-04,spray,spraying,2,63,S2-01,2,13,3.01,3.01,ha,2.0,13.0,completed,07:01,14:15,
WO-2025-0204-U-008,2025-02-04,weed,circle_weeding,3,77,U3-01,7,14,6.68,6.68,ha,7.0,14.0,completed,07:15,14:35,
WO-2025-0204-U-009,2025-02-04,weed,path_upkeep,3,90,U3-02,14,15,20.81,16.25,ha,14.0,15.0,partial,06:56,12:26,WO-2025-0205-U-009
WO-2025-0204-U-010,2025-02-04,weed,circle_weeding,3,104,U3-03,4,12,4.57,4.57,ha,4.0,12.0,completed,06:00,13:49,
WO-2025-0204-U-011,2025-02-04,spray,spraying,3,80,S3-01,5,15,11.89,11.89,ha,5.0,15.0,completed,06:47,13:33,
WO-2025-0204-U-012,2025-02-04,weed,circle_weeding,4,124,U4-01,13,14,10.85,6.79,ha,13.0,14.0,partial,06:50,11:19,WO-2025-0205-U-012
WO-2025-0204-U-013,2025-02-04,weed,circle_weeding,4,134,U4-02,13,14,15.67,14.24,ha,13.0,14.0,partial,06:47,13:07,WO-2025-0205-U-013
WO-2025-0204-U-014,2025-02-04,weed,path_upkeep,4,147,U4-03,9,12,12.08,12.08,ha,9.0,12.0,completed,07:01,14:08,
WO-2025-0204-U-015,2025-02-04,spray,spraying,4,146,S4-01,12,15,28.59,21.52,ha,12.0,15.0,partial,06:46,12:15,WO-2025-0205-U-015
WO-2025-0204-U-016,2025-02-04,weed,circle_weeding,5,172,U5-01,8,16,9.38,9.38,ha,8.0,16.0,completed,06:00,14:19,
WO-2025-0204-U-017,2025-02-04,prune,pruning,5,185,U5-02,15,16,934,867,palms,15.0,16.0,partial,06:47,13:01,WO-2025-0205-U-017
WO-2025-0204-U-018,2025-02-04,weed,circle_weeding,5,202,U5-03,12,16,14.71,9.56,ha,12.0,16.0,partial,07:06,11:28,WO-2025-0205-U-018
WO-2025-0204-U-019,2025-02-04,spray,spraying,5,197,S5-01,5,13,10.04,10.04,ha,5.0,13.0,completed,07:13,14:34,
WO-2025-0204-U-020,2025-02-04,weed,path_upkeep,6,208,U6-01,15,16,22.5,18.52,ha,15.0,16.0,partial,06:47,12:40,WO-2025-0205-U-020
WO-2025-0204-U-021,2025-02-04,weed,circle_weeding,6,250,U6-02,1,15,0.95,0.95,ha,1.0,15.0,completed,07:11,14:07,
